State,County,Number of Mines
Alabama,Autauga,6
Alabama,Baldwin,3
Alabama,Barbour,6
Alabama,Bibb,5
Alabama,Blount,6
Alabama,Calhoun,2
Alabama,Cherokee,2
Alabama,Chilton,2
Alabama,Clarke,4
Alabama,Colbert,5
Alabama,Conecuh,2
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,2
Alabama,Elmore,3
Alabama,Escambia,5
Alabama,Etowah,3
Alabama,Fayette,2
Alabama,Franklin,5
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Jackson,5
Alabama,Jefferson,25
Alabama,Lawrence,2
Alabama,Lee,3
Alabama,Limestone,1
Alabama,Lowndes,1
Alabama,Macon,3
Alabama,Madison,3
Alabama,Marengo,2
Alabama,Marion,2
Alabama,Marshall,3
Alabama,Mobile,8
Alabama,Monroe,5
Alabama,Montgomery,6
Alabama,Morgan,4
Alabama,Randolph,2
Alabama,Russell,4
Alabama,Shelby,18
Alabama,St Clair,5
Alabama,Sumter,1
Alabama,Talladega,6
Alabama,Tuscaloosa,13
Alabama,Walker,16
Alabama,Washington,1
Alabama,Winston,2
Alaska,Aleutians East,2
Alaska,Aleutians West,1
Alaska,Anchorage,10
Alaska,Bethel,3
Alaska,Denali,5
Alaska,Dillingham,1
Alaska,Fairbanks North Star,33
Alaska,Haines,4
Alaska,Juneau,9
Alaska,Kenai Peninsula,10
Alaska,Ketchikan Gateway,5
Alaska,Kodiak Island,6
Alaska,Matanuska-Susitna,21
Alaska,Nome,9
Alaska,North Slope,1
Alaska,Northwest Arctic,5
Alaska,Petersburg Census Area,1
Alaska,Sitka,1
Alaska,Skagway Municipality,3
Alaska,Southeast Fairbanks,7
Alaska,Valdez-Cordova,6
Alaska,Wade Hampton,1
Alaska,Yukon-Koyukuk,13
Arizona,Apache,8
Arizona,Cochise,19
Arizona,Coconino,30
Arizona,Gila,17
Arizona,Graham,3
Arizona,Greenlee,3
Arizona,La Paz,5
Arizona,Maricopa,62
Arizona,Mohave,22
Arizona,Navajo,11
Arizona,Pima,23
Arizona,Pinal,32
Arizona,Santa Cruz,3
Arizona,Yavapai,32
Arizona,Yuma,10
Arkansas,Arkansas,1
Arkansas,Baxter,4
Arkansas,Benton,4
Arkansas,Boone,1
Arkansas,Bradley,1
Arkansas,Calhoun,1
Arkansas,Carroll,2
Arkansas,Cleburne,3
Arkansas,Conway,4
Arkansas,Craighead,3
Arkansas,Crawford,2
Arkansas,Cross,2
Arkansas,Faulkner,2
Arkansas,Franklin,4
Arkansas,Fulton,1
Arkansas,Garland,10
Arkansas,Grant,4
Arkansas,Greene,2
Arkansas,Hot Spring,4
Arkansas,Howard,2
Arkansas,Independence,13
Arkansas,Izard,4
Arkansas,Jackson,1
Arkansas,Johnson,6
Arkansas,Lawrence,3
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,4
Arkansas,Lonoke,1
Arkansas,Marion,2
Arkansas,Miller,2
Arkansas,Montgomery,6
Arkansas,Newton,1
Arkansas,Ouachita,2
Arkansas,Perry,1
Arkansas,Pike,2
Arkansas,Poinsett,2
Arkansas,Polk,2
Arkansas,Pope,3
Arkansas,Pulaski,12
Arkansas,Randolph,1
Arkansas,Saline,9
Arkansas,Scott,1
Arkansas,Sebastian,8
Arkansas,Sevier,2
Arkansas,Sharp,1
Arkansas,Stone,3
Arkansas,Van Buren,1
Arkansas,Washington,8
Arkansas,White,5
California,Alameda,6
California,Alpine,1
California,Amador,11
California,Butte,9
California,Calaveras,5
California,Colusa,1
California,Contra Costa,6
California,Del Norte,2
California,El Dorado,5
California,Fresno,9
California,Glenn,5
California,Humboldt,22
California,Imperial,10
California,Inyo,11
California,Kern,17
California,Lake,7
California,Lassen,5
California,Los Angeles,21
California,Madera,2
California,Marin,2
California,Mariposa,5
California,Mendocino,11
California,Merced,5
California,Modoc,6
California,Mono,3
California,Monterey,7
California,Napa,2
California,Nevada,6
California,Orange,2
California,Placer,4
California,Plumas,9
California,Riverside,45
California,Sacramento,5
California,San Benito,8
California,San Bernardino,51
California,San Diego,24
California,San Francisco,1
California,San Joaquin,12
California,San Luis Obispo,11
California,San Mateo,3
California,Santa Barbara,14
California,Santa Clara,5
California,Santa Cruz,4
California,Shasta,17
California,Sierra,3
California,Siskiyou,7
California,Solano,3
California,Sonoma,8
California,Stanislaus,7
California,Sutter,1
California,Tehama,8
California,Trinity,2
California,Tulare,8
California,Tuolumne,4
California,Ventura,11
California,Yolo,5
California,Yuba,11
Colorado,Adams,4
Colorado,Alamosa,4
Colorado,Arapahoe,1
Colorado,Archuleta,3
Colorado,Baca,5
Colorado,Bent,1
Colorado,Boulder,8
Colorado,Chaffee,10
Colorado,Clear Creek,3
Colorado,Conejos,3
Colorado,Crowley,1
Colorado,Delta,5
Colorado,Denver,1
Colorado,Douglas,5
Colorado,Eagle,1
Colorado,El Paso,9
Colorado,Elbert,1
Colorado,Fremont,23
Colorado,Garfield,12
Colorado,Grand,9
Colorado,Gunnison,5
Colorado,Hinsdale,2
Colorado,Huerfano,2
Colorado,Jackson,1
Colorado,Jefferson,10
Colorado,Kit Carson,1
Colorado,La Plata,9
Colorado,Lake,6
Colorado,Larimer,25
Colorado,Las Animas,7
Colorado,Logan,2
Colorado,Mesa,22
Colorado,Moffat,11
Colorado,Montezuma,5
Colorado,Montrose,9
Colorado,Morgan,1
Colorado,Otero,2
Colorado,Ouray,3
Colorado,Park,8
Colorado,Pitkin,1
Colorado,Prowers,5
Colorado,Pueblo,14
Colorado,Rio Blanco,8
Colorado,Rio Grande,3
Colorado,Routt,10
Colorado,Saguache,1
Colorado,San Miguel,1
Colorado,Summit,4
Colorado,Teller,6
Colorado,Weld,47
Connecticut,Fairfield,6
Connecticut,Hartford,13
