State,County,Number of Mines
Alabama,Autauga,5
Alabama,Baldwin,3
Alabama,Barbour,6
Alabama,Bibb,6
Alabama,Blount,9
Alabama,Calhoun,2
Alabama,Cherokee,2
Alabama,Chilton,2
Alabama,Clarke,5
Alabama,Colbert,5
Alabama,Conecuh,1
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Cullman,1
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,1
Alabama,Elmore,4
Alabama,Escambia,5
Alabama,Etowah,4
Alabama,Fayette,4
Alabama,Franklin,6
Alabama,Geneva,1
Alabama,Hale,2
Alabama,Jackson,5
Alabama,Jefferson,24
Alabama,Lamar,1
Alabama,Lawrence,2
Alabama,Lee,3
Alabama,Limestone,1
Alabama,Lowndes,1
Alabama,Macon,2
Alabama,Madison,3
Alabama,Marengo,2
Alabama,Marion,3
Alabama,Marshall,2
Alabama,Mobile,6
Alabama,Monroe,4
Alabama,Montgomery,5
Alabama,Morgan,4
Alabama,Pickens,1
Alabama,Randolph,2
Alabama,Russell,4
Alabama,Shelby,18
Alabama,St Clair,5
Alabama,Sumter,1
Alabama,Talladega,6
Alabama,Tuscaloosa,16
Alabama,Walker,14
Alabama,Winston,2
Alaska,Aleutians East,2
Alaska,Aleutians West,1
Alaska,Anchorage,13
Alaska,Bethel,3
Alaska,Denali,4
Alaska,Dillingham,1
Alaska,Fairbanks North Star,39
Alaska,Haines,3
Alaska,Juneau,6
Alaska,Kenai Peninsula,8
Alaska,Ketchikan Gateway,3
Alaska,Kodiak Island,5
Alaska,Matanuska-Susitna,19
Alaska,Nome,10
Alaska,Northwest Arctic,5
Alaska,Petersburg Census Area,2
Alaska,Prince of Wales-Hyder Census Area,1
Alaska,Sitka,4
Alaska,Skagway Municipality,1
Alaska,Skagway-Hoonah-Angoon,2
Alaska,Southeast Fairbanks,7
Alaska,Valdez-Cordova,5
Alaska,Wade Hampton,1
Alaska,Yukon-Koyukuk,14
Arizona,Apache,11
Arizona,Cochise,22
Arizona,Coconino,25
Arizona,Gila,18
Arizona,Graham,3
Arizona,Greenlee,4
Arizona,La Paz,6
Arizona,Maricopa,63
Arizona,Mohave,29
Arizona,Navajo,12
Arizona,Pima,27
Arizona,Pinal,33
Arizona,Santa Cruz,5
Arizona,Yavapai,29
Arizona,Yuma,9
Arkansas,Baxter,4
Arkansas,Benton,4
Arkansas,Boone,1
Arkansas,Bradley,1
Arkansas,Calhoun,1
Arkansas,Carroll,2
Arkansas,Cleburne,3
Arkansas,Conway,4
Arkansas,Craighead,3
Arkansas,Crawford,2
Arkansas,Cross,2
Arkansas,Faulkner,2
Arkansas,Franklin,5
Arkansas,Fulton,1
Arkansas,Garland,9
Arkansas,Grant,5
Arkansas,Greene,2
Arkansas,Hot Spring,6
Arkansas,Howard,2
Arkansas,Independence,12
Arkansas,Izard,4
Arkansas,Jackson,2
Arkansas,Johnson,6
Arkansas,Lawrence,3
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,6
Arkansas,Lonoke,1
Arkansas,Marion,2
Arkansas,Miller,3
Arkansas,Montgomery,7
Arkansas,Newton,1
Arkansas,Ouachita,3
Arkansas,Perry,1
Arkansas,Pike,3
Arkansas,Poinsett,2
Arkansas,Polk,2
Arkansas,Pope,3
Arkansas,Pulaski,12
Arkansas,Randolph,1
Arkansas,Saline,11
Arkansas,Scott,1
Arkansas,Searcy,1
Arkansas,Sebastian,8
Arkansas,Sevier,3
Arkansas,Sharp,1
Arkansas,Stone,3
Arkansas,Van Buren,3
Arkansas,Washington,9
Arkansas,White,5
California,Alameda,5
California,Alpine,1
California,Amador,11
California,Butte,7
California,Calaveras,6
California,Colusa,1
California,Contra Costa,6
California,Del Norte,4
California,El Dorado,5
California,Fresno,9
California,Glenn,5
California,Humboldt,21
California,Imperial,10
California,Inyo,8
California,Kern,17
California,Lake,8
California,Lassen,5
California,Los Angeles,21
California,Madera,1
California,Marin,2
California,Mariposa,6
California,Mendocino,10
California,Merced,7
California,Modoc,6
California,Mono,2
California,Monterey,7
California,Napa,2
California,Nevada,5
California,Orange,2
California,Placer,5
California,Plumas,8
California,Riverside,50
California,Sacramento,6
California,San Benito,8
California,San Bernardino,49
California,San Diego,23
California,San Francisco,1
California,San Joaquin,13
California,San Luis Obispo,11
California,San Mateo,3
California,Santa Barbara,14
California,Santa Clara,7
California,Santa Cruz,4
California,Shasta,16
California,Sierra,2
California,Siskiyou,8
California,Solano,3
California,Sonoma,8
California,Stanislaus,9
California,Sutter,2
California,Tehama,7
California,Trinity,3
California,Tulare,8
California,Tuolumne,4
California,Ventura,12
California,Yolo,6
California,Yuba,10
Colorado,Adams,7
Colorado,Alamosa,4
Colorado,Arapahoe,1
Colorado,Archuleta,4
Colorado,Baca,5
Colorado,Bent,1
Colorado,Boulder,8
Colorado,Chaffee,9
Colorado,Clear Creek,3
Colorado,Conejos,4
Colorado,Crowley,1
Colorado,Custer,1
Colorado,Delta,6
Colorado,Denver,2
Colorado,Douglas,4
Colorado,Eagle,2
Colorado,El Paso,10
Colorado,Elbert,1
Colorado,Fremont,24
Colorado,Garfield,13
Colorado,Gilpin,1
Colorado,Grand,8
Colorado,Gunnison,7
Colorado,Hinsdale,1
Colorado,Huerfano,2
Colorado,Jefferson,12
Colorado,La Plata,15
Colorado,Lake,5
Colorado,Larimer,28
Colorado,Las Animas,8
Colorado,Logan,2
Colorado,Mesa,22
Colorado,Mineral,2
Colorado,Moffat,12
Colorado,Montezuma,11
Colorado,Montrose,8
Colorado,Morgan,1
Colorado,Otero,1
Colorado,Ouray,4
Colorado,Park,7
Colorado,Pitkin,1
Colorado,Prowers,7
Colorado,Pueblo,14
Colorado,Rio Blanco,7
Colorado,Rio Grande,2
Colorado,Routt,10
Colorado,Saguache,2
Colorado,San Miguel,1
Colorado,Summit,5
Colorado,Teller,7
Colorado,Weld,34
Connecticut,Fairfield,8
Connecticut,Hartford,14
Connecticut,Litchfield,14
Connecticut,Middlesex,4
Connecticut,New Haven,16
Connecticut,New London,15
Connecticut,Tolland,12
Connecticut,Windham,19
Delaware,Kent,4
Delaware,New Castle,2
Delaware,Sussex,4
Florida,Alachua,5
Florida,Bay,1
Florida,Brevard,2
Florida,Calhoun,2
Florida,Charlotte,11
Florida,Citrus,6
Florida,Clay,2
Florida,Collier,7
Florida,Dixie,1
Florida,Escambia,2
Florida,Gadsden,4
Florida,Gilchrist,1
Florida,Glades,5
Florida,Gulf,1
Florida,Hamilton,1
Florida,Hardee,1
Florida,Hernando,6
Florida,Hillsborough,2
Florida,Holmes,1
Florida,Indian River,5
Florida,Jackson,4
Florida,Jefferson,1
Florida,Lafayette,2
Florida,Lake,5
Florida,Lee,5
Florida,Leon,1
Florida,Levy,2
Florida,Liberty,1
Florida,Manatee,1
Florida,Marion,9
Florida,Martin,1
Florida,Miami-Dade,12
Florida,Okeechobee,1
Florida,Orange,1
Florida,Osceola,1
Florida,Palm Beach,4
Florida,Pasco,2
Florida,Polk,15
Florida,Putnam,3
Florida,Santa Rosa,4
Florida,Sarasota,1
Florida,St Johns,2
Florida,St Lucie,3
Florida,Sumter,6
Florida,Suwannee,6
Florida,Taylor,3
Florida,Volusia,1
Florida,Walton,3
Florida,Washington,2
Georgia,Baldwin,2
Georgia,Barrow,1
Georgia,Bartow,3
Georgia,Berrien,1
Georgia,Bibb,1
Georgia,Calhoun,1
Georgia,Carroll,1
Georgia,Catoosa,1
Georgia,Charlton,1
Georgia,Chattooga,1
Georgia,Cherokee,2
Georgia,Clarke,1
Georgia,Clayton,3
Georgia,Cobb,1
Georgia,Columbia,3
Georgia,Cook,1
Georgia,Coweta,1
Georgia,Crawford,1
Georgia,De Kalb,5
Georgia,Decatur,3
Georgia,Douglas,2
Georgia,Echols,1
Georgia,Effingham,4
Georgia,Elbert,14
Georgia,Evans,1
Georgia,Fayette,2
Georgia,Floyd,4
Georgia,Forsyth,2
Georgia,Fulton,5
Georgia,Gilmer,3
Georgia,Glascock,1
Georgia,Glynn,1
Georgia,Gordon,2
Georgia,Greene,3
Georgia,Gwinnett,3
Georgia,Habersham,1
Georgia,Hall,2
Georgia,Hancock,2
Georgia,Harris,1
Georgia,Hart,1
Georgia,Henry,1
Georgia,Houston,1
Georgia,Jackson,3
Georgia,Jasper,1
Georgia,Jefferson,4
Georgia,Jones,2
Georgia,Lanier,1
Georgia,Lee,1
Georgia,Liberty,2
Georgia,Long,2
Georgia,Lumpkin,1
Georgia,Macon,2
Georgia,Madison,2
Georgia,Marion,1
Georgia,McDuffie,1
