State,County,Number of Mines
Alabama,Autauga,6
Alabama,Baldwin,3
Alabama,Barbour,6
Alabama,Bibb,4
Alabama,Blount,6
Alabama,Calhoun,2
Alabama,Cherokee,2
Alabama,Chilton,1
Alabama,Clarke,5
Alabama,Colbert,5
Alabama,Conecuh,1
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,2
Alabama,Elmore,2
Alabama,Escambia,4
Alabama,Etowah,3
Alabama,Fayette,2
Alabama,Franklin,4
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Henry,1
Alabama,Jackson,8
Alabama,Jefferson,22
Alabama,Lawrence,4
Alabama,Lee,2
Alabama,Limestone,1
Alabama,Lowndes,2
Alabama,Macon,2
Alabama,Madison,5
Alabama,Marengo,2
Alabama,Marion,3
Alabama,Marshall,3
Alabama,Mobile,6
Alabama,Monroe,3
Alabama,Montgomery,6
Alabama,Morgan,4
Alabama,Randolph,3
Alabama,Russell,3
Alabama,Shelby,17
Alabama,St Clair,5
Alabama,Sumter,1
Alabama,Talladega,5
Alabama,Tuscaloosa,9
Alabama,Walker,15
Alabama,Winston,1
Alaska,Aleutians East,1
Alaska,Aleutians West,1
Alaska,Anchorage,12
Alaska,Bethel,2
Alaska,Denali,5
Alaska,Dillingham,1
Alaska,Fairbanks North Star,31
Alaska,Haines,2
Alaska,Juneau,7
Alaska,Kenai Peninsula,15
Alaska,Ketchikan Gateway,6
Alaska,Kodiak Island,4
Alaska,Matanuska-Susitna,25
Alaska,Nome,11
Alaska,North Slope,4
Alaska,Northwest Arctic,5
Alaska,Petersburg Census Area,1
Alaska,Prince of Wales-Hyder Census Area,1
Alaska,Skagway Municipality,2
Alaska,Southeast Fairbanks,12
Alaska,Valdez-Cordova,10
Alaska,Wade Hampton,1
Alaska,Yukon-Koyukuk,11
American Samoa,Unknown,1
Arizona,Apache,9
Arizona,Cochise,18
Arizona,Coconino,26
Arizona,Gila,18
Arizona,Graham,5
Arizona,Greenlee,5
Arizona,La Paz,7
Arizona,Maricopa,62
Arizona,Mohave,26
Arizona,Navajo,13
Arizona,Pima,23
Arizona,Pinal,36
Arizona,Santa Cruz,5
Arizona,Yavapai,36
Arizona,Yuma,7
Arkansas,Arkansas,1
Arkansas,Baxter,4
Arkansas,Benton,4
Arkansas,Boone,2
Arkansas,Bradley,1
Arkansas,Calhoun,1
Arkansas,Carroll,2
Arkansas,Cleburne,1
Arkansas,Conway,4
Arkansas,Craighead,3
Arkansas,Crawford,2
Arkansas,Cross,2
Arkansas,Faulkner,2
Arkansas,Franklin,3
Arkansas,Fulton,1
Arkansas,Garland,10
Arkansas,Grant,4
Arkansas,Greene,1
Arkansas,Hot Spring,5
Arkansas,Howard,2
Arkansas,Independence,9
Arkansas,Izard,3
Arkansas,Jackson,1
Arkansas,Johnson,3
Arkansas,Lawrence,3
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,4
Arkansas,Lonoke,1
Arkansas,Marion,2
Arkansas,Miller,2
Arkansas,Montgomery,6
Arkansas,Ouachita,2
Arkansas,Pike,2
Arkansas,Poinsett,2
Arkansas,Polk,3
Arkansas,Pope,3
Arkansas,Pulaski,11
Arkansas,Randolph,1
Arkansas,Saline,5
Arkansas,Scott,1
Arkansas,Sebastian,8
Arkansas,Sevier,2
Arkansas,Sharp,2
Arkansas,Stone,3
Arkansas,Van Buren,1
Arkansas,Washington,6
Arkansas,White,5
Arkansas,Yell,1
California,Alameda,6
California,Alpine,1
California,Amador,10
California,Butte,11
California,Calaveras,5
California,Contra Costa,6
California,Del Norte,1
California,El Dorado,4
California,Fresno,7
California,Glenn,4
California,Humboldt,22
California,Imperial,11
California,Inyo,11
California,Kern,19
California,Lake,7
California,Lassen,5
California,Los Angeles,24
California,Madera,2
California,Marin,2
California,Mariposa,5
California,Mendocino,9
California,Merced,5
California,Modoc,6
California,Mono,2
California,Monterey,6
California,Napa,1
California,Nevada,4
California,Orange,3
California,Placer,4
California,Plumas,9
California,Riverside,45
California,Sacramento,5
California,San Benito,8
California,San Bernardino,53
California,San Diego,24
California,San Francisco,1
California,San Joaquin,12
California,San Luis Obispo,11
California,San Mateo,3
California,Santa Barbara,14
California,Santa Clara,3
California,Santa Cruz,4
California,Shasta,16
California,Sierra,1
California,Siskiyou,6
California,Solano,2
California,Sonoma,6
California,Stanislaus,7
California,Sutter,1
California,Tehama,8
California,Trinity,2
California,Tulare,8
California,Tuolumne,4
California,Ventura,11
California,Yolo,5
California,Yuba,8
Colorado,Adams,4
Colorado,Alamosa,4
Colorado,Arapahoe,1
Colorado,Archuleta,3
Colorado,Baca,5
Colorado,Boulder,7
Colorado,Chaffee,8
Colorado,Clear Creek,4
Colorado,Conejos,3
Colorado,Crowley,2
Colorado,Custer,1
Colorado,Delta,6
Colorado,Denver,1
Colorado,Dolores,1
Colorado,Douglas,5
Colorado,Eagle,1
Colorado,El Paso,8
Colorado,Elbert,2
Colorado,Fremont,28
Colorado,Garfield,11
Colorado,Gilpin,1
Colorado,Grand,10
Colorado,Gunnison,7
Colorado,Hinsdale,1
Colorado,Huerfano,1
Colorado,Jackson,1
Colorado,Jefferson,9
Colorado,Kit Carson,2
Colorado,La Plata,8
Colorado,Lake,3
Colorado,Larimer,22
Colorado,Las Animas,7
Colorado,Logan,2
Colorado,Mesa,23
Colorado,Moffat,10
Colorado,Montezuma,6
Colorado,Montrose,9
Colorado,Morgan,3
Colorado,Otero,2
Colorado,Ouray,3
Colorado,Park,15
Colorado,Pitkin,1
Colorado,Prowers,5
Colorado,Pueblo,14
Colorado,Rio Blanco,7
Colorado,Rio Grande,4
Colorado,Routt,10
Colorado,Saguache,1
Colorado,San Miguel,2
Colorado,Summit,4
Colorado,Teller,4
Colorado,Weld,45
