State,County,Number of Mines
Alabama,Autauga,4
Alabama,Baldwin,7
Alabama,Barbour,2
Alabama,Bibb,7
Alabama,Blount,11
Alabama,Calhoun,2
Alabama,Cherokee,3
Alabama,Chilton,2
Alabama,Clarke,6
Alabama,Colbert,5
Alabama,Conecuh,1
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Cullman,5
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,2
Alabama,Elmore,3
Alabama,Escambia,8
Alabama,Etowah,3
Alabama,Fayette,4
Alabama,Franklin,6
Alabama,Geneva,1
Alabama,Hale,2
Alabama,Henry,1
Alabama,Jackson,8
Alabama,Jefferson,31
Alabama,Lawrence,2
Alabama,Lee,3
Alabama,Limestone,1
Alabama,Lowndes,3
Alabama,Macon,3
Alabama,Madison,2
Alabama,Marengo,1
Alabama,Marion,7
Alabama,Marshall,3
Alabama,Mobile,9
Alabama,Monroe,5
Alabama,Montgomery,10
Alabama,Morgan,4
Alabama,Pickens,2
Alabama,Randolph,2
Alabama,Russell,4
Alabama,Shelby,18
Alabama,St Clair,5
Alabama,Sumter,1
Alabama,Talladega,7
Alabama,Tuscaloosa,17
Alabama,Walker,20
Alabama,Washington,1
Alabama,Winston,3
Alaska,Anchorage,18
Alaska,Bethel,2
Alaska,Denali,3
Alaska,Dillingham,1
Alaska,Fairbanks North Star,34
Alaska,Juneau,9
Alaska,Kenai Peninsula,9
Alaska,Ketchikan Gateway,2
Alaska,Kodiak Island,5
Alaska,Matanuska-Susitna,20
Alaska,Nome,8
Alaska,North Slope,1
Alaska,Northwest Arctic,3
Alaska,Sitka,2
Alaska,Skagway-Hoonah-Angoon,3
Alaska,Southeast Fairbanks,4
Alaska,Valdez-Cordova,5
Alaska,Yukon-Koyukuk,9
Arizona,Apache,8
Arizona,Cochise,24
Arizona,Coconino,41
Arizona,Gila,16
Arizona,Graham,5
Arizona,Greenlee,5
Arizona,La Paz,7
Arizona,Maricopa,96
Arizona,Mohave,49
Arizona,Navajo,19
Arizona,Pima,31
Arizona,Pinal,49
Arizona,Santa Cruz,8
Arizona,Yavapai,45
Arizona,Yuma,12
Arkansas,Baxter,5
Arkansas,Benton,5
Arkansas,Boone,3
Arkansas,Bradley,2
Arkansas,Calhoun,2
Arkansas,Carroll,2
Arkansas,Cleburne,2
Arkansas,Conway,2
Arkansas,Craighead,4
Arkansas,Crawford,2
Arkansas,Crittenden,1
Arkansas,Cross,1
Arkansas,Desha,1
Arkansas,Faulkner,3
Arkansas,Franklin,5
Arkansas,Garland,11
Arkansas,Grant,4
Arkansas,Greene,2
Arkansas,Hot Spring,7
Arkansas,Howard,2
Arkansas,Independence,10
Arkansas,Izard,4
Arkansas,Jackson,1
Arkansas,Jefferson,1
Arkansas,Johnson,4
Arkansas,Lawrence,2
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,4
Arkansas,Lonoke,1
Arkansas,Marion,1
Arkansas,Montgomery,16
Arkansas,Ouachita,3
Arkansas,Perry,1
Arkansas,Pike,3
Arkansas,Poinsett,2
Arkansas,Polk,3
Arkansas,Pope,3
Arkansas,Pulaski,9
Arkansas,Randolph,1
Arkansas,Saline,10
