State,County,Number of Mines
Alabama,Autauga,2
Alabama,Baldwin,3
Alabama,Barbour,5
Alabama,Bibb,3
Alabama,Blount,3
Alabama,Calhoun,3
Alabama,Chilton,4
Alabama,Clarke,5
Alabama,Cleburne,1
Alabama,Coffee,1
Alabama,Colbert,4
Alabama,Conecuh,5
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Crenshaw,1
Alabama,Cullman,3
Alabama,Dale,2
Alabama,Dallas,7
Alabama,De Kalb,1
Alabama,Elmore,5
Alabama,Escambia,8
Alabama,Etowah,3
Alabama,Fayette,5
Alabama,Franklin,5
Alabama,Geneva,1
Alabama,Greene,1
Alabama,Hale,1
Alabama,Henry,1
Alabama,Houston,1
Alabama,Jackson,5
Alabama,Jefferson,25
Alabama,Lawrence,1
Alabama,Lee,1
Alabama,Lowndes,1
Alabama,Macon,4
Alabama,Madison,5
Alabama,Marengo,1
Alabama,Marion,8
Alabama,Marshall,4
Alabama,Mobile,10
Alabama,Monroe,4
Alabama,Montgomery,13
Alabama,Morgan,3
Alabama,Pickens,2
Alabama,Russell,4
Alabama,Shelby,15
Alabama,St Clair,5
Alabama,Sumter,2
Alabama,Talladega,7
Alabama,Tuscaloosa,16
Alabama,Walker,54
Alabama,Washington,1
Alabama,Winston,5
Alaska,2011,1
Alaska,2012,1
Alaska,2014,1
Alaska,Anchorage,8
Alaska,Bethel,1
Alaska,Fairbanks North Star,14
Alaska,Juneau,7
Alaska,Kenai Peninsula,2
Alaska,Ketchikan Gateway,2
Alaska,Matanuska-Susitna,13
Alaska,Nome,3
Alaska,Northwest Arctic,2
Alaska,Sitka,2
Alaska,Southeast Fairbanks,1
Alaska,Valdez-Cordova,1
Alaska,Yukon-Koyukuk,17
Arizona,Apache,5
Arizona,Cochise,19
Arizona,Coconino,16
Arizona,Gila,12
Arizona,Graham,5
Arizona,Greenlee,2
Arizona,La Paz,2
Arizona,Maricopa,64
Arizona,Mohave,23
Arizona,Navajo,14
Arizona,Pima,31
Arizona,Pinal,30
Arizona,Santa Cruz,5
Arizona,Yavapai,22
Arizona,Yuma,13
Arkansas,Ashley,1
Arkansas,Baxter,4
Arkansas,Benton,6
Arkansas,Boone,2
Arkansas,Bradley,1
Arkansas,Calhoun,4
Arkansas,Carroll,3
Arkansas,Clark,2
Arkansas,Cleburne,1
Arkansas,Craighead,3
Arkansas,Crawford,3
Arkansas,Crittenden,1
Arkansas,Cross,1
Arkansas,Desha,1
Arkansas,Faulkner,2
Arkansas,Franklin,3
Arkansas,Fulton,1
Arkansas,Garland,13
Arkansas,Grant,3
Arkansas,Greene,6
Arkansas,Hempstead,1
Arkansas,Hot Spring,5
Arkansas,Howard,3
Arkansas,Independence,7
Arkansas,Izard,5
Arkansas,Jackson,2
Arkansas,Jefferson,1
Arkansas,Johnson,5
Arkansas,Lawrence,2
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,3
Arkansas,Marion,4
Arkansas,Miller,1
Arkansas,Montgomery,11
Arkansas,Nevada,1
Arkansas,Ouachita,4
Arkansas,Perry,1
Arkansas,Pike,6
Arkansas,Poinsett,2
Arkansas,Polk,1
Arkansas,Pope,4
Arkansas,Pulaski,14
Arkansas,Saline,9
Arkansas,Scott,1
Arkansas,Sebastian,10
Arkansas,Sevier,3
Arkansas,Sharp,1
Arkansas,St Francis,1
Arkansas,Stone,2
Arkansas,Union,1
Arkansas,Van Buren,3
Arkansas,Washington,2
Arkansas,White,3
Arkansas,Yell,1
California,Alameda,9
California,Amador,11
California,Butte,7
California,Calaveras,10
California,Contra Costa,7
California,Del Norte,4
California,El Dorado,5
California,Fresno,9
California,Glenn,4
California,Humboldt,14
California,Imperial,22
California,Inyo,17
California,Kern,29
California,Lake,13
California,Lassen,2
California,Los Angeles,34
California,Madera,4
California,Marin,2
California,Mariposa,6
California,Mendocino,12
California,Merced,5
California,Modoc,2
California,Mono,5
California,Monterey,9
California,Napa,2
California,Nevada,8
California,Orange,7
California,Placer,7
California,Plumas,4
California,Riverside,37
California,Sacramento,11
California,San Benito,10
California,San Bernardino,55
California,San Diego,37
California,San Joaquin,10
California,San Luis Obispo,8
California,San Mateo,4
California,Santa Barbara,12
California,Santa Clara,6
California,Santa Cruz,7
California,Shasta,17
California,Sierra,3
California,Siskiyou,10
California,Solano,3
California,Sonoma,17
California,Stanislaus,5
California,Sutter,2
California,Tehama,5
California,Trinity,1
California,Tulare,8
California,Tuolumne,11
California,Ventura,13
California,Yolo,5
California,Yuba,7
Colorado,Adams,16
Colorado,Alamosa,8
Colorado,Arapahoe,5
Colorado,Archuleta,6
Colorado,Baca,3
Colorado,Bent,1
Colorado,Boulder,20
Colorado,Chaffee,6
Colorado,Cheyenne,1
Colorado,Clear Creek,3
Colorado,Conejos,1
Colorado,Costilla,2
Colorado,Delta,5
Colorado,Denver,3
Colorado,Dolores,1
Colorado,Douglas,6
Colorado,Eagle,4
Colorado,El Paso,12
Colorado,Fremont,18
Colorado,Garfield,13
Colorado,Grand,7
Colorado,Gunnison,7
Colorado,Hinsdale,1
Colorado,Huerfano,3
Colorado,Jackson,2
Colorado,Jefferson,16
Colorado,Kit Carson,4
Colorado,La Plata,12
Colorado,Lake,4
Colorado,Larimer,41
Colorado,Las Animas,6
Colorado,Lincoln,2
Colorado,Logan,3
Colorado,Mesa,12
Colorado,Moffat,6
Colorado,Montezuma,8
Colorado,Montrose,7
Colorado,Morgan,4
Colorado,Otero,2
Colorado,Ouray,5
Colorado,Park,4
Colorado,Phillips,2
Colorado,Pitkin,1
Colorado,Prowers,8
Colorado,Pueblo,13
Colorado,Rio Blanco,3
Colorado,Rio Grande,3
Colorado,Routt,6
Colorado,Saguache,1
Colorado,San Miguel,4
Colorado,Summit,4
Colorado,Teller,2
Colorado,Weld,19
Connecticut,Fairfield,6
Connecticut,Hartford,16
Connecticut,Litchfield,14
Connecticut,Middlesex,4
Connecticut,New Haven,17
Connecticut,New London,7
Connecticut,Tolland,6
Connecticut,Windham,12
Delaware,Kent,3
Delaware,New Castle,2
Delaware,Sussex,2
Florida,Alachua,3
Florida,Brevard,3
Florida,Broward,8
Florida,Calhoun,1
Florida,Charlotte,8
Florida,Citrus,7
Florida,Clay,3
Florida,Collier,6
Florida,Columbia,2
Florida,Dade,19
Florida,De Soto,3
Florida,Dixie,1
Florida,Escambia,6
Florida,Gadsden,7
Florida,Glades,4
Florida,Hamilton,2
Florida,Hardee,1
Florida,Hendry,1
Florida,Hernando,7
Florida,Hillsborough,11
Florida,Indian River,2
Florida,Jackson,4
Florida,Lafayette,1
Florida,Lake,9
Florida,Lee,5
Florida,Leon,1
Florida,Levy,4
Florida,Manatee,3
Florida,Marion,13
Florida,Martin,1
Florida,Monroe,3
Florida,Okaloosa,1
Florida,Okeechobee,4
Florida,Orange,3
Florida,Palm Beach,9
Florida,Pasco,3
Florida,Polk,25
Florida,Putnam,4
Florida,Santa Rosa,3
Florida,Sarasota,6
Florida,Seminole,2
Florida,St Lucie,6
Florida,Sumter,5
Florida,Suwannee,5
Florida,Taylor,3
Florida,Volusia,2
Florida,Walton,3
Florida,Washington,4
Georgia,Baldwin,2
Georgia,Banks,1
Georgia,Barrow,1
Georgia,Bartow,5
Georgia,Berrien,1
Georgia,Bibb,4
Georgia,Carroll,2
Georgia,Catoosa,1
Georgia,Chatham,1
Georgia,Cherokee,2
Georgia,Clarke,1
Georgia,Clay,1
Georgia,Clayton,1
Georgia,Cobb,1
Georgia,Columbia,2
Georgia,Cook,1
Georgia,Coweta,1
Georgia,Crawford,1
Georgia,De Kalb,6
Georgia,Decatur,5
Georgia,Dougherty,1
Georgia,Douglas,5
Georgia,Echols,1
Georgia,Effingham,4
Georgia,Elbert,14
Georgia,Evans,1
Georgia,Fayette,2
Georgia,Floyd,4
Georgia,Forsyth,3
Georgia,Fulton,9
Georgia,Gilmer,5
Georgia,Glascock,1
Georgia,Grady,1
Georgia,Greene,3
Georgia,Gwinnett,3
Georgia,Habersham,1
Georgia,Hall,3
Georgia,Hancock,1
Georgia,Harris,1
Georgia,Hart,2
Georgia,Heard,1
Georgia,Henry,1
Georgia,Houston,1
Georgia,Jackson,2
Georgia,Jasper,1
Georgia,Jefferson,4
Georgia,Jones,2
Georgia,Lee,2
Georgia,Long,2
Georgia,Macon,2
Georgia,Madison,2
Georgia,Marion,1
Georgia,McIntosh,1
Georgia,Monroe,3
Georgia,Montgomery,1
Georgia,Murray,1
Georgia,Muscogee,1
Georgia,Newton,2
Georgia,Oglethorpe,28
Georgia,Pickens,8
Georgia,Pike,1
Georgia,Polk,1
Georgia,Rabun,1
Georgia,Richmond,6
Georgia,Rockdale,1
Georgia,Spalding,1
Georgia,Stephens,1
Georgia,Sumter,2
Georgia,Talbot,2
Georgia,Taylor,2
Georgia,Thomas,3
Georgia,Towns,2
Georgia,Troup,1
Georgia,Twiggs,5
Georgia,Union,1
Georgia,Walker,2
Georgia,Warren,4
Georgia,Washington,8
Georgia,Whitfield,4
Georgia,Wilkes,3
Georgia,Wilkinson,11
Hawaii,Hawaii,16
Hawaii,Honolulu,12
Hawaii,Kauai,4
Hawaii,Maui,7
Idaho,Ada,26
Idaho,Adams,2
Idaho,Bannock,7
Idaho,Bear Lake,3
Idaho,Benewah,4
Idaho,Bingham,5
Idaho,Blaine,6
Idaho,Bonner,5
Idaho,Bonneville,13
Idaho,Boundary,2
Idaho,Butte,1
Idaho,Canyon,9
Idaho,Caribou,9
Idaho,Cassia,7
Idaho,Clark,1
Idaho,Custer,7
Idaho,Elmore,5
Idaho,Franklin,2
Idaho,Fremont,3
