State,County,Number of Mines
Alabama,Autauga,3
Alabama,Barbour,5
Alabama,Bibb,2
Alabama,Blount,6
Alabama,Calhoun,5
Alabama,Chilton,4
Alabama,Clarke,7
Alabama,Coffee,1
Alabama,Colbert,4
Alabama,Conecuh,4
Alabama,Coosa,1
Alabama,Cullman,1
Alabama,Dale,2
Alabama,Dallas,9
Alabama,De Kalb,4
Alabama,Elmore,7
Alabama,Escambia,8
Alabama,Etowah,2
Alabama,Fayette,5
Alabama,Franklin,4
Alabama,Geneva,1
Alabama,Greene,1
Alabama,Hale,3
Alabama,Henry,2
Alabama,Houston,1
Alabama,Jackson,4
Alabama,Jefferson,39
Alabama,Lawrence,1
Alabama,Lee,1
Alabama,Lowndes,3
Alabama,Macon,4
Alabama,Madison,6
Alabama,Marengo,2
Alabama,Marion,10
Alabama,Marshall,3
Alabama,Mobile,8
Alabama,Monroe,1
Alabama,Montgomery,13
Alabama,Morgan,4
Alabama,Pickens,1
Alabama,Russell,5
Alabama,Shelby,17
Alabama,St Clair,6
Alabama,Sumter,3
Alabama,Talladega,7
Alabama,Tuscaloosa,28
Alabama,Walker,33
Alabama,Washington,2
Alabama,Winston,6
Alaska,2001,1
Alaska,2002,2
Alaska,2005,24
Alaska,2006,14
Alaska,2007,2
Alaska,2009,1
Alaska,2010,1
Alaska,2011,1
Alaska,2012,13
Alaska,2014,38
Alaska,Aleutians East,19
Arizona,Apache,4
Arizona,Cochise,21
Arizona,Coconino,27
Arizona,Gila,13
Arizona,Graham,5
Arizona,Greenlee,2
Arizona,La Paz,8
Arizona,Maricopa,81
Arizona,Mohave,37
Arizona,Navajo,18
Arizona,Pima,32
Arizona,Pinal,46
Arizona,Santa Cruz,6
Arizona,Yavapai,45
Arizona,Yuma,10
Arkansas,Ashley,1
Arkansas,Baxter,5
Arkansas,Benton,2
Arkansas,Boone,2
Arkansas,Bradley,2
Arkansas,Calhoun,4
Arkansas,Carroll,1
Arkansas,Clark,2
Arkansas,Clay,2
Arkansas,Cleburne,2
Arkansas,Craighead,5
Arkansas,Crawford,2
Arkansas,Crittenden,1
Arkansas,Cross,1
Arkansas,Dallas,1
Arkansas,Desha,1
Arkansas,Faulkner,2
Arkansas,Franklin,3
Arkansas,Fulton,1
Arkansas,Garland,15
Arkansas,Grant,2
Arkansas,Greene,6
Arkansas,Hempstead,1
Arkansas,Hot Spring,7
Arkansas,Howard,3
Arkansas,Independence,7
Arkansas,Izard,3
Arkansas,Jackson,1
Arkansas,Jefferson,1
Arkansas,Johnson,4
Arkansas,Lawrence,3
Arkansas,Little River,3
Arkansas,Logan,5
Arkansas,Marion,3
Arkansas,Miller,2
Arkansas,Montgomery,7
Arkansas,Nevada,1
Arkansas,Ouachita,4
Arkansas,Perry,1
Arkansas,Pike,5
Arkansas,Poinsett,3
Arkansas,Pope,4
Arkansas,Pulaski,15
Arkansas,Saline,12
Arkansas,Searcy,1
Arkansas,Sebastian,11
Arkansas,Sevier,2
Arkansas,Sharp,1
Arkansas,St Francis,2
Arkansas,Stone,3
Arkansas,Van Buren,2
Arkansas,Washington,3
Arkansas,White,2
Arkansas,Yell,2
California,Alameda,10
California,Alpine,1
California,Amador,7
California,Butte,6
California,Calaveras,9
California,Contra Costa,8
California,Del Norte,4
California,El Dorado,7
California,Fresno,9
California,Glenn,3
California,Humboldt,14
California,Imperial,17
California,Inyo,26
California,Kern,46
California,Kings,1
California,Lake,10
California,Lassen,4
California,Los Angeles,32
California,Madera,2
California,Marin,1
California,Mariposa,6
California,Mendocino,6
California,Merced,5
California,Modoc,2
California,Mono,3
California,Monterey,11
California,Napa,3
California,Nevada,7
California,Orange,12
California,Placer,8
California,Plumas,6
California,Riverside,49
California,Sacramento,10
California,San Benito,13
California,San Bernardino,66
California,San Diego,46
California,San Joaquin,8
California,San Luis Obispo,11
California,San Mateo,3
California,Santa Barbara,13
California,Santa Clara,8
California,Santa Cruz,8
California,Shasta,21
California,Sierra,10
California,Siskiyou,8
California,Solano,1
California,Sonoma,23
California,Stanislaus,5
California,Sutter,2
California,Tehama,4
California,Trinity,5
California,Tulare,2
California,Tuolumne,10
California,Ventura,13
California,Yolo,4
California,Yuba,13
Colorado,Adams,18
Colorado,Alamosa,6
Colorado,Arapahoe,8
Colorado,Archuleta,2
Colorado,Baca,1
Colorado,Bent,2
Colorado,Boulder,24
Colorado,Chaffee,5
Colorado,Clear Creek,8
Colorado,Conejos,2
Colorado,Costilla,3
Colorado,Crowley,2
Colorado,Custer,2
Colorado,Delta,8
Colorado,Denver,1
Colorado,Dolores,2
Colorado,Douglas,12
Colorado,Eagle,3
Colorado,El Paso,19
Colorado,Elbert,3
Colorado,Fremont,19
Colorado,Garfield,16
Colorado,Gilpin,5
Colorado,Grand,6
Colorado,Gunnison,9
Colorado,Huerfano,3
Colorado,Jackson,5
Colorado,Jefferson,21
Colorado,La Plata,14
Colorado,Lake,13
Colorado,Larimer,53
Colorado,Las Animas,8
Colorado,Logan,6
Colorado,Mesa,15
Colorado,Mineral,3
Colorado,Moffat,6
Colorado,Montezuma,10
Colorado,Montrose,21
Colorado,Morgan,5
Colorado,Otero,5
Colorado,Ouray,4
Colorado,Park,3
Colorado,Pitkin,2
Colorado,Prowers,5
Colorado,Pueblo,18
Colorado,Rio Blanco,3
Colorado,Rio Grande,3
Colorado,Routt,11
Colorado,Saguache,5
Colorado,San Juan,5
Colorado,San Miguel,5
Colorado,Sedgwick,1
Colorado,Summit,5
Colorado,Teller,11
Colorado,Weld,27
Connecticut,Fairfield,9
Connecticut,Hartford,18
Connecticut,Litchfield,13
Connecticut,Middlesex,8
Connecticut,New Haven,15
Connecticut,New London,11
Connecticut,Tolland,8
Connecticut,Windham,11
Delaware,Kent,3
Delaware,New Castle,2
Delaware,Sussex,1
Florida,Alachua,4
Florida,Bay,3
Florida,Brevard,4
Florida,Broward,22
Florida,Calhoun,1
Florida,Charlotte,4
Florida,Citrus,8
Florida,Clay,4
Florida,Collier,9
Florida,Columbia,2
Florida,Dade,25
Florida,De Soto,4
Florida,Duval,1
Florida,Escambia,5
Florida,Gadsden,5
Florida,Glades,3
Florida,Hamilton,2
Florida,Hardee,1
Florida,Hendry,1
Florida,Hernando,7
Florida,Hillsborough,6
Florida,Indian River,1
Florida,Jackson,4
Florida,Lake,9
Florida,Lee,5
Florida,Leon,2
Florida,Levy,3
Florida,Manatee,2
Florida,Marion,12
Florida,Martin,1
Florida,Monroe,7
Florida,Okaloosa,3
Florida,Orange,2
Florida,Palm Beach,11
Florida,Pasco,3
Florida,Polk,28
Florida,Putnam,4
Florida,Santa Rosa,2
Florida,Sarasota,7
Florida,St Lucie,11
Florida,Sumter,5
Florida,Suwannee,5
Florida,Taylor,3
Florida,Walton,2
Florida,Washington,1
Georgia,Baldwin,1
Georgia,Banks,1
Georgia,Barrow,2
Georgia,Bartow,6
Georgia,Berrien,1
Georgia,Bibb,5
Georgia,Carroll,2
Georgia,Cherokee,2
Georgia,Clarke,1
Georgia,Clayton,1
Georgia,Cobb,2
Georgia,Columbia,1
Georgia,Cook,1
Georgia,Coweta,1
Georgia,Crawford,1
Georgia,De Kalb,9
Georgia,Decatur,4
Georgia,Dougherty,1
Georgia,Douglas,6
Georgia,Echols,1
Georgia,Effingham,3
Georgia,Elbert,16
Georgia,Evans,1
Georgia,Fannin,3
Georgia,Fayette,2
Georgia,Floyd,4
Georgia,Forsyth,3
Georgia,Franklin,1
Georgia,Fulton,10
Georgia,Gilmer,5
Georgia,Glascock,1
Georgia,Gordon,1
Georgia,Greene,3
Georgia,Gwinnett,3
Georgia,Habersham,1
Georgia,Hall,3
Georgia,Hancock,1
Georgia,Harris,1
Georgia,Hart,1
Georgia,Henry,1
Georgia,Houston,1
Georgia,Jackson,1
Georgia,Jasper,1
Georgia,Jefferson,3
Georgia,Jones,2
Georgia,Lee,2
Georgia,Long,2
Georgia,Lumpkin,1
Georgia,Macon,2
Georgia,Madison,3
Georgia,Marion,1
Georgia,McIntosh,1
Georgia,Monroe,3
Georgia,Montgomery,1
Georgia,Murray,6
Georgia,Muscogee,4
Georgia,Newton,2
Georgia,Oconee,1
Georgia,Oglethorpe,23
Georgia,Paulding,1
Georgia,Pickens,9
Georgia,Polk,1
Georgia,Rabun,1
Georgia,Richmond,5
Georgia,Rockdale,2
Georgia,Spalding,1
Georgia,Stephens,1
Georgia,Sumter,3
Georgia,Talbot,3
Georgia,Taylor,2
Georgia,Thomas,4
Georgia,Towns,1
Georgia,Troup,1
Georgia,Twiggs,6
Georgia,Union,1
Georgia,Walker,2
Georgia,Walton,1
Georgia,Warren,4
Georgia,Washington,11
Georgia,Whitfield,5
Georgia,Wilkes,5
Georgia,Wilkinson,11
Hawaii,Hawaii,10
Hawaii,Honolulu,8
Hawaii,Kauai,4
Hawaii,Maui,5
Idaho,Ada,30
Idaho,Bannock,6
Idaho,Bear Lake,3
Idaho,Benewah,7
Idaho,Bingham,8
Idaho,Blaine,8
Idaho,Bonner,9
Idaho,Bonneville,8
Idaho,Boundary,3
Idaho,Butte,1
Idaho,Camas,2
Idaho,Canyon,10
Idaho,Caribou,13
Idaho,Cassia,9
Idaho,Clark,3
Idaho,Custer,10
Idaho,Elmore,10
Idaho,Franklin,2
Idaho,Fremont,1
Idaho,Gem,3
Idaho,Idaho,12
Idaho,Jefferson,2
