State,County,Number of Mines
Alabama,Autauga,1
Alabama,Barbour,4
Alabama,Bibb,2
Alabama,Blount,7
Alabama,Calhoun,5
Alabama,Chilton,3
Alabama,Clarke,8
Alabama,Coffee,1
Alabama,Colbert,4
Alabama,Conecuh,5
Alabama,Coosa,2
Alabama,Cullman,1
Alabama,Dale,2
Alabama,Dallas,9
Alabama,De Kalb,1
Alabama,Elmore,6
Alabama,Escambia,9
Alabama,Etowah,2
Alabama,Fayette,6
Alabama,Franklin,5
Alabama,Geneva,1
Alabama,Greene,1
Alabama,Hale,2
Alabama,Henry,2
Alabama,Houston,1
Alabama,Jackson,4
Alabama,Jefferson,37
Alabama,Lawrence,1
Alabama,Lee,1
Alabama,Lowndes,2
Alabama,Macon,4
Alabama,Madison,9
Alabama,Marengo,1
Alabama,Marion,11
Alabama,Marshall,4
Alabama,Mobile,10
Alabama,Monroe,3
Alabama,Montgomery,13
Alabama,Morgan,3
Alabama,Pickens,2
Alabama,Russell,5
Alabama,Shelby,16
Alabama,St Clair,6
Alabama,Sumter,2
Alabama,Talladega,6
Alabama,Tuscaloosa,26
Alabama,Walker,36
Alabama,Washington,2
Alabama,Winston,6
Alaska,2001,1
Alaska,2002,3
Alaska,2005,22
Alaska,2006,11
Alaska,2007,2
Alaska,2009,2
Alaska,2011,1
Alaska,2012,13
Alaska,2014,40
Alaska,Aleutians East,13
Arizona,Apache,7
Arizona,Cochise,21
Arizona,Coconino,26
Arizona,Gila,15
Arizona,Graham,3
Arizona,Greenlee,3
Arizona,La Paz,8
Arizona,Maricopa,75
Arizona,Mohave,37
Arizona,Navajo,16
Arizona,Pima,30
Arizona,Pinal,41
Arizona,Santa Cruz,5
Arizona,Yavapai,38
Arizona,Yuma,11
Arkansas,Ashley,1
Arkansas,Baxter,5
Arkansas,Benton,3
Arkansas,Boone,3
Arkansas,Bradley,2
Arkansas,Calhoun,4
Arkansas,Carroll,2
Arkansas,Clark,2
Arkansas,Clay,1
Arkansas,Cleburne,1
Arkansas,Conway,1
Arkansas,Craighead,4
Arkansas,Crawford,2
Arkansas,Crittenden,1
Arkansas,Cross,1
Arkansas,Dallas,2
Arkansas,Desha,1
Arkansas,Faulkner,2
Arkansas,Franklin,3
Arkansas,Fulton,2
Arkansas,Garland,14
Arkansas,Grant,3
Arkansas,Greene,5
Arkansas,Hempstead,1
Arkansas,Hot Spring,6
Arkansas,Howard,3
Arkansas,Independence,8
Arkansas,Izard,3
Arkansas,Jackson,1
Arkansas,Jefferson,1
Arkansas,Johnson,5
Arkansas,Lawrence,3
Arkansas,Little River,3
Arkansas,Logan,6
Arkansas,Marion,3
Arkansas,Miller,1
Arkansas,Montgomery,13
Arkansas,Nevada,1
Arkansas,Ouachita,4
Arkansas,Perry,3
Arkansas,Pike,5
Arkansas,Poinsett,2
Arkansas,Polk,1
Arkansas,Pope,5
Arkansas,Pulaski,15
Arkansas,Saline,10
Arkansas,Searcy,1
Arkansas,Sebastian,13
Arkansas,Sevier,3
Arkansas,Sharp,1
Arkansas,St Francis,2
Arkansas,Stone,3
Arkansas,Washington,3
Arkansas,White,2
Arkansas,Yell,2
California,Alameda,9
California,Alpine,1
California,Amador,10
California,Butte,5
California,Calaveras,7
California,Contra Costa,9
California,Del Norte,3
California,El Dorado,7
California,Fresno,9
California,Glenn,3
California,Humboldt,11
California,Imperial,14
California,Inyo,31
California,Kern,40
California,Kings,1
California,Lake,11
California,Lassen,4
California,Los Angeles,39
California,Madera,2
California,Marin,1
California,Mariposa,6
California,Mendocino,12
California,Merced,5
California,Modoc,2
California,Mono,3
California,Monterey,12
California,Napa,2
California,Nevada,10
California,Orange,14
California,Placer,6
California,Plumas,6
California,Riverside,53
California,Sacramento,11
California,San Benito,11
California,San Bernardino,60
California,San Diego,54
California,San Joaquin,8
California,San Luis Obispo,13
California,San Mateo,3
California,Santa Barbara,13
California,Santa Clara,9
California,Santa Cruz,9
California,Shasta,14
California,Sierra,6
California,Siskiyou,12
California,Solano,2
California,Sonoma,25
California,Stanislaus,6
California,Sutter,2
California,Tehama,6
California,Trinity,5
California,Tulare,2
California,Tuolumne,9
California,Ventura,16
California,Yolo,7
California,Yuba,12
Colorado,Adams,19
Colorado,Alamosa,9
Colorado,Arapahoe,6
Colorado,Archuleta,1
Colorado,Baca,1
Colorado,Bent,1
Colorado,Boulder,22
Colorado,Chaffee,4
Colorado,Clear Creek,8
Colorado,Conejos,2
Colorado,Costilla,3
Colorado,Custer,1
Colorado,Delta,6
Colorado,Denver,2
Colorado,Dolores,1
Colorado,Douglas,11
Colorado,Eagle,3
Colorado,El Paso,18
Colorado,Elbert,3
Colorado,Fremont,21
Colorado,Garfield,16
Colorado,Gilpin,2
Colorado,Grand,6
Colorado,Gunnison,10
Colorado,Huerfano,3
Colorado,Jackson,4
Colorado,Jefferson,22
Colorado,La Plata,14
Colorado,Lake,10
Colorado,Larimer,45
Colorado,Las Animas,7
Colorado,Logan,5
Colorado,Mesa,15
Colorado,Mineral,2
Colorado,Moffat,7
Colorado,Montezuma,10
Colorado,Montrose,20
Colorado,Morgan,5
Colorado,Otero,4
Colorado,Ouray,5
Colorado,Park,5
Colorado,Phillips,1
Colorado,Pitkin,2
Colorado,Prowers,5
Colorado,Pueblo,14
Colorado,Rio Blanco,3
Colorado,Rio Grande,2
Colorado,Routt,10
Colorado,Saguache,3
Colorado,San Juan,5
Colorado,San Miguel,8
Colorado,Sedgwick,1
Colorado,Summit,5
Colorado,Teller,9
Colorado,Weld,24
Connecticut,Fairfield,9
Connecticut,Hartford,18
Connecticut,Litchfield,14
Connecticut,Middlesex,9
Connecticut,New Haven,22
Connecticut,New London,12
Connecticut,Tolland,10
Connecticut,Windham,14
Delaware,Kent,3
Delaware,New Castle,2
Delaware,Sussex,1
Florida,Alachua,4
Florida,Bay,3
Florida,Brevard,4
Florida,Broward,16
Florida,Calhoun,1
Florida,Charlotte,5
Florida,Citrus,8
Florida,Clay,4
Florida,Collier,8
Florida,Columbia,2
Florida,Dade,25
Florida,De Soto,4
Florida,Duval,1
Florida,Escambia,5
Florida,Gadsden,6
Florida,Glades,3
Florida,Hamilton,2
Florida,Hardee,1
Florida,Hendry,1
Florida,Hernando,7
Florida,Hillsborough,8
Florida,Indian River,5
Florida,Jackson,4
Florida,Lake,9
Florida,Lee,5
Florida,Leon,2
Florida,Levy,3
Florida,Manatee,3
Florida,Marion,13
Florida,Monroe,7
Florida,Okaloosa,2
Florida,Orange,4
Florida,Palm Beach,11
Florida,Pasco,3
Florida,Polk,29
Florida,Putnam,4
Florida,Santa Rosa,2
Florida,Sarasota,6
Florida,St Lucie,7
Florida,Sumter,5
Florida,Suwannee,6
Florida,Taylor,3
Florida,Walton,2
Florida,Washington,1
Georgia,Baldwin,1
Georgia,Banks,1
Georgia,Barrow,1
Georgia,Bartow,6
Georgia,Berrien,1
Georgia,Bibb,4
Georgia,Brantley,2
Georgia,Carroll,2
Georgia,Catoosa,1
Georgia,Cherokee,2
Georgia,Clarke,1
Georgia,Clayton,1
Georgia,Cobb,2
Georgia,Columbia,1
Georgia,Cook,1
Georgia,Coweta,1
Georgia,Crawford,1
Georgia,De Kalb,8
Georgia,Decatur,4
Georgia,Dougherty,1
Georgia,Douglas,4
Georgia,Echols,1
Georgia,Effingham,3
Georgia,Elbert,14
Georgia,Evans,1
Georgia,Fannin,3
Georgia,Fayette,2
Georgia,Floyd,4
Georgia,Forsyth,4
Georgia,Franklin,1
Georgia,Fulton,9
Georgia,Gilmer,6
Georgia,Glascock,1
Georgia,Gordon,1
Georgia,Greene,3
Georgia,Gwinnett,3
Georgia,Habersham,1
Georgia,Hall,3
Georgia,Hancock,1
Georgia,Harris,1
Georgia,Hart,2
