State,County,Number of Mines
Alabama,Autauga,3
Alabama,Baldwin,1
Alabama,Barbour,6
Alabama,Bibb,3
Alabama,Blount,9
Alabama,Calhoun,8
Alabama,Cherokee,1
Alabama,Chilton,2
Alabama,Clarke,5
Alabama,Cleburne,1
Alabama,Coffee,1
Alabama,Colbert,4
Alabama,Conecuh,4
Alabama,Coosa,1
Alabama,Cullman,7
Alabama,Dale,2
Alabama,Dallas,5
Alabama,De Kalb,3
Alabama,Elmore,6
Alabama,Escambia,5
Alabama,Etowah,3
Alabama,Fayette,9
Alabama,Franklin,8
Alabama,Geneva,1
Alabama,Greene,1
Alabama,Hale,2
Alabama,Henry,5
Alabama,Jackson,7
Alabama,Jefferson,49
Alabama,Lawrence,3
Alabama,Lee,3
Alabama,Limestone,1
Alabama,Macon,4
Alabama,Madison,6
Alabama,Marengo,2
Alabama,Marion,10
Alabama,Marshall,4
Alabama,Mobile,7
Alabama,Monroe,8
Alabama,Montgomery,10
Alabama,Morgan,3
Alabama,Pickens,1
Alabama,Randolph,1
Alabama,Russell,6
Alabama,Shelby,22
Alabama,St Clair,6
Alabama,Sumter,4
Alabama,Talladega,8
Alabama,Tuscaloosa,25
Alabama,Walker,37
Alabama,Washington,2
Alabama,Winston,5
Alaska,2001,1
Alaska,2005,20
Alaska,2006,3
Alaska,2007,4
Alaska,2009,3
Alaska,2011,1
Alaska,2012,9
Alaska,2014,27
Alaska,Aleutians East,18
Arizona,Apache,6
Arizona,Cochise,19
Arizona,Coconino,12
Arizona,Gila,19
Arizona,Graham,5
Arizona,Greenlee,6
Arizona,La Paz,4
Arizona,Maricopa,58
Arizona,Mohave,25
Arizona,Navajo,15
Arizona,Pima,40
Arizona,Pinal,33
Arizona,Santa Cruz,6
Arizona,Yavapai,35
Arizona,Yuma,13
Arkansas,Baxter,4
Arkansas,Benton,1
Arkansas,Boone,1
Arkansas,Bradley,1
Arkansas,Calhoun,4
Arkansas,Carroll,2
Arkansas,Clark,3
Arkansas,Clay,3
Arkansas,Cleburne,1
Arkansas,Craighead,4
Arkansas,Crawford,5
Arkansas,Crittenden,2
Arkansas,Cross,1
Arkansas,Faulkner,2
Arkansas,Franklin,4
Arkansas,Fulton,1
Arkansas,Garland,17
Arkansas,Grant,1
Arkansas,Greene,7
Arkansas,Hempstead,1
Arkansas,Hot Spring,10
Arkansas,Howard,2
Arkansas,Independence,8
Arkansas,Izard,2
Arkansas,Jackson,1
Arkansas,Jefferson,2
Arkansas,Johnson,6
Arkansas,Lawrence,2
Arkansas,Lincoln,1
Arkansas,Little River,4
Arkansas,Logan,6
Arkansas,Lonoke,1
Arkansas,Marion,2
Arkansas,Miller,2
Arkansas,Montgomery,5
Arkansas,Nevada,1
Arkansas,Newton,1
Arkansas,Ouachita,3
Arkansas,Perry,2
Arkansas,Pike,3
