State,County,Number of Mines
Alabama,Autauga,4
Alabama,Baldwin,6
Alabama,Barbour,2
Alabama,Bibb,6
Alabama,Blount,6
Alabama,Calhoun,2
Alabama,Cherokee,3
Alabama,Chilton,2
Alabama,Clarke,6
Alabama,Colbert,5
Alabama,Conecuh,1
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Cullman,4
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,2
Alabama,Elmore,4
Alabama,Escambia,10
Alabama,Etowah,3
Alabama,Fayette,4
Alabama,Franklin,6
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Henry,1
Alabama,Jackson,7
Alabama,Jefferson,29
Alabama,Lawrence,2
Alabama,Lee,3
Alabama,Limestone,1
Alabama,Lowndes,3
Alabama,Macon,3
Alabama,Madison,2
Alabama,Marengo,1
Alabama,Marion,6
Alabama,Marshall,2
Alabama,Mobile,8
Alabama,Monroe,7
Alabama,Montgomery,8
Alabama,Morgan,5
Alabama,Pickens,2
Alabama,Randolph,2
Alabama,Russell,4
Alabama,Shelby,20
Alabama,St Clair,6
Alabama,Sumter,1
Alabama,Talladega,7
Alabama,Tuscaloosa,18
Alabama,Walker,22
Alabama,Washington,1
Alabama,Winston,4
Alaska,Aleutians East,1
Alaska,Aleutians West,1
Alaska,Anchorage,18
Alaska,Bethel,2
Alaska,Denali,3
Alaska,Dillingham,2
Alaska,Fairbanks North Star,32
Alaska,Juneau,11
Alaska,Kenai Peninsula,9
Alaska,Ketchikan Gateway,2
Alaska,Kodiak Island,3
Alaska,Matanuska-Susitna,21
Alaska,Nome,8
Alaska,Northwest Arctic,4
Alaska,Sitka,2
Alaska,Skagway-Hoonah-Angoon,4
Alaska,Southeast Fairbanks,4
Alaska,Valdez-Cordova,3
Alaska,Yukon-Koyukuk,9
Arizona,Apache,8
Arizona,Cochise,27
Arizona,Coconino,45
Arizona,Gila,15
Arizona,Graham,6
Arizona,Greenlee,5
Arizona,La Paz,7
Arizona,Maricopa,92
Arizona,Mohave,52
Arizona,Navajo,20
Arizona,Pima,32
Arizona,Pinal,46
Arizona,Santa Cruz,9
Arizona,Yavapai,43
Arizona,Yuma,10
Arkansas,Arkansas,1
Arkansas,Baxter,6
Arkansas,Benton,6
Arkansas,Boone,3
Arkansas,Bradley,2
Arkansas,Calhoun,1
Arkansas,Carroll,3
Arkansas,Cleburne,2
Arkansas,Conway,3
Arkansas,Craighead,4
Arkansas,Crawford,2
Arkansas,Crittenden,1
Arkansas,Cross,1
Arkansas,Desha,1
Arkansas,Faulkner,2
Arkansas,Franklin,6
Arkansas,Fulton,1
Arkansas,Garland,11
Arkansas,Grant,6
Arkansas,Greene,2
Arkansas,Hot Spring,6
Arkansas,Howard,2
Arkansas,Independence,10
Arkansas,Izard,3
Arkansas,Jackson,1
Arkansas,Jefferson,1
Arkansas,Johnson,4
Arkansas,Lawrence,3
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,5
Arkansas,Lonoke,1
Arkansas,Marion,1
Arkansas,Montgomery,19
Arkansas,Ouachita,3
Arkansas,Perry,1
Arkansas,Pike,3
Arkansas,Poinsett,2
Arkansas,Polk,3
Arkansas,Pope,3
Arkansas,Pulaski,11
Arkansas,Randolph,1
Arkansas,Saline,11
Arkansas,Searcy,1
Arkansas,Sebastian,8
Arkansas,Sevier,3
Arkansas,Sharp,1
Arkansas,Stone,5
Arkansas,Van Buren,2
Arkansas,Washington,8
Arkansas,White,4
California,Alameda,7
California,Alpine,1
California,Amador,11
California,Butte,8
California,Calaveras,7
California,Colusa,2
California,Contra Costa,8
California,Del Norte,2
California,El Dorado,7
California,Fresno,7
California,Glenn,5
California,Humboldt,20
California,Imperial,11
California,Inyo,17
California,Kern,27
California,Kings,1
California,Lake,9
California,Lassen,9
California,Los Angeles,26
California,Madera,2
California,Marin,2
California,Mariposa,5
California,Mendocino,12
California,Merced,10
California,Modoc,7
California,Mono,6
California,Monterey,11
California,Napa,3
California,Nevada,5
California,Orange,6
California,Placer,9
California,Plumas,7
California,Riverside,59
California,Sacramento,8
California,San Benito,9
California,San Bernardino,69
California,San Diego,24
California,San Francisco,2
California,San Joaquin,10
California,San Luis Obispo,9
California,San Mateo,4
California,Santa Barbara,12
California,Santa Clara,7
California,Santa Cruz,6
California,Shasta,19
California,Sierra,3
California,Siskiyou,11
California,Solano,2
California,Sonoma,11
California,Stanislaus,7
California,Sutter,2
California,Tehama,9
California,Trinity,4
California,Tulare,8
California,Tuolumne,5
California,Ventura,12
California,Yolo,7
California,Yuba,11
Colorado,Adams,15
Colorado,Alamosa,7
Colorado,Arapahoe,2
Colorado,Archuleta,7
Colorado,Baca,3
Colorado,Boulder,10
Colorado,Chaffee,7
Colorado,Clear Creek,3
Colorado,Conejos,4
Colorado,Crowley,1
Colorado,Custer,1
Colorado,Delta,6
Colorado,Denver,2
Colorado,Dolores,2
Colorado,Douglas,3
Colorado,Eagle,3
Colorado,El Paso,11
Colorado,Elbert,1
Colorado,Fremont,23
Colorado,Garfield,10
Colorado,Gilpin,1
Colorado,Grand,7
Colorado,Gunnison,5
Colorado,Hinsdale,1
Colorado,Huerfano,2
Colorado,Jackson,2
Colorado,Jefferson,14
Colorado,La Plata,12
Colorado,Lake,3
Colorado,Larimer,40
Colorado,Las Animas,6
Colorado,Logan,2
Colorado,Mesa,29
Colorado,Moffat,8
Colorado,Montezuma,12
Colorado,Montrose,15
Colorado,Morgan,4
Colorado,Otero,2
Colorado,Park,5
Colorado,Phillips,1
Colorado,Prowers,9
Colorado,Pueblo,12
Colorado,Rio Blanco,7
Colorado,Rio Grande,3
Colorado,Routt,7
Colorado,Saguache,2
Colorado,San Miguel,3
Colorado,Sedgwick,1
Colorado,Summit,5
Colorado,Teller,7
Colorado,Weld,26
Connecticut,Fairfield,11
Connecticut,Hartford,19
Connecticut,Litchfield,17
Connecticut,Middlesex,4
Connecticut,New Haven,16
Connecticut,New London,15
Connecticut,Tolland,12
Connecticut,Windham,21
Delaware,Kent,3
Delaware,New Castle,2
Delaware,Sussex,5
Florida,Alachua,5
Florida,Bay,2
Florida,Brevard,4
Florida,Broward,1
Florida,Calhoun,1
Florida,Charlotte,9
Florida,Citrus,6
Florida,Clay,3
Florida,Collier,7
Florida,Dade,17
Florida,De Soto,1
Florida,Dixie,1
Florida,Duval,1
Florida,Escambia,4
Florida,Gadsden,4
Florida,Gilchrist,1
Florida,Glades,4
Florida,Hamilton,2
Florida,Hardee,1
Florida,Hendry,1
Florida,Hernando,7
Florida,Hillsborough,4
Florida,Jackson,3
Florida,Jefferson,1
Florida,Lafayette,2
Florida,Lake,6
Florida,Lee,7
Florida,Leon,1
Florida,Levy,3
Florida,Liberty,1
Florida,Manatee,3
Florida,Marion,15
Florida,Monroe,3
Florida,Okaloosa,2
Florida,Okeechobee,3
Florida,Orange,2
Florida,Palm Beach,6
Florida,Pasco,2
Florida,Polk,22
Florida,Putnam,3
Florida,Santa Rosa,5
Florida,Sarasota,3
Florida,St Lucie,4
Florida,Sumter,7
Florida,Suwannee,7
Florida,Taylor,4
Florida,Volusia,1
Florida,Walton,5
Florida,Washington,2
Georgia,Appling,1
Georgia,Baldwin,2
Georgia,Barrow,1
Georgia,Bartow,4
Georgia,Berrien,1
Georgia,Bibb,2
Georgia,Brantley,1
Georgia,Calhoun,1
Georgia,Carroll,1
Georgia,Catoosa,1
Georgia,Chatham,1
Georgia,Cherokee,3
Georgia,Clarke,1
Georgia,Clayton,3
Georgia,Cobb,1
Georgia,Columbia,2
Georgia,Cook,2
Georgia,Coweta,1
Georgia,Crawford,1
Georgia,De Kalb,5
Georgia,Decatur,4
Georgia,Dougherty,1
Georgia,Douglas,4
Georgia,Echols,1
Georgia,Effingham,3
Georgia,Elbert,17
Georgia,Evans,1
Georgia,Fayette,2
Georgia,Floyd,3
Georgia,Forsyth,3
Georgia,Fulton,7
Georgia,Gilmer,3
Georgia,Glascock,1
Georgia,Gordon,2
Georgia,Greene,3
Georgia,Gwinnett,3
Georgia,Habersham,1
Georgia,Hall,2
Georgia,Hancock,1
Georgia,Harris,1
Georgia,Hart,1
Georgia,Heard,1
Georgia,Henry,1
Georgia,Houston,2
Georgia,Jackson,4
Georgia,Jasper,1
Georgia,Jefferson,4
Georgia,Jones,2
Georgia,Lanier,1
Georgia,Lee,1
Georgia,Long,2
Georgia,Lumpkin,1
Georgia,Macon,3
Georgia,Madison,1
Georgia,Marion,1
Georgia,Monroe,2
Georgia,Montgomery,1
Georgia,Morgan,1
Georgia,Murray,2
Georgia,Muscogee,2
Georgia,Newton,2
Georgia,Oconee,1
Georgia,Oglethorpe,20
Georgia,Paulding,4
Georgia,Pickens,10
Georgia,Polk,2
Georgia,Rabun,1
Georgia,Richmond,4
Georgia,Rockdale,1
Georgia,Spalding,1
Georgia,Stephens,1
Georgia,Sumter,2
Georgia,Talbot,3
Georgia,Taylor,2
Georgia,Thomas,2
Georgia,Toombs,1
Georgia,Towns,2
Georgia,Troup,1
Georgia,Twiggs,5
Georgia,Union,1
Georgia,Walker,1
Georgia,Warren,3
Georgia,Washington,11
Georgia,White,1
Georgia,Whitfield,3
Georgia,Wilkes,2
Georgia,Wilkinson,11
Hawaii,Hawaii,33
Hawaii,Honolulu,6
Hawaii,Kauai,6
Hawaii,Maui,12
Idaho,Ada,22
Idaho,Adams,1
Idaho,Bannock,1
Idaho,Bear Lake,4
Idaho,Benewah,3
Idaho,Bingham,5
Idaho,Blaine,5
Idaho,Boise,3
Idaho,Bonner,10
Idaho,Bonneville,9
Idaho,Boundary,2
Idaho,Butte,1
Idaho,Canyon,15
Idaho,Caribou,10
Idaho,Cassia,10
Idaho,Clark,1
Idaho,Clearwater,1
Idaho,Custer,4
Idaho,Elmore,5
Idaho,Franklin,4
Idaho,Fremont,3
Idaho,Gem,4
Idaho,Gooding,1
Idaho,Idaho,9
Idaho,Jefferson,3
Idaho,Kootenai,11
Idaho,Latah,2
Idaho,Lemhi,3
Idaho,Madison,6
Idaho,Minidoka,8
Idaho,Nez Perce,8
Idaho,Oneida,3
Idaho,Owyhee,1
Idaho,Payette,4
Idaho,Power,2
Idaho,Shoshone,8
Idaho,Teton,4
Idaho,Twin Falls,10
Idaho,Valley,8
Idaho,Washington,3
Illinois,Adams,3
Illinois,Alexander,3
Illinois,Bond,2
Illinois,Boone,8
Illinois,Bureau,1
Illinois,Carroll,5
Illinois,Champaign,5
Illinois,Christian,1
Illinois,Clark,5
Illinois,Coles,2
Illinois,Cook,10
Illinois,Crawford,1
Illinois,Cumberland,2
Illinois,De Kalb,3
Illinois,Douglas,1
Illinois,Du Page,1
Illinois,Fayette,2
Illinois,Ford,1
Illinois,Franklin,1
Illinois,Fulton,3
Illinois,Gallatin,3
Illinois,Greene,1
Illinois,Grundy,6
Illinois,Hancock,3
Illinois,Hardin,5
Illinois,Henderson,1
Illinois,Henry,1
Illinois,Iroquois,1
Illinois,Jackson,5
Illinois,Jefferson,2
Illinois,Jersey,2
Illinois,Jo Daviess,5
Illinois,Johnson,2
Illinois,Kane,12
Illinois,Kankakee,3
Illinois,Kendall,2
Illinois,Knox,1
Illinois,La Salle,16
Illinois,Lake,2
Illinois,Lawrence,1
Illinois,Lee,7
Illinois,Livingston,7
Illinois,Macon,2
Illinois,Macoupin,3
Illinois,Madison,6
Illinois,Marshall,4
Illinois,Mason,1
Illinois,Massac,1
Illinois,McDonough,3
Illinois,McHenry,17
Illinois,McLean,7
Illinois,Menard,1
Illinois,Monroe,1
Illinois,Montgomery,2
Illinois,Ogle,11
Illinois,Peoria,3
Illinois,Perry,5
Illinois,Pike,6
Illinois,Pope,1
Illinois,Pulaski,1
Illinois,Putnam,2
Illinois,Randolph,4
Illinois,Rock Island,5
Illinois,Saline,7
Illinois,Sangamon,6
Illinois,Scott,1
Illinois,Shelby,3
Illinois,St Clair,6
Illinois,Stephenson,7
Illinois,Tazewell,8
Illinois,Union,2
Illinois,Vermilion,5
Illinois,Wabash,2
Illinois,Warren,1
Illinois,White,2
Illinois,Whiteside,5
Illinois,Will,13
Illinois,Williamson,2
Illinois,Winnebago,15
Illinois,Woodford,4
Indiana,Adams,5
Indiana,Allen,7
Indiana,Bartholomew,3
Indiana,Blackford,1
Indiana,Boone,1
Indiana,Carroll,2
Indiana,Cass,4
Indiana,Clark,7
Indiana,Clay,4
Indiana,Crawford,6
Indiana,Daviess,4
Indiana,De Kalb,5
Indiana,Dearborn,1
Indiana,Decatur,3
Indiana,Delaware,4
Indiana,Dubois,3
Indiana,Elkhart,10
Indiana,Fayette,1
Indiana,Floyd,2
Indiana,Franklin,5
Indiana,Fulton,1
Indiana,Gibson,12
Indiana,Grant,5
Indiana,Greene,4
Indiana,Hamilton,12
Indiana,Hancock,2
Indiana,Harrison,7
Indiana,Hendricks,1
Indiana,Henry,2
Indiana,Howard,3
Indiana,Huntington,2
Indiana,Jackson,2
Indiana,Jasper,2
Indiana,Jay,1
Indiana,Jennings,2
Indiana,Johnson,3
Indiana,Knox,12
Indiana,Kosciusko,7
Indiana,La Grange,1
Indiana,La Porte,2
Indiana,Lake,3
Indiana,Lawrence,7
Indiana,Madison,5
Indiana,Marion,10
Indiana,Marshall,2
Indiana,Martin,3
Indiana,Miami,5
Indiana,Monroe,14
Indiana,Montgomery,1
Indiana,Morgan,12
Indiana,Newton,1
Indiana,Noble,6
Indiana,Orange,3
Indiana,Owen,2
Indiana,Parke,3
Indiana,Pike,12
Indiana,Porter,1
Indiana,Posey,2
Indiana,Pulaski,2
Indiana,Putnam,8
Indiana,Randolph,1
Indiana,Ripley,2
Indiana,Rush,1
Indiana,Scott,1
Indiana,Shelby,5
Indiana,Spencer,1
Indiana,St Joseph,1
Indiana,Starke,1
Indiana,Steuben,9
Indiana,Sullivan,5
Indiana,Switzerland,1
Indiana,Tippecanoe,3
Indiana,Union,1
Indiana,Vanderburgh,2
Indiana,Vermillion,3
Indiana,Vigo,6
Indiana,Wabash,2
Indiana,Warren,2
Indiana,Warrick,5
Indiana,Washington,1
Indiana,Wayne,4
Indiana,Wells,2
Indiana,White,2
Indiana,Whitley,1
Iowa,Adair,10
Iowa,Appanoose,3
Iowa,Benton,4
Iowa,Black Hawk,8
Iowa,Boone,2
Iowa,Bremer,1
Iowa,Buena Vista,2
