State,County,Number of Mines
Alabama,Autauga,6
Alabama,Baldwin,3
Alabama,Barbour,4
Alabama,Bibb,3
Alabama,Blount,5
Alabama,Calhoun,2
Alabama,Cherokee,2
Alabama,Chilton,1
Alabama,Clarke,5
Alabama,Colbert,5
Alabama,Conecuh,2
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,4
Alabama,Elmore,2
Alabama,Escambia,4
Alabama,Etowah,2
Alabama,Fayette,2
Alabama,Franklin,3
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Jackson,6
Alabama,Jefferson,25
Alabama,Lawrence,4
Alabama,Lee,2
Alabama,Limestone,1
Alabama,Lowndes,3
Alabama,Macon,3
Alabama,Madison,6
Alabama,Marengo,2
Alabama,Marion,2
Alabama,Marshall,3
Alabama,Mobile,6
Alabama,Monroe,4
Alabama,Montgomery,5
Alabama,Morgan,4
Alabama,Randolph,3
Alabama,Russell,4
Alabama,Shelby,16
Alabama,St Clair,7
Alabama,Sumter,1
Alabama,Talladega,5
Alabama,Tuscaloosa,11
Alabama,Walker,12
Alabama,Washington,1
Alaska,Aleutians East,1
Alaska,Aleutians West,1
Alaska,Anchorage,11
Alaska,Bethel,1
Alaska,Denali,3
Alaska,Fairbanks North Star,28
Alaska,Haines,2
Alaska,Juneau,6
Alaska,Kenai Peninsula,12
Alaska,Ketchikan Gateway,5
Alaska,Kodiak Island,5
Alaska,Matanuska-Susitna,23
Alaska,Nome,11
Alaska,North Slope,2
Alaska,Northwest Arctic,5
Alaska,Petersburg Census Area,1
Alaska,Prince of Wales-Hyder Census Area,1
Alaska,Sitka,2
Alaska,Skagway Municipality,1
Alaska,Southeast Fairbanks,13
Alaska,Valdez-Cordova,8
Alaska,Wade Hampton,1
Alaska,Yukon-Koyukuk,8
Arizona,Apache,7
Arizona,Cochise,16
Arizona,Coconino,21
Arizona,Gila,17
Arizona,Graham,4
Arizona,Greenlee,4
Arizona,La Paz,5
Arizona,Maricopa,62
Arizona,Mohave,25
Arizona,Navajo,11
Arizona,Pima,21
Arizona,Pinal,41
Arizona,Santa Cruz,6
Arizona,Yavapai,35
Arizona,Yuma,7
Arkansas,Baxter,4
Arkansas,Benton,4
Arkansas,Boone,1
Arkansas,Bradley,1
Arkansas,Calhoun,1
Arkansas,Carroll,2
Arkansas,Cleburne,1
Arkansas,Conway,4
Arkansas,Craighead,2
Arkansas,Crawford,2
Arkansas,Cross,1
Arkansas,Faulkner,2
Arkansas,Franklin,4
Arkansas,Fulton,1
Arkansas,Garland,11
Arkansas,Grant,4
Arkansas,Greene,1
Arkansas,Hot Spring,5
Arkansas,Howard,2
Arkansas,Independence,9
Arkansas,Izard,4
Arkansas,Jackson,1
Arkansas,Johnson,2
Arkansas,Lawrence,3
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,5
Arkansas,Lonoke,1
Arkansas,Marion,2
Arkansas,Miller,3
Arkansas,Montgomery,5
Arkansas,Ouachita,2
Arkansas,Pike,2
Arkansas,Poinsett,2
Arkansas,Polk,3
Arkansas,Pope,3
Arkansas,Pulaski,10
Arkansas,Randolph,1
Arkansas,Saline,5
Arkansas,Scott,1
Arkansas,Sebastian,7
Arkansas,Sevier,1
Arkansas,Sharp,2
Arkansas,Stone,3
Arkansas,Van Buren,2
Arkansas,Washington,7
Arkansas,White,4
Arkansas,Yell,1
California,Alameda,6
California,Alpine,1
California,Amador,10
California,Butte,10
California,Calaveras,4
California,Contra Costa,6
California,Del Norte,1
California,El Dorado,5
California,Fresno,7
California,Glenn,4
California,Humboldt,24
California,Imperial,11
California,Inyo,10
California,Kern,21
California,Lake,7
California,Lassen,3
California,Los Angeles,22
California,Madera,3
California,Marin,2
California,Mariposa,5
California,Mendocino,12
California,Merced,4
California,Modoc,9
California,Mono,3
California,Monterey,6
California,Napa,1
California,Nevada,4
California,Orange,3
California,Placer,5
California,Plumas,8
California,Riverside,37
California,Sacramento,5
California,San Benito,7
California,San Bernardino,52
California,San Diego,18
California,San Francisco,1
California,San Joaquin,10
California,San Luis Obispo,11
California,San Mateo,3
California,Santa Barbara,13
California,Santa Clara,3
California,Santa Cruz,4
California,Shasta,16
California,Sierra,1
California,Siskiyou,6
California,Solano,3
California,Sonoma,6
California,Stanislaus,7
California,Sutter,1
California,Tehama,7
California,Trinity,2
California,Tulare,9
California,Tuolumne,4
California,Ventura,11
California,Yolo,4
California,Yuba,8
Colorado,Adams,3
Colorado,Alamosa,3
Colorado,Archuleta,1
Colorado,Baca,5
Colorado,Bent,1
Colorado,Boulder,7
Colorado,Chaffee,7
Colorado,Clear Creek,2
Colorado,Conejos,4
Colorado,Costilla,1
Colorado,Crowley,3
Colorado,Custer,2
Colorado,Delta,6
Colorado,Dolores,1
Colorado,Douglas,3
Colorado,Eagle,1
Colorado,El Paso,10
Colorado,Elbert,1
Colorado,Fremont,22
Colorado,Garfield,9
Colorado,Gilpin,1
Colorado,Grand,9
Colorado,Gunnison,6
Colorado,Hinsdale,1
Colorado,Huerfano,2
Colorado,Jackson,1
Colorado,Jefferson,9
Colorado,Kit Carson,2
Colorado,La Plata,9
Colorado,Lake,7
Colorado,Larimer,21
Colorado,Las Animas,6
Colorado,Lincoln,1
Colorado,Logan,3
Colorado,Mesa,22
Colorado,Moffat,11
Colorado,Montezuma,8
Colorado,Montrose,11
Colorado,Morgan,2
Colorado,Otero,4
Colorado,Ouray,3
Colorado,Park,16
Colorado,Pitkin,2
Colorado,Prowers,2
Colorado,Pueblo,12
Colorado,Rio Blanco,5
Colorado,Rio Grande,4
Colorado,Routt,9
Colorado,Saguache,1
Colorado,San Miguel,2
Colorado,Summit,2
Colorado,Teller,5
Colorado,Weld,42
Connecticut,Fairfield,7
Connecticut,Hartford,13
