State,County,Number of Mines
Alabama,Autauga,2
Alabama,Baldwin,3
Alabama,Barbour,5
Alabama,Bibb,3
Alabama,Blount,4
Alabama,Calhoun,3
Alabama,Cherokee,1
Alabama,Chilton,3
Alabama,Clarke,4
Alabama,Coffee,1
Alabama,Colbert,4
Alabama,Conecuh,5
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Crenshaw,1
Alabama,Cullman,3
Alabama,Dale,2
Alabama,Dallas,6
Alabama,De Kalb,1
Alabama,Elmore,5
Alabama,Escambia,8
Alabama,Etowah,3
Alabama,Fayette,6
Alabama,Franklin,5
Alabama,Geneva,1
Alabama,Greene,2
Alabama,Hale,1
Alabama,Henry,1
Alabama,Houston,1
Alabama,Jackson,4
Alabama,Jefferson,28
Alabama,Lawrence,1
Alabama,Lee,1
Alabama,Lowndes,2
Alabama,Macon,4
Alabama,Madison,6
Alabama,Marengo,1
Alabama,Marion,11
Alabama,Marshall,4
Alabama,Mobile,11
Alabama,Monroe,4
Alabama,Montgomery,13
Alabama,Morgan,4
Alabama,Pickens,2
Alabama,Russell,5
Alabama,Shelby,15
Alabama,St Clair,5
Alabama,Sumter,2
Alabama,Talladega,7
Alabama,Tuscaloosa,22
Alabama,Walker,43
Alabama,Washington,1
Alabama,Winston,4
Alaska,2001,1
Alaska,2002,1
Alaska,2005,3
Alaska,2007,1
Alaska,2009,1
Alaska,2011,1
Alaska,2012,1
Alaska,2014,1
Alaska,Aleutians East,3
Alaska,Anchorage,8
Alaska,Bethel,1
Alaska,Fairbanks North Star,11
Alaska,Juneau,7
Alaska,Kenai Peninsula,1
Alaska,Ketchikan Gateway,2
Alaska,Matanuska-Susitna,13
Alaska,Nome,4
Alaska,Northwest Arctic,2
Alaska,Sitka,2
Alaska,Southeast Fairbanks,1
Alaska,Valdez-Cordova,1
Alaska,Yukon-Koyukuk,8
Arizona,Apache,5
Arizona,Cochise,18
Arizona,Coconino,18
Arizona,Gila,12
Arizona,Graham,6
Arizona,Greenlee,2
Arizona,La Paz,4
Arizona,Maricopa,59
Arizona,Mohave,29
Arizona,Navajo,16
Arizona,Pima,31
Arizona,Pinal,29
Arizona,Santa Cruz,4
Arizona,Yavapai,25
Arizona,Yuma,11
Arkansas,Ashley,1
Arkansas,Baxter,4
Arkansas,Benton,7
Arkansas,Boone,2
Arkansas,Bradley,1
Arkansas,Calhoun,4
Arkansas,Carroll,2
Arkansas,Clark,2
Arkansas,Cleburne,1
Arkansas,Conway,2
Arkansas,Craighead,3
Arkansas,Crawford,3
Arkansas,Crittenden,1
Arkansas,Cross,1
Arkansas,Desha,1
Arkansas,Faulkner,2
Arkansas,Franklin,2
Arkansas,Fulton,1
Arkansas,Garland,14
Arkansas,Grant,3
Arkansas,Greene,6
Arkansas,Hempstead,1
Arkansas,Hot Spring,6
Arkansas,Howard,4
Arkansas,Independence,8
Arkansas,Izard,4
Arkansas,Jackson,2
Arkansas,Jefferson,1
Arkansas,Johnson,5
Arkansas,Lawrence,2
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,5
Arkansas,Marion,4
Arkansas,Miller,1
Arkansas,Montgomery,8
Arkansas,Nevada,1
Arkansas,Ouachita,4
Arkansas,Perry,1
Arkansas,Pike,4
Arkansas,Poinsett,2
Arkansas,Polk,1
Arkansas,Pope,4
Arkansas,Pulaski,15
Arkansas,Saline,9
Arkansas,Scott,1
Arkansas,Sebastian,10
Arkansas,Sevier,3
Arkansas,Sharp,1
Arkansas,St Francis,1
Arkansas,Stone,2
Arkansas,Union,1
Arkansas,Van Buren,3
Arkansas,Washington,2
Arkansas,White,3
Arkansas,Yell,1
California,Alameda,9
California,Amador,14
California,Butte,7
California,Calaveras,11
California,Contra Costa,6
California,Del Norte,3
California,El Dorado,5
California,Fresno,9
California,Glenn,4
California,Humboldt,15
California,Imperial,18
California,Inyo,19
California,Kern,31
California,Lake,12
California,Lassen,3
California,Los Angeles,31
California,Madera,4
California,Marin,2
California,Mariposa,4
California,Mendocino,11
California,Merced,6
California,Modoc,2
California,Mono,4
California,Monterey,9
California,Napa,1
California,Nevada,8
California,Orange,8
California,Placer,7
California,Plumas,3
California,Riverside,42
California,Sacramento,10
California,San Benito,9
California,San Bernardino,61
California,San Diego,38
California,San Joaquin,12
California,San Luis Obispo,10
California,San Mateo,4
California,Santa Barbara,12
California,Santa Clara,7
California,Santa Cruz,7
California,Shasta,17
California,Sierra,6
California,Siskiyou,11
California,Solano,2
California,Sonoma,19
California,Stanislaus,6
California,Sutter,2
California,Tehama,4
California,Trinity,1
California,Tulare,8
California,Tuolumne,10
California,Ventura,11
California,Yolo,6
California,Yuba,9
Colorado,Adams,17
Colorado,Alamosa,7
Colorado,Arapahoe,5
Colorado,Archuleta,6
Colorado,Baca,3
Colorado,Bent,1
Colorado,Boulder,20
Colorado,Chaffee,7
Colorado,Cheyenne,1
Colorado,Clear Creek,4
Colorado,Conejos,1
Colorado,Costilla,2
Colorado,Delta,6
Colorado,Denver,2
Colorado,Dolores,1
Colorado,Douglas,5
Colorado,Eagle,5
Colorado,El Paso,11
Colorado,Fremont,22
Colorado,Garfield,13
Colorado,Gilpin,1
Colorado,Grand,6
Colorado,Gunnison,8
Colorado,Hinsdale,1
Colorado,Huerfano,3
Colorado,Jackson,5
Colorado,Jefferson,15
Colorado,Kit Carson,5
Colorado,La Plata,11
Colorado,Lake,7
Colorado,Larimer,42
Colorado,Las Animas,6
Colorado,Lincoln,1
Colorado,Logan,4
Colorado,Mesa,11
Colorado,Mineral,1
Colorado,Moffat,7
Colorado,Montezuma,7
Colorado,Montrose,9
Colorado,Morgan,5
Colorado,Otero,2
Colorado,Ouray,4
Colorado,Park,4
Colorado,Phillips,1
Colorado,Prowers,6
Colorado,Pueblo,17
Colorado,Rio Blanco,2
Colorado,Rio Grande,3
Colorado,Routt,7
Colorado,Saguache,2
Colorado,San Juan,1
Colorado,San Miguel,3
Colorado,Summit,4
Colorado,Teller,5
Colorado,Weld,21
Connecticut,Fairfield,6
Connecticut,Hartford,16
Connecticut,Litchfield,14
Connecticut,Middlesex,4
Connecticut,New Haven,17
Connecticut,New London,8
Connecticut,Tolland,7
Connecticut,Windham,12
Delaware,Kent,4
Delaware,New Castle,2
Delaware,Sussex,3
Florida,Alachua,3
Florida,Brevard,4
Florida,Broward,12
Florida,Calhoun,1
Florida,Charlotte,8
Florida,Citrus,7
Florida,Clay,3
Florida,Collier,7
Florida,Columbia,2
Florida,Dade,21
Florida,De Soto,3
Florida,Dixie,1
Florida,Escambia,6
Florida,Gadsden,6
Florida,Glades,3
Florida,Hamilton,2
Florida,Hardee,1
Florida,Hendry,1
Florida,Hernando,7
Florida,Hillsborough,12
Florida,Indian River,3
Florida,Jackson,4
Florida,Lafayette,1
Florida,Lake,9
Florida,Lee,5
Florida,Leon,1
Florida,Levy,5
Florida,Manatee,3
Florida,Marion,13
Florida,Martin,1
Florida,Monroe,4
Florida,Okaloosa,2
Florida,Okeechobee,4
Florida,Orange,4
Florida,Palm Beach,10
Florida,Pasco,3
Florida,Polk,25
Florida,Putnam,4
Florida,Santa Rosa,3
Florida,Sarasota,6
Florida,Seminole,1
Florida,St Lucie,8
Florida,Sumter,5
Florida,Suwannee,5
Florida,Taylor,3
Florida,Volusia,1
Florida,Walton,3
Florida,Washington,4
Georgia,Baldwin,2
Georgia,Banks,1
Georgia,Barrow,1
Georgia,Bartow,4
Georgia,Berrien,1
Georgia,Bibb,4
Georgia,Brantley,1
Georgia,Carroll,2
Georgia,Catoosa,1
Georgia,Chatham,1
Georgia,Cherokee,2
Georgia,Clarke,1
Georgia,Clayton,1
Georgia,Cobb,1
Georgia,Columbia,1
Georgia,Cook,1
Georgia,Coweta,1
Georgia,Crawford,1
Georgia,De Kalb,5
Georgia,Decatur,5
Georgia,Dougherty,1
Georgia,Douglas,5
Georgia,Echols,1
Georgia,Effingham,4
Georgia,Elbert,12
Georgia,Evans,1
Georgia,Fayette,2
Georgia,Floyd,3
Georgia,Forsyth,3
Georgia,Fulton,9
Georgia,Gilmer,7
Georgia,Glascock,1
Georgia,Grady,1
Georgia,Greene,3
Georgia,Gwinnett,3
Georgia,Habersham,1
Georgia,Hall,3
Georgia,Hancock,1
Georgia,Harris,1
Georgia,Hart,2
Georgia,Heard,1
Georgia,Henry,1
Georgia,Houston,1
Georgia,Jackson,2
Georgia,Jasper,1
Georgia,Jefferson,4
Georgia,Jones,2
Georgia,Lee,2
Georgia,Long,2
Georgia,Lumpkin,1
Georgia,Macon,2
Georgia,Madison,3
Georgia,Marion,1
Georgia,McIntosh,1
Georgia,Monroe,3
Georgia,Montgomery,1
Georgia,Murray,1
Georgia,Muscogee,2
Georgia,Newton,2
Georgia,Oglethorpe,24
Georgia,Pickens,8
Georgia,Pike,1
Georgia,Polk,1
Georgia,Rabun,1
Georgia,Richmond,7
Georgia,Rockdale,2
Georgia,Spalding,1
Georgia,Stephens,1
Georgia,Sumter,2
Georgia,Talbot,2
Georgia,Taylor,2
Georgia,Thomas,3
Georgia,Towns,2
Georgia,Troup,1
Georgia,Twiggs,6
Georgia,Union,1
Georgia,Walker,2
Georgia,Warren,4
Georgia,Washington,9
Georgia,Whitfield,4
Georgia,Wilkes,3
Georgia,Wilkinson,11
Hawaii,Hawaii,15
Hawaii,Honolulu,13
Hawaii,Kauai,4
Hawaii,Maui,9
Idaho,Ada,23
Idaho,Adams,2
Idaho,Bannock,8
Idaho,Bear Lake,4
Idaho,Benewah,4
Idaho,Bingham,6
Idaho,Blaine,6
Idaho,Bonner,5
Idaho,Bonneville,12
Idaho,Boundary,1
