State,County,Number of Mines
Alabama,Autauga,7
Alabama,Baldwin,3
Alabama,Barbour,7
Alabama,Bibb,5
Alabama,Blount,8
Alabama,Calhoun,2
Alabama,Cherokee,2
Alabama,Clarke,4
Alabama,Colbert,5
Alabama,Conecuh,2
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,2
Alabama,Elmore,3
Alabama,Escambia,4
Alabama,Etowah,3
Alabama,Fayette,2
Alabama,Franklin,5
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Jackson,5
Alabama,Jefferson,23
Alabama,Lawrence,4
Alabama,Lee,2
Alabama,Limestone,1
Alabama,Lowndes,1
Alabama,Macon,3
Alabama,Madison,3
Alabama,Marengo,2
Alabama,Marion,2
Alabama,Marshall,3
Alabama,Mobile,6
Alabama,Monroe,5
Alabama,Montgomery,6
Alabama,Morgan,4
Alabama,Randolph,2
Alabama,Russell,3
Alabama,Shelby,18
Alabama,St Clair,5
Alabama,Sumter,1
Alabama,Talladega,5
Alabama,Tuscaloosa,12
Alabama,Walker,14
Alabama,Washington,1
Alabama,Winston,1
Alaska,Aleutians East,2
Alaska,Aleutians West,1
Alaska,Anchorage,11
Alaska,Bethel,2
Alaska,Denali,5
Alaska,Fairbanks North Star,30
Alaska,Haines,2
Alaska,Juneau,8
Alaska,Kenai Peninsula,16
Alaska,Ketchikan Gateway,5
Alaska,Kodiak Island,5
Alaska,Matanuska-Susitna,24
Alaska,Nome,7
Alaska,Northwest Arctic,5
Alaska,Sitka,1
Alaska,Skagway Municipality,1
Alaska,Southeast Fairbanks,7
Alaska,Valdez-Cordova,9
Alaska,Wade Hampton,1
Alaska,Yukon-Koyukuk,15
American Samoa,Unknown,1
Arizona,Apache,7
Arizona,Cochise,19
Arizona,Coconino,29
Arizona,Gila,17
Arizona,Graham,4
Arizona,Greenlee,4
Arizona,La Paz,5
Arizona,Maricopa,63
Arizona,Mohave,21
Arizona,Navajo,12
Arizona,Pima,22
Arizona,Pinal,30
Arizona,Santa Cruz,3
Arizona,Yavapai,30
Arizona,Yuma,8
Arkansas,Baxter,4
Arkansas,Benton,3
Arkansas,Boone,2
Arkansas,Bradley,1
Arkansas,Calhoun,1
Arkansas,Carroll,2
Arkansas,Cleburne,2
Arkansas,Conway,4
Arkansas,Craighead,3
Arkansas,Crawford,2
Arkansas,Cross,2
Arkansas,Faulkner,2
Arkansas,Franklin,6
Arkansas,Fulton,2
