State,County,Number of Mines
Alabama,Autauga,1
Alabama,Baldwin,4
Alabama,Barbour,4
Alabama,Bibb,3
Alabama,Blount,5
Alabama,Calhoun,3
Alabama,Chilton,3
Alabama,Choctaw,1
Alabama,Clarke,7
Alabama,Colbert,5
Alabama,Conecuh,3
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Cullman,3
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,1
Alabama,Elmore,4
Alabama,Escambia,12
Alabama,Etowah,1
Alabama,Fayette,6
Alabama,Franklin,7
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Houston,2
Alabama,Jackson,4
Alabama,Jefferson,27
Alabama,Lauderdale,2
Alabama,Lawrence,2
Alabama,Lee,2
Alabama,Limestone,1
Alabama,Lowndes,3
Alabama,Macon,3
Alabama,Madison,4
Alabama,Marengo,1
Alabama,Marion,7
Alabama,Marshall,3
Alabama,Mobile,9
Alabama,Monroe,5
Alabama,Montgomery,12
Alabama,Morgan,4
Alabama,Pickens,2
Alabama,Randolph,1
Alabama,Russell,4
Alabama,Shelby,13
Alabama,St Clair,5
Alabama,Sumter,1
Alabama,Talladega,8
Alabama,Tuscaloosa,15
Alabama,Walker,27
Alabama,Washington,2
Alabama,Winston,3
Alaska,Aleutians West,1
Alaska,Anchorage,7
Alaska,Bethel,1
Alaska,Denali,1
Alaska,Fairbanks North Star,14
Alaska,Haines,1
Alaska,Juneau,7
Alaska,Kenai Peninsula,2
Alaska,Ketchikan Gateway,1
Alaska,Matanuska-Susitna,15
Alaska,Nome,2
Alaska,Northwest Arctic,1
Alaska,Sitka,2
Alaska,Skagway-Hoonah-Angoon,2
Alaska,Southeast Fairbanks,2
Alaska,Valdez-Cordova,1
Alaska,Yukon-Koyukuk,10
Arizona,Apache,4
Arizona,Cochise,21
Arizona,Coconino,53
Arizona,Gila,16
Arizona,Graham,4
Arizona,Greenlee,5
Arizona,La Paz,7
Arizona,Maricopa,69
Arizona,Mohave,38
Arizona,Navajo,15
Arizona,Pima,48
Arizona,Pinal,44
Arizona,Santa Cruz,5
Arizona,Yavapai,42
Arizona,Yuma,14
Arkansas,Baxter,4
Arkansas,Benton,6
Arkansas,Boone,1
Arkansas,Bradley,1
Arkansas,Calhoun,2
Arkansas,Carroll,2
Arkansas,Clark,1
Arkansas,Cleburne,3
Arkansas,Conway,2
Arkansas,Craighead,3
Arkansas,Crawford,2
Arkansas,Crittenden,1
Arkansas,Cross,2
Arkansas,Desha,1
Arkansas,Faulkner,4
Arkansas,Franklin,6
Arkansas,Garland,10
Arkansas,Grant,3
Arkansas,Greene,4
Arkansas,Hempstead,1
Arkansas,Hot Spring,6
Arkansas,Howard,2
Arkansas,Independence,8
Arkansas,Izard,5
Arkansas,Jackson,1
Arkansas,Jefferson,1
Arkansas,Johnson,4
Arkansas,Lawrence,3
Arkansas,Lincoln,1
Arkansas,Little River,3
Arkansas,Logan,2
Arkansas,Madison,2
Arkansas,Marion,2
Arkansas,Montgomery,8
Arkansas,Nevada,1
Arkansas,Ouachita,3
Arkansas,Perry,1
Arkansas,Pike,6
Arkansas,Poinsett,4
Arkansas,Polk,1
Arkansas,Pope,4
Arkansas,Pulaski,14
Arkansas,Saline,7
Arkansas,Sebastian,12
Arkansas,Sevier,3
Arkansas,Sharp,1
Arkansas,St Francis,1
Arkansas,Stone,4
Arkansas,Van Buren,4
Arkansas,Washington,3
Arkansas,White,3
