State,County,Number of Mines
Alabama,Autauga,7
Alabama,Baldwin,3
Alabama,Barbour,8
Alabama,Bibb,4
Alabama,Blount,6
Alabama,Calhoun,2
Alabama,Cherokee,2
Alabama,Chilton,1
Alabama,Clarke,5
Alabama,Colbert,5
Alabama,Conecuh,2
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,2
Alabama,Elmore,2
Alabama,Escambia,4
Alabama,Etowah,3
Alabama,Fayette,2
Alabama,Franklin,4
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Henry,1
Alabama,Jackson,5
Alabama,Jefferson,22
Alabama,Lawrence,4
Alabama,Lee,2
Alabama,Limestone,1
Alabama,Lowndes,1
Alabama,Macon,2
Alabama,Madison,4
Alabama,Marengo,2
Alabama,Marion,2
Alabama,Marshall,3
Alabama,Mobile,6
Alabama,Monroe,3
Alabama,Montgomery,7
Alabama,Morgan,4
Alabama,Randolph,2
Alabama,Russell,3
Alabama,Shelby,17
Alabama,St Clair,5
Alabama,Sumter,1
Alabama,Talladega,5
Alabama,Tuscaloosa,11
Alabama,Walker,18
Alabama,Washington,1
Alabama,Winston,1
Alaska,Aleutians East,2
Alaska,Aleutians West,1
Alaska,Anchorage,13
Alaska,Bethel,2
Alaska,Denali,4
Alaska,Fairbanks North Star,26
Alaska,Haines,2
Alaska,Juneau,9
Alaska,Kenai Peninsula,16
Alaska,Ketchikan Gateway,6
Alaska,Kodiak Island,5
Alaska,Matanuska-Susitna,24
Alaska,Nome,10
Alaska,North Slope,3
Alaska,Northwest Arctic,5
Alaska,Petersburg Census Area,1
Alaska,Prince of Wales-Hyder Census Area,1
Alaska,Sitka,1
Alaska,Skagway Municipality,1
Alaska,Southeast Fairbanks,10
Alaska,Valdez-Cordova,8
Alaska,Wade Hampton,1
Alaska,Yukon-Koyukuk,12
American Samoa,Unknown,1
Arizona,Apache,7
Arizona,Cochise,19
Arizona,Coconino,29
Arizona,Gila,15
Arizona,Graham,4
Arizona,Greenlee,4
Arizona,La Paz,6
Arizona,Maricopa,65
Arizona,Mohave,24
Arizona,Navajo,13
Arizona,Pima,22
Arizona,Pinal,32
Arizona,Santa Cruz,4
Arizona,Yavapai,36
Arizona,Yuma,7
Arkansas,Arkansas,2
Arkansas,Baxter,4
Arkansas,Benton,4
Arkansas,Boone,2
Arkansas,Bradley,1
Arkansas,Calhoun,1
Arkansas,Carroll,2
Arkansas,Cleburne,1
