State,County,Number of Mines
Alabama,Autauga,2
Alabama,Barbour,8
Alabama,Bibb,5
Alabama,Blount,9
Alabama,Calhoun,6
Alabama,Chilton,4
Alabama,Clarke,5
Alabama,Coffee,1
Alabama,Colbert,4
Alabama,Conecuh,6
Alabama,Coosa,1
Alabama,Cullman,2
Alabama,Dale,2
Alabama,Dallas,10
Alabama,De Kalb,2
Alabama,Elmore,6
Alabama,Escambia,7
Alabama,Etowah,2
Alabama,Fayette,4
Alabama,Franklin,7
Alabama,Geneva,1
Alabama,Hale,2
Alabama,Henry,2
Alabama,Jackson,4
Alabama,Jefferson,37
Alabama,Lawrence,1
Alabama,Lee,1
Alabama,Lowndes,2
Alabama,Macon,5
Alabama,Madison,6
Alabama,Marengo,2
Alabama,Marion,8
Alabama,Marshall,3
Alabama,Mobile,8
Alabama,Monroe,5
Alabama,Montgomery,14
Alabama,Morgan,4
Alabama,Pickens,1
Alabama,Russell,5
Alabama,Shelby,16
Alabama,St Clair,6
Alabama,Sumter,4
Alabama,Talladega,8
Alabama,Tuscaloosa,27
Alabama,Walker,37
Alabama,Washington,1
Alabama,Winston,5
Alaska,2005,17
Alaska,2006,9
Alaska,2007,2
Alaska,2009,1
Alaska,2012,9
Alaska,2014,29
Alaska,Aleutians East,13
Arizona,Apache,4
Arizona,Cochise,19
Arizona,Coconino,21
Arizona,Gila,13
Arizona,Graham,4
Arizona,Greenlee,4
Arizona,La Paz,8
Arizona,Maricopa,73
Arizona,Mohave,27
Arizona,Navajo,19
Arizona,Pima,33
Arizona,Pinal,37
Arizona,Santa Cruz,6
Arizona,Yavapai,36
Arizona,Yuma,9
Arkansas,Baxter,3
Arkansas,Benton,2
Arkansas,Boone,2
Arkansas,Bradley,2
Arkansas,Calhoun,3
Arkansas,Carroll,1
Arkansas,Clark,4
Arkansas,Clay,2
Arkansas,Cleburne,2
Arkansas,Craighead,4
Arkansas,Crawford,4
Arkansas,Crittenden,2
Arkansas,Cross,1
Arkansas,Dallas,1
Arkansas,Desha,1
Arkansas,Faulkner,2
Arkansas,Franklin,3
Arkansas,Fulton,3
Arkansas,Garland,16
Arkansas,Grant,3
Arkansas,Greene,5
Arkansas,Hempstead,1
Arkansas,Hot Spring,8
Arkansas,Howard,2
Arkansas,Independence,7
Arkansas,Izard,1
Arkansas,Jackson,1
Arkansas,Jefferson,1
Arkansas,Johnson,4
Arkansas,Lawrence,3
Arkansas,Little River,6
Arkansas,Logan,5
Arkansas,Marion,2
Arkansas,Miller,1
Arkansas,Montgomery,4
Arkansas,Ouachita,4
Arkansas,Perry,1
Arkansas,Pike,5
Arkansas,Poinsett,2
Arkansas,Polk,3
Arkansas,Pope,3
Arkansas,Pulaski,14
Arkansas,Saline,8
Arkansas,Scott,1
Arkansas,Sebastian,11
Arkansas,Sevier,2
Arkansas,St Francis,3
Arkansas,Stone,1
Arkansas,Van Buren,1
Arkansas,Washington,2
Arkansas,White,2
Arkansas,Yell,1
California,Alameda,12
California,Alpine,1
California,Amador,6
California,Butte,4
California,Calaveras,10
California,Contra Costa,8
California,Del Norte,3
California,El Dorado,8
California,Fresno,9
California,Glenn,4
California,Humboldt,12
California,Imperial,13
California,Inyo,27
California,Kern,37
California,Lake,11
California,Lassen,4
California,Los Angeles,31
California,Madera,3
California,Marin,1
California,Mariposa,9
California,Mendocino,7
California,Merced,4
California,Modoc,1
California,Mono,5
California,Monterey,9
California,Napa,2
California,Nevada,10
California,Orange,13
California,Placer,10
California,Plumas,7
California,Riverside,48
California,Sacramento,11
California,San Benito,8
California,San Bernardino,63
California,San Diego,40
California,San Joaquin,8
California,San Luis Obispo,11
California,San Mateo,4
California,Santa Barbara,16
California,Santa Clara,8
California,Santa Cruz,10
California,Shasta,12
California,Sierra,12
California,Siskiyou,11
California,Solano,2
California,Sonoma,17
California,Stanislaus,5
California,Sutter,2
California,Tehama,2
California,Trinity,1
California,Tulare,2
California,Tuolumne,8
California,Ventura,15
California,Yolo,4
California,Yuba,10
Colorado,Adams,16
Colorado,Alamosa,8
Colorado,Arapahoe,9
Colorado,Archuleta,2
Colorado,Baca,1
Colorado,Bent,1
Colorado,Boulder,35
Colorado,Chaffee,4
Colorado,Clear Creek,9
Colorado,Conejos,2
Colorado,Costilla,1
Colorado,Custer,1
Colorado,Delta,10
Colorado,Dolores,3
Colorado,Douglas,14
Colorado,Eagle,5
Colorado,El Paso,27
Colorado,Elbert,3
Colorado,Fremont,19
Colorado,Garfield,16
Colorado,Gilpin,2
Colorado,Grand,8
Colorado,Gunnison,15
Colorado,Huerfano,3
Colorado,Jackson,7
Colorado,Jefferson,25
Colorado,Kit Carson,5
Colorado,La Plata,12
Colorado,Lake,9
Colorado,Larimer,35
Colorado,Las Animas,5
Colorado,Logan,3
Colorado,Mesa,12
Colorado,Mineral,5
Colorado,Moffat,8
Colorado,Montezuma,9
Colorado,Montrose,12
Colorado,Morgan,5
Colorado,Otero,4
Colorado,Ouray,5
Colorado,Park,6
Colorado,Phillips,2
Colorado,Pitkin,5
Colorado,Prowers,4
Colorado,Pueblo,11
Colorado,Rio Blanco,6
Colorado,Rio Grande,2
Colorado,Routt,13
Colorado,Saguache,4
Colorado,San Juan,6
Colorado,San Miguel,5
Colorado,Sedgwick,1
Colorado,Summit,3
Colorado,Teller,8
Colorado,Weld,24
Colorado,Yuma,1
Connecticut,Fairfield,10
Connecticut,Hartford,18
Connecticut,Litchfield,12
Connecticut,Middlesex,8
Connecticut,New Haven,17
Connecticut,New London,12
Connecticut,Tolland,8
Connecticut,Windham,12
Delaware,Kent,3
Delaware,New Castle,2
Delaware,Sussex,1
Florida,Alachua,4
Florida,Bay,3
Florida,Brevard,5
Florida,Broward,16
Florida,Calhoun,1
Florida,Charlotte,4
Florida,Citrus,10
Florida,Clay,4
Florida,Collier,6
Florida,Columbia,1
Florida,Dade,24
Florida,De Soto,2
Florida,Duval,1
Florida,Escambia,6
Florida,Gadsden,6
Florida,Glades,2
Florida,Hamilton,2
Florida,Hardee,1
Florida,Hendry,1
Florida,Hernando,8
Florida,Hillsborough,8
Florida,Jackson,4
Florida,Lake,9
Florida,Lee,4
Florida,Leon,1
Florida,Levy,4
Florida,Manatee,1
Florida,Marion,12
Florida,Martin,3
Florida,Monroe,6
Florida,Okaloosa,2
Florida,Orange,2
Florida,Palm Beach,2
Florida,Pasco,3
Florida,Polk,32
Florida,Putnam,2
Florida,Santa Rosa,2
Florida,Sarasota,5
Florida,St Lucie,7
Florida,Sumter,5
Florida,Suwannee,3
Florida,Taylor,3
Florida,Walton,1
Florida,Washington,1
Georgia,Baldwin,1
Georgia,Barrow,2
Georgia,Bartow,3
Georgia,Bibb,5
Georgia,Brantley,1
Georgia,Carroll,4
Georgia,Cherokee,2
Georgia,Clarke,1
Georgia,Clayton,1
Georgia,Cobb,2
Georgia,Columbia,2
Georgia,Coweta,1
Georgia,Crawford,1
Georgia,De Kalb,6
Georgia,Decatur,4
Georgia,Dougherty,1
Georgia,Douglas,5
Georgia,Echols,1
Georgia,Effingham,3
Georgia,Elbert,14
Georgia,Evans,1
Georgia,Fannin,1
Georgia,Fayette,2
Georgia,Floyd,3
Georgia,Forsyth,2
Georgia,Franklin,1
Georgia,Fulton,11
Georgia,Gilmer,5
Georgia,Glascock,1
Georgia,Gordon,1
Georgia,Greene,2
Georgia,Gwinnett,4
Georgia,Habersham,1
Georgia,Hall,3
Georgia,Hart,1
Georgia,Henry,1
Georgia,Houston,1
Georgia,Jasper,1
Georgia,Jefferson,3
Georgia,Jones,2
Georgia,Lee,2
Georgia,Lincoln,1
Georgia,Long,2
Georgia,Lowndes,1
Georgia,Lumpkin,2
Georgia,Macon,2
Georgia,Madison,2
Georgia,Marion,1
Georgia,Monroe,2
Georgia,Montgomery,1
Georgia,Murray,4
Georgia,Muscogee,3
Georgia,Newton,3
Georgia,Oglethorpe,20
Georgia,Pickens,9
Georgia,Polk,1
Georgia,Rabun,1
Georgia,Richmond,5
Georgia,Rockdale,1
Georgia,Spalding,1
Georgia,Stephens,2
Georgia,Sumter,3
Georgia,Talbot,2
Georgia,Taylor,2
Georgia,Thomas,4
Georgia,Towns,1
Georgia,Troup,1
Georgia,Twiggs,6
Georgia,Union,1
Georgia,Walker,2
Georgia,Warren,4
Georgia,Washington,10
Georgia,Whitfield,5
Georgia,Wilkes,3
Georgia,Wilkinson,11
Hawaii,Hawaii,8
Hawaii,Honolulu,7
Hawaii,Kauai,4
Hawaii,Maui,6
Idaho,Ada,26
Idaho,Adams,1
Idaho,Bannock,6
Idaho,Bear Lake,1
Idaho,Benewah,6
Idaho,Bingham,4
Idaho,Blaine,6
Idaho,Boise,3
Idaho,Bonner,8
Idaho,Bonneville,11
Idaho,Boundary,3
Idaho,Camas,1
Idaho,Canyon,7
Idaho,Caribou,11
Idaho,Cassia,8
Idaho,Clark,2
Idaho,Custer,11
Idaho,Elmore,9
Idaho,Franklin,2
Idaho,Fremont,2
Idaho,Gem,3
Idaho,Idaho,12
Idaho,Kootenai,11
Idaho,Latah,3
Idaho,Lemhi,2
Idaho,Lincoln,1
Idaho,Madison,1
Idaho,Minidoka,4
Idaho,Nez Perce,5
Idaho,Oneida,4
Idaho,Owyhee,1
Idaho,Payette,1
Idaho,Power,2
Idaho,Shoshone,16
Idaho,Twin Falls,8
Idaho,Valley,5
Idaho,Washington,1
Illinois,Adams,10
Illinois,Alexander,8
Illinois,Bond,3
Illinois,Boone,5
Illinois,Brown,1
Illinois,Bureau,3
Illinois,Calhoun,1
Illinois,Carroll,3
Illinois,Champaign,7
Illinois,Christian,2
Illinois,Clark,3
Illinois,Clay,1
Illinois,Clinton,1
Illinois,Coles,3
Illinois,Cook,11
Illinois,Crawford,3
Illinois,Cumberland,3
Illinois,De Kalb,3
Illinois,Douglas,3
Illinois,Du Page,5
Illinois,Fayette,3
Illinois,Ford,3
Illinois,Franklin,8
Illinois,Fulton,6
Illinois,Gallatin,6
Illinois,Greene,3
Illinois,Grundy,1
Illinois,Hamilton,1
Illinois,Hancock,4
Illinois,Hardin,13
Illinois,Henderson,5
Illinois,Henry,3
Illinois,Jackson,4
Illinois,Jefferson,3
Illinois,Jersey,1
Illinois,Jo Daviess,6
Illinois,Johnson,2
Illinois,Kane,14
Illinois,Kankakee,5
Illinois,Kendall,5
Illinois,La Salle,20
Illinois,Lake,3
Illinois,Lawrence,3
Illinois,Lee,9
Illinois,Livingston,14
Illinois,Logan,4
Illinois,Macon,2
Illinois,Macoupin,3
Illinois,Madison,5
Illinois,Marshall,5
Illinois,Mason,2
Illinois,Massac,1
Illinois,McDonough,3
Illinois,McHenry,14
Illinois,McLean,4
Illinois,Menard,1
Illinois,Mercer,1
Illinois,Monroe,2
Illinois,Montgomery,5
Illinois,Ogle,11
Illinois,Peoria,7
Illinois,Perry,10
Illinois,Piatt,1
Illinois,Pike,7
Illinois,Pope,1
Illinois,Pulaski,4
Illinois,Putnam,4
Illinois,Randolph,9
Illinois,Rock Island,6
Illinois,Saline,14
Illinois,Sangamon,3
Illinois,Schuyler,2
Illinois,Scott,1
Illinois,Shelby,2
Illinois,St Clair,13
Illinois,Stephenson,7
Illinois,Tazewell,5
Illinois,Union,3
Illinois,Vermilion,4
Illinois,Wabash,2
Illinois,Warren,2
Illinois,Washington,2
Illinois,White,3
Illinois,Whiteside,5
Illinois,Will,13
Illinois,Williamson,6
Illinois,Winnebago,11
Illinois,Woodford,5
Indiana,Adams,5
Indiana,Allen,8
Indiana,Bartholomew,3
Indiana,Blackford,1
Indiana,Boone,1
Indiana,Carroll,2
Indiana,Cass,6
Indiana,Clark,6
Indiana,Clay,7
Indiana,Crawford,7
Indiana,Daviess,19
Indiana,De Kalb,6
Indiana,Dearborn,2
Indiana,Decatur,2
Indiana,Delaware,3
Indiana,Dubois,5
Indiana,Elkhart,6
Indiana,Fayette,1
Indiana,Floyd,1
Indiana,Fountain,3
Indiana,Franklin,3
Indiana,Fulton,1
Indiana,Gibson,2
Indiana,Grant,5
Indiana,Greene,15
Indiana,Hamilton,11
Indiana,Hancock,2
Indiana,Harrison,6
Indiana,Hendricks,1
Indiana,Henry,2
Indiana,Howard,3
Indiana,Huntington,3
Indiana,Jackson,3
Indiana,Jasper,4
Indiana,Jay,2
Indiana,Jennings,2
Indiana,Johnson,1
Indiana,Knox,7
Indiana,Kosciusko,3
Indiana,La Porte,4
Indiana,Lake,2
Indiana,Lawrence,8
Indiana,Madison,3
Indiana,Marion,8
Indiana,Marshall,1
Indiana,Martin,3
Indiana,Miami,4
Indiana,Monroe,10
Indiana,Montgomery,3
Indiana,Morgan,5
Indiana,Newton,1
Indiana,Noble,3
Indiana,Orange,2
Indiana,Owen,5
Indiana,Parke,2
Indiana,Perry,2
Indiana,Pike,8
Indiana,Porter,1
Indiana,Posey,1
Indiana,Pulaski,2
Indiana,Putnam,8
Indiana,Randolph,2
Indiana,Ripley,2
Indiana,Rush,1
Indiana,Scott,1
Indiana,Shelby,6
Indiana,Spencer,12
Indiana,St Joseph,4
Indiana,Starke,1
Indiana,Steuben,5
Indiana,Sullivan,4
Indiana,Switzerland,2
Indiana,Tippecanoe,4
Indiana,Union,1
Indiana,Vanderburgh,1
Indiana,Vermillion,5
Indiana,Vigo,4
Indiana,Wabash,3
Indiana,Warren,2
Indiana,Warrick,8
Indiana,Washington,2
Indiana,Wayne,6
Indiana,Wells,1
Indiana,White,1
Indiana,Whitley,2
Iowa,Adair,5
Iowa,Allamakee,1
Iowa,Appanoose,4
Iowa,Audubon,1
Iowa,Benton,4
Iowa,Black Hawk,8
Iowa,Boone,3
Iowa,Buchanan,2
Iowa,Buena Vista,4
Iowa,Butler,2
Iowa,Carroll,1
Iowa,Cass,1
Iowa,Cerro Gordo,7
Iowa,Cherokee,2
Iowa,Chickasaw,2
Iowa,Clay,4
Iowa,Clayton,1
Iowa,Clinton,1
Iowa,Dallas,4
Iowa,Delaware,5
Iowa,Des Moines,5
Iowa,Dickinson,6
Iowa,Dubuque,7
Iowa,Emmet,2
Iowa,Fayette,9
Iowa,Floyd,6
Iowa,Franklin,4
Iowa,Greene,4
Iowa,Grundy,1
Iowa,Guthrie,1
Iowa,Hamilton,1
Iowa,Hancock,1
Iowa,Hardin,20
Iowa,Harrison,2
Iowa,Henry,1
Iowa,Howard,2
Iowa,Humboldt,3
Iowa,Iowa,1
Iowa,Jackson,9
Iowa,Jasper,3
Iowa,Johnson,3
Iowa,Jones,4
Iowa,Kossuth,2
Iowa,Lee,3
Iowa,Linn,14
Iowa,Louisa,2
Iowa,Lyon,3
Iowa,Madison,2
Iowa,Mahaska,1
Iowa,Marion,8
Iowa,Marshall,3
Iowa,Mitchell,7
Iowa,Monona,3
Iowa,Monroe,4
Iowa,Montgomery,2
Iowa,Muscatine,6
Iowa,O Brien,2
Iowa,Osceola,3
Iowa,Page,1
Iowa,Palo Alto,1
Iowa,Plymouth,2
Iowa,Pocahontas,1
Iowa,Polk,20
Iowa,Pottawattamie,1
Iowa,Poweshiek,1
Iowa,Sac,5
Iowa,Scott,6
Iowa,Shelby,1
Iowa,Sioux,5
Iowa,Story,2
Iowa,Tama,1
Iowa,Van Buren,2
Iowa,Wapello,3
Iowa,Washington,1
Iowa,Webster,8
Iowa,Winneshiek,8
Iowa,Woodbury,2
Iowa,Worth,3
Iowa,Wright,1
Kansas,Allen,6
Kansas,Atchison,2
Kansas,Barber,2
Kansas,Barton,7
Kansas,Bourbon,2
Kansas,Butler,2
Kansas,Chase,1
Kansas,Chautauqua,2
Kansas,Cherokee,6
Kansas,Cheyenne,1
Kansas,Clay,1
Kansas,Cloud,5
Kansas,Cowley,9
Kansas,Crawford,10
Kansas,Decatur,1
Kansas,Dickinson,7
Kansas,Doniphan,1
Kansas,Douglas,3
Kansas,Edwards,3
Kansas,Elk,1
Kansas,Ellis,3
Kansas,Ellsworth,3
Kansas,Finney,3
Kansas,Ford,6
Kansas,Franklin,3
Kansas,Geary,3
Kansas,Grant,1
Kansas,Gray,2
Kansas,Greenwood,2
Kansas,Hamilton,2
Kansas,Harper,1
Kansas,Harvey,3
Kansas,Haskell,1
Kansas,Jefferson,8
Kansas,Jewell,1
Kansas,Johnson,10
Kansas,Kearny,2
Kansas,Kiowa,2
Kansas,Labette,2
Kansas,Leavenworth,1
Kansas,Lincoln,1
Kansas,Linn,4
Kansas,Logan,2
Kansas,Lyon,2
Kansas,Marion,3
Kansas,Marshall,4
Kansas,McPherson,1
Kansas,Montgomery,2
Kansas,Neosho,4
Kansas,Pawnee,2
Kansas,Phillips,1
Kansas,Pottawatomie,5
Kansas,Pratt,3
Kansas,Reno,6
Kansas,Republic,1
Kansas,Rice,5
Kansas,Riley,5
Kansas,Rooks,1
Kansas,Saline,2
Kansas,Sedgwick,16
Kansas,Seward,2
Kansas,Shawnee,10
Kansas,Sherman,1
Kansas,Smith,1
Kansas,Sumner,1
Kansas,Trego,1
Kansas,Washington,2
Kansas,Wilson,4
Kansas,Woodson,1
Kansas,Wyandotte,10
Kentucky,Adair,1
Kentucky,Allen,1
Kentucky,Anderson,1
Kentucky,Barren,2
Kentucky,Bell,70
Kentucky,Boone,7
Kentucky,Bourbon,1
Kentucky,Boyd,12
Kentucky,Boyle,1
Kentucky,Breathitt,24
Kentucky,Breckinridge,3
Kentucky,Bullitt,3
Kentucky,Butler,16
Kentucky,Caldwell,5
Kentucky,Calloway,2
Kentucky,Carlisle,1
Kentucky,Carroll,2
Kentucky,Carter,12
Kentucky,Casey,1
Kentucky,Christian,7
Kentucky,Clay,36
Kentucky,Clinton,2
Kentucky,Crittenden,1
Kentucky,Cumberland,1
Kentucky,Daviess,16
Kentucky,Edmonson,2
Kentucky,Elliott,5
Kentucky,Estill,2
Kentucky,Fayette,3
Kentucky,Fleming,1
Kentucky,Floyd,161
Kentucky,Franklin,1
Kentucky,Gallatin,1
Kentucky,Garrard,1
Kentucky,Graves,4
Kentucky,Grayson,2
Kentucky,Green,1
Kentucky,Greenup,7
Kentucky,Hancock,3
Kentucky,Hardin,4
Kentucky,Harlan,153
Kentucky,Harrison,1
Kentucky,Hart,2
Kentucky,Henderson,2
Kentucky,Henry,1
Kentucky,Hopkins,41
Kentucky,Jackson,8
Kentucky,Jefferson,8
Kentucky,Jessamine,1
Kentucky,Johnson,23
Kentucky,Knott,64
Kentucky,Knox,94
Kentucky,Laurel,22
Kentucky,Lawrence,24
Kentucky,Lee,7
Kentucky,Leslie,33
Kentucky,Letcher,109
Kentucky,Livingston,3
Kentucky,Logan,1
Kentucky,Madison,2
Kentucky,Magoffin,18
Kentucky,Marion,1
Kentucky,Martin,58
Kentucky,Mason,3
Kentucky,McCreary,8
Kentucky,McLean,3
Kentucky,Meade,4
Kentucky,Menifee,1
Kentucky,Mercer,1
Kentucky,Metcalfe,1
Kentucky,Monroe,1
Kentucky,Montgomery,2
Kentucky,Morgan,16
Kentucky,Muhlenberg,22
Kentucky,Nelson,1
Kentucky,Nicholas,1
Kentucky,Ohio,22
Kentucky,Oldham,5
Kentucky,Owsley,10
Kentucky,Pendleton,3
Kentucky,Perry,66
Kentucky,Pike,376
Kentucky,Powell,4
Kentucky,Pulaski,10
Kentucky,Rockcastle,4
Kentucky,Scott,3
Kentucky,Simpson,1
Kentucky,Taylor,1
Kentucky,Todd,1
Kentucky,Trigg,1
Kentucky,Union,11
Kentucky,Warren,2
Kentucky,Washington,1
Kentucky,Wayne,3
Kentucky,Webster,9
Kentucky,Whitley,60
Kentucky,Wolfe,7
Louisiana,Allen,2
Louisiana,Ascension,1
Louisiana,Assumption,1
Louisiana,Beauregard,1
Louisiana,Bienville,1
Louisiana,Caddo,1
Louisiana,Calcasieu,3
Louisiana,Catahoula,3
Louisiana,De Soto,1
Louisiana,East Baton Rouge,10
Louisiana,East Feliciana,6
Louisiana,Evangeline,1
Louisiana,Grant,1
Louisiana,Iberia,3
Louisiana,Jefferson Davis,1
Louisiana,La Salle,2
Louisiana,Lafayette,6
Louisiana,Livingston,5
Louisiana,Morehouse,1
Louisiana,Natchitoches,1
Louisiana,Orleans,15
Louisiana,Ouachita,3
Louisiana,Plaquemines,1
Louisiana,Pointe Coupee,1
Louisiana,Rapides,9
Louisiana,Red River,4
Louisiana,Sabine,1
Louisiana,St Bernard,1
Louisiana,St Helena,19
Louisiana,St James,1
Louisiana,St Martin,2
Louisiana,St Mary,5
Louisiana,St Tammany,14
Louisiana,Tangipahoa,12
Louisiana,Terrebonne,3
Louisiana,Vermilion,4
Louisiana,Vernon,5
Louisiana,Washington,20
Louisiana,Webster,5
Louisiana,West Feliciana,3
Louisiana,Winn,1
Maine,Androscoggin,10
Maine,Aroostook,20
Maine,Cumberland,16
Maine,Franklin,1
Maine,Hancock,9
Maine,Kennebec,12
Maine,Knox,10
Maine,Lincoln,4
Maine,Oxford,10
Maine,Penobscot,12
Maine,Piscataquis,6
Maine,Sagadahoc,1
Maine,Somerset,6
Maine,Waldo,6
Maine,Washington,6
Maine,York,9
Maryland,Allegany,26
Maryland,Anne Arundel,12
Maryland,Baltimore,14
Maryland,Carroll,2
Maryland,Cecil,5
Maryland,Charles,4
Maryland,Dorchester,4
Maryland,Frederick,6
Maryland,Garrett,23
Maryland,Harford,6
Maryland,Howard,1
Maryland,Montgomery,4
Maryland,Prince Georges,11
Maryland,Queen Annes,1
Maryland,St Marys,4
Maryland,Washington,7
Maryland,Wicomico,1
Maryland,Worcester,1
Massachusetts,Barnstable,5
Massachusetts,Berkshire,18
Massachusetts,Bristol,14
Massachusetts,Dukes,2
Massachusetts,Essex,11
Massachusetts,Franklin,4
Massachusetts,Hampden,14
Massachusetts,Hampshire,7
Massachusetts,Middlesex,32
Massachusetts,Norfolk,16
Massachusetts,Plymouth,14
Massachusetts,Suffolk,1
Massachusetts,Worcester,31
Michigan,Allegan,10
Michigan,Alpena,6
Michigan,Antrim,3
Michigan,Arenac,5
Michigan,Baraga,2
Michigan,Barry,3
Michigan,Bay,1
Michigan,Benzie,1
Michigan,Berrien,8
Michigan,Branch,2
Michigan,Calhoun,8
Michigan,Cass,6
Michigan,Charlevoix,6
Michigan,Cheboygan,4
Michigan,Chippewa,2
Michigan,Clare,3
Michigan,Clinton,5
Michigan,Delta,4
Michigan,Dickinson,4
Michigan,Eaton,4
Michigan,Emmet,5
Michigan,Gogebic,5
Michigan,Grand Traverse,6
Michigan,Gratiot,4
Michigan,Hillsdale,2
Michigan,Houghton,3
Michigan,Huron,6
Michigan,Ingham,7
Michigan,Ionia,4
Michigan,Iosco,4
Michigan,Iron,6
Michigan,Isabella,2
Michigan,Jackson,3
Michigan,Kalamazoo,3
Michigan,Kent,21
Michigan,Lake,2
Michigan,Lapeer,6
Michigan,Leelanau,3
Michigan,Lenawee,3
Michigan,Livingston,8
Michigan,Luce,2
Michigan,Mackinac,4
Michigan,Macomb,3
Michigan,Manistee,2
Michigan,Marquette,13
Michigan,Mason,1
Michigan,Menominee,3
Michigan,Midland,1
Michigan,Missaukee,3
Michigan,Monroe,5
Michigan,Montcalm,6
Michigan,Muskegon,3
Michigan,Newaygo,3
Michigan,Oakland,27
Michigan,Oceana,4
Michigan,Ogemaw,2
Michigan,Ontonagon,2
Michigan,Osceola,2
Michigan,Otsego,2
Michigan,Ottawa,12
Michigan,Presque Isle,4
Michigan,Roscommon,6
Michigan,Sanilac,3
Michigan,Schoolcraft,2
Michigan,Shiawassee,5
Michigan,St Clair,1
Michigan,St Joseph,2
Michigan,Tuscola,9
Michigan,Van Buren,2
Michigan,Washtenaw,5
Michigan,Wayne,10
Michigan,Wexford,4
Minnesota,Aitkin,1
Minnesota,Anoka,1
Minnesota,Becker,4
Minnesota,Beltrami,6
Minnesota,Benton,4
Minnesota,Big Stone,3
Minnesota,Blue Earth,6
Minnesota,Brown,2
Minnesota,Carlton,7
Minnesota,Carver,2
Minnesota,Cass,1
Minnesota,Chisago,4
Minnesota,Clay,9
Minnesota,Clearwater,1
Minnesota,Cottonwood,3
Minnesota,Crow Wing,8
Minnesota,Dakota,8
Minnesota,Dodge,3
Minnesota,Douglas,2
Minnesota,Faribault,1
Minnesota,Fillmore,4
Minnesota,Freeborn,3
Minnesota,Goodhue,10
Minnesota,Hennepin,13
Minnesota,Houston,3
Minnesota,Hubbard,2
Minnesota,Itasca,6
Minnesota,Kanabec,4
Minnesota,Kandiyohi,7
Minnesota,Kittson,2
Minnesota,Koochiching,1
Minnesota,Lac qui Parle,2
Minnesota,Lake,3
Minnesota,Le Sueur,7
Minnesota,Lyon,4
Minnesota,Marshall,4
Minnesota,Martin,1
Minnesota,McLeod,2
Minnesota,Meeker,3
Minnesota,Mille Lacs,3
Minnesota,Morrison,7
Minnesota,Mower,3
Minnesota,Murray,1
Minnesota,Nicollet,3
Minnesota,Norman,1
Minnesota,Olmsted,9
Minnesota,Otter Tail,3
Minnesota,Pennington,2
Minnesota,Pine,1
Minnesota,Polk,3
Minnesota,Pope,2
Minnesota,Ramsey,1
Minnesota,Red Lake,1
Minnesota,Redwood,2
Minnesota,Renville,4
Minnesota,Rice,3
Minnesota,Rock,3
Minnesota,Roseau,1
Minnesota,Scott,8
Minnesota,Sherburne,5
Minnesota,St Louis,26
Minnesota,Stearns,11
Minnesota,Steele,3
Minnesota,Stevens,2
Minnesota,Todd,7
Minnesota,Wabasha,7
Minnesota,Wadena,2
Minnesota,Waseca,1
Minnesota,Washington,12
Minnesota,Watonwan,1
Minnesota,Wilkin,1
Minnesota,Winona,5
Minnesota,Wright,7
Minnesota,Yellow Medicine,1
Mississippi,Adams,7
Mississippi,Benton,1
Mississippi,Bolivar,1
Mississippi,Carroll,2
Mississippi,Clay,4
Mississippi,Copiah,10
Mississippi,De Soto,4
Mississippi,Forrest,3
Mississippi,Hancock,1
Mississippi,Harrison,2
Mississippi,Hinds,3
Mississippi,Holmes,3
Mississippi,Itawamba,5
Mississippi,Jackson,1
Mississippi,Jasper,1
Mississippi,Jones,2
Mississippi,Kemper,2
Mississippi,Lafayette,1
Mississippi,Lauderdale,1
Mississippi,Lincoln,2
Mississippi,Lowndes,11
Mississippi,Marion,1
Mississippi,Monroe,11
Mississippi,Noxubee,4
Mississippi,Panola,3
Mississippi,Pearl River,5
Mississippi,Perry,4
Mississippi,Pike,3
Mississippi,Rankin,1
Mississippi,Smith,1
Mississippi,Stone,2
Mississippi,Tallahatchie,1
Mississippi,Tate,1
Mississippi,Tippah,2
Mississippi,Tishomingo,2
Mississippi,Walthall,1
Mississippi,Warren,2
Mississippi,Washington,1
Mississippi,Wayne,2
Mississippi,Winston,3
Mississippi,Yalobusha,1
Mississippi,Yazoo,4
Missouri,Andrew,3
Missouri,Audrain,2
Missouri,Barry,3
Missouri,Barton,4
Missouri,Bates,2
Missouri,Benton,4
Missouri,Bollinger,2
Missouri,Boone,5
Missouri,Buchanan,2
Missouri,Butler,3
Missouri,Callaway,7
Missouri,Camden,6
Missouri,Cape Girardeau,7
Missouri,Carroll,1
Missouri,Cass,7
Missouri,Christian,4
Missouri,Clark,1
Missouri,Clay,4
Missouri,Clinton,2
Missouri,Cole,7
Missouri,Cooper,4
Missouri,Crawford,3
Missouri,Dade,1
Missouri,Dallas,1
Missouri,Daviess,2
Missouri,Douglas,4
Missouri,Franklin,10
Missouri,Gasconade,9
Missouri,Gentry,1
Missouri,Greene,4
Missouri,Grundy,2
Missouri,Harrison,1
Missouri,Henry,2
Missouri,Hickory,1
Missouri,Holt,1
Missouri,Howard,5
Missouri,Howell,3
Missouri,Iron,9
Missouri,Jackson,11
Missouri,Jasper,11
Missouri,Jefferson,15
Missouri,Johnson,3
Missouri,Knox,2
Missouri,Laclede,2
Missouri,Lafayette,2
Missouri,Lawrence,1
Missouri,Lewis,2
Missouri,Lincoln,8
Missouri,Livingston,7
Missouri,Macon,1
