State,County,Number of Mines
Alabama,Autauga,4
Alabama,Baldwin,5
Alabama,Barbour,3
Alabama,Bibb,5
Alabama,Blount,11
Alabama,Calhoun,2
Alabama,Cherokee,2
Alabama,Chilton,4
Alabama,Clarke,4
Alabama,Colbert,5
Alabama,Conecuh,1
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Cullman,3
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,2
Alabama,Elmore,4
Alabama,Escambia,12
Alabama,Etowah,2
Alabama,Fayette,4
Alabama,Franklin,5
Alabama,Geneva,1
Alabama,Hale,2
Alabama,Henry,1
Alabama,Houston,1
Alabama,Jackson,6
Alabama,Jefferson,24
Alabama,Lawrence,2
Alabama,Lee,3
Alabama,Limestone,1
Alabama,Lowndes,2
Alabama,Macon,3
Alabama,Madison,2
Alabama,Marengo,1
Alabama,Marion,5
Alabama,Marshall,3
Alabama,Mobile,6
Alabama,Monroe,4
Alabama,Montgomery,14
Alabama,Morgan,4
Alabama,Pickens,2
Alabama,Randolph,2
Alabama,Russell,4
Alabama,Shelby,20
Alabama,St Clair,7
Alabama,Sumter,1
Alabama,Talladega,7
Alabama,Tuscaloosa,16
Alabama,Walker,19
Alabama,Washington,1
Alabama,Winston,3
Alaska,2010,1
Alaska,Anchorage,17
Alaska,Bethel,3
Alaska,Denali,4
Alaska,Dillingham,3
Alaska,Fairbanks North Star,36
Alaska,Juneau,10
Alaska,Kenai Peninsula,10
Alaska,Ketchikan Gateway,1
Alaska,Kodiak Island,4
Alaska,Matanuska-Susitna,16
Alaska,Nome,7
Alaska,North Slope,1
Alaska,Northwest Arctic,2
Alaska,Sitka,3
Alaska,Skagway-Hoonah-Angoon,3
Alaska,Southeast Fairbanks,4
Alaska,Valdez-Cordova,4
Alaska,Yukon-Koyukuk,8
Arizona,Apache,9
Arizona,Cochise,18
Arizona,Coconino,37
Arizona,Gila,16
Arizona,Graham,4
Arizona,Greenlee,4
Arizona,La Paz,7
Arizona,Maricopa,86
Arizona,Mohave,47
Arizona,Navajo,19
Arizona,Pima,39
Arizona,Pinal,42
Arizona,Santa Cruz,6
Arizona,Yavapai,41
Arizona,Yuma,13
Arkansas,Arkansas,1
Arkansas,Baxter,3
Arkansas,Benton,5
Arkansas,Boone,1
Arkansas,Bradley,2
Arkansas,Calhoun,2
Arkansas,Carroll,2
Arkansas,Clark,1
Arkansas,Cleburne,1
Arkansas,Conway,2
Arkansas,Craighead,4
Arkansas,Crawford,2
Arkansas,Crittenden,1
Arkansas,Cross,2
Arkansas,Desha,1
Arkansas,Faulkner,3
Arkansas,Franklin,4
Arkansas,Garland,11
Arkansas,Grant,4
Arkansas,Greene,2
Arkansas,Hot Spring,7
Arkansas,Howard,1
Arkansas,Independence,8
Arkansas,Izard,3
Arkansas,Jackson,1
Arkansas,Jefferson,1
Arkansas,Johnson,1
Arkansas,Lawrence,2
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,2
Arkansas,Marion,1
Arkansas,Montgomery,13
Arkansas,Nevada,1
Arkansas,Ouachita,2
Arkansas,Pike,4
Arkansas,Poinsett,3
Arkansas,Polk,1
Arkansas,Pope,3
Arkansas,Pulaski,13
Arkansas,Randolph,1
Arkansas,Saline,9
Arkansas,Searcy,1
Arkansas,Sebastian,9
Arkansas,Sevier,2
Arkansas,Sharp,1
Arkansas,Stone,16
Arkansas,Van Buren,3
Arkansas,Washington,7
Arkansas,White,2
California,Alameda,8
California,Amador,10
California,Butte,6
California,Calaveras,6
California,Colusa,2
California,Contra Costa,10
California,Del Norte,2
California,El Dorado,9
California,Fresno,9
California,Glenn,7
California,Humboldt,20
California,Imperial,11
California,Inyo,14
California,Kern,24
California,Kings,1
California,Lake,11
California,Lassen,9
California,Los Angeles,29
California,Madera,4
California,Marin,2
California,Mariposa,4
California,Mendocino,14
California,Merced,9
California,Modoc,6
California,Mono,6
California,Monterey,11
California,Napa,3
California,Nevada,7
California,Orange,4
California,Placer,8
California,Plumas,7
California,Riverside,58
California,Sacramento,8
California,San Benito,7
California,San Bernardino,54
California,San Diego,26
California,San Francisco,2
California,San Joaquin,11
California,San Luis Obispo,10
California,San Mateo,4
California,Santa Barbara,12
California,Santa Clara,7
California,Santa Cruz,8
California,Shasta,17
California,Sierra,1
California,Siskiyou,10
California,Solano,4
California,Sonoma,13
California,Stanislaus,7
California,Sutter,2
California,Tehama,9
California,Trinity,4
California,Tulare,6
California,Tuolumne,4
California,Ventura,12
California,Yolo,7
California,Yuba,12
Colorado,Adams,16
Colorado,Alamosa,6
Colorado,Arapahoe,4
Colorado,Archuleta,10
Colorado,Baca,4
Colorado,Bent,1
Colorado,Boulder,14
Colorado,Chaffee,8
Colorado,Clear Creek,3
Colorado,Conejos,3
Colorado,Custer,1
Colorado,Delta,8
Colorado,Denver,3
Colorado,Dolores,1
Colorado,Douglas,4
Colorado,Eagle,3
Colorado,El Paso,11
Colorado,Elbert,1
Colorado,Fremont,20
Colorado,Garfield,9
Colorado,Grand,6
Colorado,Gunnison,6
Colorado,Hinsdale,1
Colorado,Huerfano,2
Colorado,Jackson,2
Colorado,Jefferson,18
Colorado,Kit Carson,1
Colorado,La Plata,9
Colorado,Lake,5
Colorado,Larimer,46
Colorado,Las Animas,5
Colorado,Logan,2
Colorado,Mesa,24
Colorado,Moffat,6
Colorado,Montezuma,8
Colorado,Montrose,10
Colorado,Morgan,4
Colorado,Otero,3
Colorado,Ouray,3
Colorado,Park,5
Colorado,Phillips,1
Colorado,Prowers,11
Colorado,Pueblo,13
Colorado,Rio Blanco,6
Colorado,Rio Grande,4
Colorado,Routt,9
Colorado,Saguache,1
Colorado,San Juan,1
Colorado,San Miguel,1
Colorado,Sedgwick,1
Colorado,Summit,4
Colorado,Teller,6
Colorado,Weld,26
Connecticut,Fairfield,10
Connecticut,Hartford,18
Connecticut,Litchfield,17
Connecticut,Middlesex,6
Connecticut,New Haven,17
Connecticut,New London,11
Connecticut,Tolland,13
Connecticut,Windham,18
Delaware,Kent,3
Delaware,New Castle,3
Delaware,Sussex,3
Florida,Alachua,5
Florida,Bay,1
Florida,Brevard,5
Florida,Broward,2
Florida,Calhoun,1
Florida,Charlotte,6
Florida,Citrus,6
Florida,Clay,3
Florida,Collier,6
Florida,Dade,16
Florida,De Soto,2
Florida,Dixie,1
Florida,Duval,1
Florida,Escambia,9
Florida,Gadsden,6
Florida,Gilchrist,1
Florida,Glades,4
Florida,Hamilton,2
Florida,Hardee,1
Florida,Hendry,2
Florida,Hernando,8
Florida,Hillsborough,5
Florida,Jackson,6
Florida,Jefferson,1
Florida,Lafayette,3
Florida,Lake,7
Florida,Lee,8
Florida,Leon,1
Florida,Levy,3
Florida,Manatee,3
Florida,Marion,17
Florida,Monroe,3
Florida,Okaloosa,2
Florida,Okeechobee,5
Florida,Orange,2
Florida,Palm Beach,7
Florida,Pasco,2
Florida,Polk,21
Florida,Putnam,3
Florida,Santa Rosa,5
Florida,Sarasota,3
Florida,St Lucie,5
Florida,Sumter,7
Florida,Suwannee,8
Florida,Taylor,3
Florida,Volusia,1
Florida,Walton,5
Florida,Washington,3
Georgia,Baldwin,2
Georgia,Barrow,1
Georgia,Bartow,5
Georgia,Berrien,1
Georgia,Bibb,3
Georgia,Brantley,1
Georgia,Calhoun,1
Georgia,Carroll,1
Georgia,Catoosa,1
Georgia,Chatham,1
Georgia,Cherokee,3
Georgia,Clarke,1
Georgia,Clayton,3
Georgia,Cobb,1
Georgia,Columbia,3
Georgia,Cook,1
Georgia,Coweta,1
Georgia,Crawford,1
Georgia,De Kalb,5
Georgia,Decatur,5
Georgia,Dougherty,1
Georgia,Douglas,5
Georgia,Echols,1
Georgia,Effingham,3
Georgia,Elbert,16
Georgia,Evans,1
Georgia,Fayette,2
Georgia,Floyd,3
Georgia,Forsyth,3
Georgia,Fulton,7
Georgia,Gilmer,3
Georgia,Glascock,1
Georgia,Greene,5
Georgia,Gwinnett,3
Georgia,Habersham,1
Georgia,Hall,3
Georgia,Hancock,1
Georgia,Harris,1
Georgia,Hart,1
Georgia,Heard,1
Georgia,Henry,1
Georgia,Houston,2
Georgia,Jackson,4
Georgia,Jasper,1
Georgia,Jefferson,3
Georgia,Jones,2
Georgia,Lee,2
Georgia,Long,2
Georgia,Lumpkin,1
Georgia,Macon,2
Georgia,Madison,1
Georgia,Marion,1
Georgia,Monroe,2
Georgia,Montgomery,1
Georgia,Morgan,1
Georgia,Murray,3
Georgia,Muscogee,2
Georgia,Newton,2
Georgia,Oglethorpe,23
Georgia,Paulding,2
Georgia,Pickens,11
Georgia,Polk,2
Georgia,Rabun,1
Georgia,Richmond,5
Georgia,Rockdale,1
Georgia,Spalding,1
Georgia,Stephens,1
Georgia,Sumter,2
Georgia,Talbot,3
Georgia,Taylor,1
Georgia,Thomas,2
Georgia,Toombs,1
Georgia,Towns,2
Georgia,Troup,1
Georgia,Twiggs,4
Georgia,Union,1
Georgia,Walker,2
Georgia,Warren,3
Georgia,Washington,10
Georgia,White,1
Georgia,Whitfield,4
Georgia,Wilkes,2
Georgia,Wilkinson,11
Hawaii,Hawaii,23
Hawaii,Honolulu,7
Hawaii,Kauai,4
Hawaii,Maui,6
Idaho,Ada,24
Idaho,Adams,1
Idaho,Bannock,2
Idaho,Bear Lake,4
Idaho,Benewah,3
Idaho,Bingham,5
Idaho,Blaine,5
Idaho,Boise,1
Idaho,Bonner,8
Idaho,Bonneville,10
Idaho,Boundary,2
Idaho,Canyon,14
Idaho,Caribou,10
Idaho,Cassia,11
Idaho,Clark,1
Idaho,Clearwater,1
Idaho,Custer,6
Idaho,Elmore,4
Idaho,Franklin,3
Idaho,Fremont,2
Idaho,Gem,4
Idaho,Gooding,1
Idaho,Idaho,6
Idaho,Jefferson,1
Idaho,Kootenai,10
Idaho,Latah,2
Idaho,Lemhi,4
Idaho,Madison,6
Idaho,Minidoka,7
Idaho,Nez Perce,6
Idaho,Oneida,3
Idaho,Owyhee,1
Idaho,Payette,4
Idaho,Power,2
Idaho,Shoshone,5
Idaho,Teton,3
Idaho,Twin Falls,9
Idaho,Valley,6
Idaho,Washington,2
Illinois,Adams,6
Illinois,Alexander,3
Illinois,Bond,2
