State,County,Number of Mines
Alabama,Autauga,6
Alabama,Baldwin,3
Alabama,Barbour,6
Alabama,Bibb,6
Alabama,Blount,7
Alabama,Calhoun,2
Alabama,Cherokee,2
Alabama,Chilton,2
Alabama,Clarke,4
Alabama,Colbert,5
Alabama,Conecuh,1
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Dale,1
Alabama,Dallas,4
Alabama,De Kalb,2
Alabama,Elmore,2
Alabama,Escambia,5
Alabama,Etowah,3
Alabama,Fayette,4
Alabama,Franklin,6
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Jackson,5
Alabama,Jefferson,24
Alabama,Lawrence,2
Alabama,Lee,3
Alabama,Limestone,1
Alabama,Lowndes,1
Alabama,Macon,3
Alabama,Madison,3
Alabama,Marengo,2
Alabama,Marion,2
Alabama,Marshall,2
Alabama,Mobile,8
Alabama,Monroe,4
Alabama,Montgomery,6
Alabama,Morgan,4
Alabama,Pickens,1
Alabama,Randolph,2
Alabama,Russell,4
Alabama,Shelby,20
Alabama,St Clair,5
Alabama,Sumter,1
Alabama,Talladega,6
Alabama,Tuscaloosa,16
Alabama,Walker,15
Alabama,Winston,2
Alaska,Aleutians East,3
Alaska,Aleutians West,1
Alaska,Anchorage,12
Alaska,Bethel,3
Alaska,Denali,5
Alaska,Fairbanks North Star,34
Alaska,Haines,5
Alaska,Juneau,10
Alaska,Kenai Peninsula,11
Alaska,Ketchikan Gateway,5
Alaska,Kodiak Island,5
Alaska,Lake and Peninsula,1
Alaska,Matanuska-Susitna,22
Alaska,Nome,12
Alaska,North Slope,1
Alaska,Northwest Arctic,6
Alaska,Petersburg Census Area,1
Alaska,Sitka,3
Alaska,Skagway Municipality,2
Alaska,Skagway-Hoonah-Angoon,1
Alaska,Southeast Fairbanks,8
Alaska,Valdez-Cordova,4
Alaska,Wade Hampton,1
Alaska,Yukon-Koyukuk,17
Arizona,Apache,9
Arizona,Cochise,21
Arizona,Coconino,26
Arizona,Gila,19
Arizona,Graham,3
Arizona,Greenlee,3
Arizona,La Paz,5
Arizona,Maricopa,62
Arizona,Mohave,28
Arizona,Navajo,11
Arizona,Pima,23
Arizona,Pinal,32
Arizona,Santa Cruz,4
Arizona,Yavapai,31
Arizona,Yuma,9
Arkansas,Baxter,4
Arkansas,Benton,4
Arkansas,Boone,1
Arkansas,Bradley,1
Arkansas,Calhoun,1
Arkansas,Carroll,2
Arkansas,Cleburne,3
Arkansas,Conway,4
Arkansas,Craighead,3
Arkansas,Crawford,2
Arkansas,Cross,2
Arkansas,Faulkner,2
Arkansas,Franklin,6
Arkansas,Garland,10
Arkansas,Grant,4
Arkansas,Greene,2
Arkansas,Hot Spring,4
Arkansas,Howard,2
Arkansas,Independence,12
Arkansas,Izard,4
Arkansas,Jackson,2
Arkansas,Johnson,5
Arkansas,Lawrence,3
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,5
Arkansas,Lonoke,1
Arkansas,Marion,2
Arkansas,Miller,2
Arkansas,Montgomery,7
Arkansas,Newton,1
Arkansas,Ouachita,3
Arkansas,Perry,1
Arkansas,Pike,3
Arkansas,Poinsett,2
Arkansas,Polk,2
Arkansas,Pope,3
Arkansas,Pulaski,12
Arkansas,Randolph,1
Arkansas,Saline,11
Arkansas,Scott,1
Arkansas,Searcy,1
Arkansas,Sebastian,7
Arkansas,Sevier,3
Arkansas,Sharp,1
Arkansas,Stone,4
Arkansas,Van Buren,3
Arkansas,Washington,9
Arkansas,White,5
California,Alameda,6
California,Alpine,1
California,Amador,9
California,Butte,9
California,Calaveras,5
California,Colusa,1
California,Contra Costa,6
California,Del Norte,4
California,El Dorado,5
California,Fresno,8
California,Glenn,4
California,Humboldt,20
California,Imperial,10
California,Inyo,10
California,Kern,18
California,Lake,8
California,Lassen,5
California,Los Angeles,20
California,Madera,1
California,Marin,2
California,Mariposa,6
California,Mendocino,10
California,Merced,6
California,Modoc,5
California,Mono,2
California,Monterey,7
California,Napa,2
California,Nevada,5
California,Orange,4
California,Placer,5
California,Plumas,9
California,Riverside,51
California,Sacramento,5
California,San Benito,8
California,San Bernardino,53
California,San Diego,25
California,San Francisco,1
California,San Joaquin,12
California,San Luis Obispo,11
California,San Mateo,3
California,Santa Barbara,13
California,Santa Clara,6
California,Santa Cruz,4
California,Shasta,17
California,Sierra,4
California,Siskiyou,6
California,Solano,3
California,Sonoma,8
California,Stanislaus,8
California,Sutter,1
California,Tehama,8
California,Trinity,3
California,Tulare,7
California,Tuolumne,4
California,Ventura,11
California,Yolo,6
California,Yuba,10
Colorado,Adams,7
Colorado,Alamosa,4
Colorado,Arapahoe,1
Colorado,Archuleta,4
Colorado,Baca,5
Colorado,Bent,1
Colorado,Boulder,8
Colorado,Chaffee,10
Colorado,Clear Creek,3
Colorado,Conejos,4
Colorado,Crowley,1
Colorado,Custer,1
Colorado,Delta,6
Colorado,Denver,1
Colorado,Douglas,4
Colorado,Eagle,2
Colorado,El Paso,10
Colorado,Elbert,1
Colorado,Fremont,22
Colorado,Garfield,14
Colorado,Gilpin,1
Colorado,Grand,9
Colorado,Gunnison,7
Colorado,Hinsdale,2
Colorado,Huerfano,2
Colorado,Jackson,2
Colorado,Jefferson,10
Colorado,Kit Carson,1
Colorado,La Plata,9
Colorado,Lake,6
Colorado,Larimer,29
Colorado,Las Animas,7
Colorado,Logan,2
Colorado,Mesa,21
Colorado,Mineral,2
Colorado,Moffat,12
Colorado,Montezuma,7
Colorado,Montrose,8
Colorado,Morgan,1
Colorado,Otero,2
Colorado,Ouray,2
Colorado,Park,7
Colorado,Pitkin,1
Colorado,Prowers,8
Colorado,Pueblo,15
Colorado,Rio Blanco,7
Colorado,Rio Grande,3
Colorado,Routt,10
Colorado,Saguache,2
Colorado,San Miguel,1
Colorado,Summit,6
Colorado,Teller,5
