State,County,Number of Mines
Alabama,Autauga,2
Alabama,Baldwin,4
Alabama,Barbour,4
Alabama,Bibb,4
Alabama,Blount,9
Alabama,Calhoun,3
Alabama,Cherokee,1
Alabama,Chilton,3
Alabama,Choctaw,1
Alabama,Clarke,4
Alabama,Colbert,5
Alabama,Conecuh,2
Alabama,Coosa,1
Alabama,Cullman,2
Alabama,Dale,1
Alabama,Dallas,5
Alabama,De Kalb,1
Alabama,Elmore,4
Alabama,Escambia,10
Alabama,Etowah,2
Alabama,Fayette,4
Alabama,Franklin,5
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Houston,2
Alabama,Jackson,5
Alabama,Jefferson,25
Alabama,Lawrence,2
Alabama,Lee,2
Alabama,Limestone,1
Alabama,Lowndes,2
Alabama,Macon,3
Alabama,Madison,4
Alabama,Marengo,1
Alabama,Marion,6
Alabama,Marshall,3
Alabama,Mobile,7
Alabama,Monroe,4
Alabama,Montgomery,13
Alabama,Morgan,4
Alabama,Pickens,3
Alabama,Randolph,1
Alabama,Russell,4
Alabama,Shelby,18
Alabama,St Clair,6
Alabama,Sumter,1
Alabama,Talladega,7
Alabama,Tuscaloosa,17
Alabama,Walker,20
Alabama,Washington,1
Alabama,Winston,3
Alaska,2010,1
Alaska,Anchorage,7
Alaska,Bethel,2
Alaska,Fairbanks North Star,24
Alaska,Juneau,7
Alaska,Kenai Peninsula,11
Alaska,Ketchikan Gateway,2
Alaska,Matanuska-Susitna,20
Alaska,Nome,2
Alaska,North Slope,1
Alaska,Northwest Arctic,1
Alaska,Sitka,4
Alaska,Skagway-Hoonah-Angoon,2
Alaska,Southeast Fairbanks,2
Alaska,Valdez-Cordova,2
Alaska,Yukon-Koyukuk,8
Arizona,Apache,6
Arizona,Cochise,22
Arizona,Coconino,63
Arizona,Gila,15
Arizona,Graham,4
Arizona,Greenlee,5
Arizona,La Paz,9
Arizona,Maricopa,80
Arizona,Mohave,40
Arizona,Navajo,17
Arizona,Pima,46
Arizona,Pinal,46
Arizona,Santa Cruz,5
Arizona,Yavapai,44
Arizona,Yuma,12
Arkansas,Arkansas,1
Arkansas,Baxter,4
Arkansas,Benton,5
Arkansas,Bradley,2
Arkansas,Calhoun,1
Arkansas,Carroll,2
Arkansas,Clark,1
Arkansas,Cleburne,4
Arkansas,Conway,3
Arkansas,Craighead,5
Arkansas,Crawford,2
Arkansas,Crittenden,1
Arkansas,Cross,3
Arkansas,Desha,1
Arkansas,Faulkner,5
Arkansas,Franklin,5
Arkansas,Garland,12
Arkansas,Grant,3
Arkansas,Greene,2
Arkansas,Hot Spring,7
Arkansas,Howard,1
Arkansas,Independence,8
Arkansas,Izard,4
Arkansas,Jackson,1
Arkansas,Jefferson,1
Arkansas,Johnson,3
Arkansas,Lawrence,3
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,2
Arkansas,Marion,1
Arkansas,Montgomery,11
Arkansas,Nevada,1
Arkansas,Ouachita,3
Arkansas,Perry,1
Arkansas,Pike,4
Arkansas,Poinsett,4
Arkansas,Polk,1
Arkansas,Pope,4
Arkansas,Pulaski,13
Arkansas,Randolph,1
Arkansas,Saline,8
Arkansas,Searcy,2
Arkansas,Sebastian,11
Arkansas,Sevier,3
Arkansas,Sharp,1
Arkansas,Stone,7
Arkansas,Van Buren,4
Arkansas,Washington,4
Arkansas,White,3
California,Alameda,9
California,Alpine,1
California,Amador,11
California,Butte,7
California,Calaveras,7
California,Colusa,2
California,Contra Costa,12
California,Del Norte,4
California,El Dorado,8
California,Fresno,10
California,Glenn,6
California,Humboldt,21
California,Imperial,14
California,Inyo,12
California,Kern,30
California,Lake,12
California,Lassen,8
California,Los Angeles,31
California,Madera,3
California,Marin,3
California,Mariposa,6
California,Mendocino,17
California,Merced,8
California,Modoc,5
California,Mono,5
California,Monterey,10
California,Napa,2
California,Nevada,9
California,Orange,5
California,Placer,8
California,Plumas,5
California,Riverside,51
California,Sacramento,12
California,San Benito,8
California,San Bernardino,45
California,San Diego,24
California,San Francisco,2
California,San Joaquin,13
California,San Luis Obispo,10
California,San Mateo,3
California,Santa Barbara,10
California,Santa Clara,8
California,Santa Cruz,8
California,Shasta,17
California,Sierra,1
California,Siskiyou,8
California,Solano,3
California,Sonoma,16
California,Stanislaus,7
California,Sutter,2
California,Tehama,10
California,Trinity,3
California,Tulare,7
California,Tuolumne,4
California,Ventura,11
California,Yolo,6
California,Yuba,11
Colorado,Adams,19
Colorado,Alamosa,10
Colorado,Arapahoe,5
