State,County,Number of Mines
Alabama,Autauga,4
Alabama,Baldwin,5
Alabama,Barbour,2
Alabama,Bibb,5
Alabama,Blount,10
Alabama,Calhoun,2
Alabama,Cherokee,3
Alabama,Chilton,3
Alabama,Clarke,3
Alabama,Cleburne,1
Alabama,Colbert,5
Alabama,Conecuh,1
Alabama,Coosa,1
Alabama,Covington,1
Alabama,Cullman,4
Alabama,Dale,1
Alabama,Dallas,5
Alabama,De Kalb,2
Alabama,Elmore,4
Alabama,Escambia,6
Alabama,Etowah,2
Alabama,Fayette,4
Alabama,Franklin,5
Alabama,Geneva,1
Alabama,Hale,1
Alabama,Henry,1
Alabama,Jackson,7
Alabama,Jefferson,33
Alabama,Lawrence,2
Alabama,Lee,3
Alabama,Limestone,1
Alabama,Lowndes,2
Alabama,Macon,3
Alabama,Madison,2
Alabama,Marengo,1
Alabama,Marion,7
Alabama,Marshall,3
Alabama,Mobile,7
Alabama,Monroe,7
Alabama,Montgomery,12
Alabama,Morgan,4
Alabama,Pickens,2
Alabama,Randolph,2
Alabama,Russell,4
Alabama,Shelby,19
Alabama,St Clair,7
Alabama,Sumter,1
Alabama,Talladega,7
Alabama,Tuscaloosa,17
Alabama,Walker,19
Alabama,Washington,1
Alabama,Winston,3
Alaska,Anchorage,15
Alaska,Bethel,3
Alaska,Bristol Bay,1
Alaska,Denali,2
Alaska,Dillingham,4
Alaska,Fairbanks North Star,30
Alaska,Juneau,6
Alaska,Kenai Peninsula,12
Alaska,Ketchikan Gateway,1
Alaska,Kodiak Island,4
Alaska,Matanuska-Susitna,22
Alaska,Nome,7
Alaska,North Slope,1
Alaska,Northwest Arctic,2
Alaska,Sitka,2
Alaska,Skagway-Hoonah-Angoon,3
Alaska,Southeast Fairbanks,4
Alaska,Valdez-Cordova,5
Alaska,Yukon-Koyukuk,11
Arizona,Apache,8
Arizona,Cochise,21
Arizona,Coconino,42
Arizona,Gila,18
Arizona,Graham,4
Arizona,Greenlee,4
Arizona,La Paz,7
Arizona,Maricopa,91
Arizona,Mohave,45
Arizona,Navajo,19
Arizona,Pima,33
Arizona,Pinal,46
Arizona,Santa Cruz,8
Arizona,Yavapai,41
Arizona,Yuma,13
Arkansas,Baxter,4
Arkansas,Benton,5
Arkansas,Boone,3
Arkansas,Bradley,1
Arkansas,Calhoun,2
Arkansas,Carroll,2
Arkansas,Cleburne,2
Arkansas,Conway,3
Arkansas,Craighead,4
Arkansas,Crawford,2
Arkansas,Crittenden,1
Arkansas,Cross,2
Arkansas,Desha,1
Arkansas,Faulkner,3
Arkansas,Franklin,4
Arkansas,Garland,12
Arkansas,Grant,4
Arkansas,Greene,2
Arkansas,Hot Spring,7
Arkansas,Howard,2
Arkansas,Independence,9
Arkansas,Izard,4
Arkansas,Jackson,2
Arkansas,Jefferson,1
Arkansas,Johnson,3
Arkansas,Lawrence,2
Arkansas,Lincoln,1
Arkansas,Little River,2
Arkansas,Logan,2
Arkansas,Marion,1
Arkansas,Montgomery,13
Arkansas,Nevada,1
Arkansas,Ouachita,3
Arkansas,Perry,2
Arkansas,Pike,4
Arkansas,Poinsett,3
Arkansas,Polk,3
Arkansas,Pope,3
Arkansas,Pulaski,10
Arkansas,Randolph,1
Arkansas,Saline,9
Arkansas,Searcy,2
Arkansas,Sebastian,10
Arkansas,Sevier,2
Arkansas,Sharp,1
Arkansas,Stone,5
Arkansas,Van Buren,4
Arkansas,Washington,7
Arkansas,White,2
California,Alameda,8
California,Alpine,1
California,Amador,11
California,Butte,8
California,Calaveras,5
California,Colusa,2
California,Contra Costa,10
California,Del Norte,2
California,El Dorado,7
California,Fresno,9
California,Glenn,5
California,Humboldt,24
California,Imperial,10
California,Inyo,14
California,Kern,24
California,Kings,1
California,Lake,11
California,Lassen,7
California,Los Angeles,30
California,Madera,2
California,Marin,2
California,Mariposa,5
California,Mendocino,16
California,Merced,10
California,Modoc,5
California,Mono,5
California,Monterey,11
California,Napa,3
California,Nevada,6
California,Orange,4
California,Placer,10
California,Plumas,7
California,Riverside,58
California,Sacramento,8
California,San Benito,9
California,San Bernardino,56
California,San Diego,25
California,San Francisco,2
California,San Joaquin,10
California,San Luis Obispo,10
California,San Mateo,4
California,Santa Barbara,11
California,Santa Clara,7
California,Santa Cruz,7
California,Shasta,18
California,Sierra,2
California,Siskiyou,10
California,Solano,3
California,Sonoma,13
California,Stanislaus,7
California,Sutter,2
California,Tehama,9
California,Trinity,3
California,Tulare,6
California,Tuolumne,5
California,Ventura,11
California,Yolo,7
California,Yuba,12
Colorado,Adams,14
Colorado,Alamosa,8
Colorado,Arapahoe,2
Colorado,Archuleta,7
Colorado,Baca,4
Colorado,Bent,1
Colorado,Boulder,14
Colorado,Chaffee,7
Colorado,Clear Creek,3
Colorado,Conejos,4
Colorado,Custer,1
Colorado,Delta,7
Colorado,Denver,3
Colorado,Dolores,1
Colorado,Douglas,4
Colorado,Eagle,3
Colorado,El Paso,11
Colorado,Elbert,2
Colorado,Fremont,23
Colorado,Garfield,9
Colorado,Grand,6
Colorado,Gunnison,8
Colorado,Hinsdale,1
Colorado,Huerfano,2
Colorado,Jackson,2
Colorado,Jefferson,17
Colorado,Kit Carson,1
Colorado,La Plata,10
Colorado,Lake,3
Colorado,Larimer,43
Colorado,Las Animas,7
Colorado,Logan,2
Colorado,Mesa,24
Colorado,Moffat,6
Colorado,Montezuma,8
Colorado,Montrose,11
Colorado,Morgan,4
Colorado,Otero,3
Colorado,Ouray,3
Colorado,Park,5
Colorado,Phillips,1
Colorado,Prowers,8
Colorado,Pueblo,12
Colorado,Rio Blanco,6
Colorado,Rio Grande,4
Colorado,Routt,8
Colorado,Saguache,2
Colorado,San Juan,1
Colorado,San Miguel,1
Colorado,Sedgwick,1
Colorado,Summit,4
Colorado,Teller,5
Colorado,Weld,27
Connecticut,Fairfield,12
Connecticut,Hartford,20
Connecticut,Litchfield,18
Connecticut,Middlesex,5
Connecticut,New Haven,15
Connecticut,New London,13
Connecticut,Tolland,13
Connecticut,Windham,18
Delaware,Kent,3
Delaware,New Castle,2
Delaware,Sussex,3
Florida,Alachua,5
Florida,Bay,1
Florida,Brevard,5
Florida,Broward,2
Florida,Calhoun,1
Florida,Charlotte,8
Florida,Citrus,6
Florida,Clay,3
Florida,Collier,8
Florida,Dade,15
Florida,De Soto,3
Florida,Dixie,1
Florida,Duval,1
Florida,Escambia,7
Florida,Gadsden,5
Florida,Gilchrist,1
Florida,Glades,4
Florida,Hamilton,2
Florida,Hardee,1
Florida,Hendry,2
Florida,Hernando,7
Florida,Hillsborough,4
Florida,Jackson,5
Florida,Jefferson,1
Florida,Lafayette,3
Florida,Lake,7
Florida,Lee,8
Florida,Leon,1
Florida,Levy,3
Florida,Liberty,1
Florida,Manatee,3
Florida,Marion,15
Florida,Monroe,4
Florida,Okaloosa,2
Florida,Okeechobee,4
Florida,Orange,2
Florida,Palm Beach,7
Florida,Pasco,2
Florida,Polk,23
Florida,Putnam,3
Florida,Santa Rosa,4
Florida,Sarasota,3
Florida,St Lucie,5
Florida,Sumter,7
Florida,Suwannee,8
Florida,Taylor,3
Florida,Volusia,1
Florida,Walton,5
Florida,Washington,3
Georgia,Baldwin,2
Georgia,Barrow,1
Georgia,Bartow,5
Georgia,Berrien,1
Georgia,Bibb,3
Georgia,Brantley,2
Georgia,Calhoun,1
Georgia,Carroll,1
Georgia,Catoosa,1
Georgia,Chatham,2
Georgia,Cherokee,3
Georgia,Clarke,1
Georgia,Clayton,3
Georgia,Cobb,1
Georgia,Columbia,2
Georgia,Cook,1
Georgia,Coweta,1
Georgia,Crawford,1
Georgia,De Kalb,5
Georgia,Decatur,5
Georgia,Dougherty,1
Georgia,Douglas,4
Georgia,Echols,1
Georgia,Effingham,4
Georgia,Elbert,17
Georgia,Evans,1
Georgia,Fayette,2
Georgia,Floyd,3
Georgia,Forsyth,3
Georgia,Fulton,7
Georgia,Gilmer,3
Georgia,Glascock,1
Georgia,Gordon,1
Georgia,Greene,4
Georgia,Gwinnett,3
Georgia,Habersham,1
Georgia,Hall,3
Georgia,Hancock,1
Georgia,Harris,1
Georgia,Hart,1
Georgia,Heard,1
Georgia,Henry,1
Georgia,Houston,2
Georgia,Jackson,4
Georgia,Jasper,1
Georgia,Jefferson,3
Georgia,Jones,2
Georgia,Lee,2
Georgia,Long,2
Georgia,Lumpkin,1
Georgia,Macon,2
Georgia,Marion,1
Georgia,Monroe,2
Georgia,Montgomery,1
Georgia,Morgan,1
Georgia,Murray,3
Georgia,Muscogee,2
Georgia,Newton,2
Georgia,Oconee,1
Georgia,Oglethorpe,21
Georgia,Paulding,3
Georgia,Pickens,11
Georgia,Polk,2
Georgia,Rabun,1
Georgia,Richmond,5
Georgia,Rockdale,1
Georgia,Spalding,1
Georgia,Stephens,1
Georgia,Sumter,2
Georgia,Talbot,3
Georgia,Taylor,2
Georgia,Thomas,2
Georgia,Toombs,1
Georgia,Towns,2
Georgia,Troup,1
Georgia,Twiggs,4
Georgia,Union,1
Georgia,Walker,2
Georgia,Warren,3
Georgia,Washington,10
Georgia,White,1
Georgia,Whitfield,4
Georgia,Wilkes,2
Georgia,Wilkinson,11
Hawaii,Hawaii,24
Hawaii,Honolulu,7
Hawaii,Kauai,4
Hawaii,Maui,9
Idaho,Ada,22
Idaho,Adams,1
Idaho,Bannock,2
Idaho,Bear Lake,5
Idaho,Benewah,3
Idaho,Bingham,5
Idaho,Blaine,5
Idaho,Boise,1
Idaho,Bonner,7
Idaho,Bonneville,13
Idaho,Boundary,2
Idaho,Canyon,13
Idaho,Caribou,10
Idaho,Cassia,9
Idaho,Clark,1
Idaho,Clearwater,2
Idaho,Custer,5
Idaho,Elmore,4
Idaho,Franklin,3
Idaho,Fremont,2
Idaho,Gem,4
Idaho,Gooding,1
Idaho,Idaho,8
Idaho,Jefferson,4
Idaho,Kootenai,11
Idaho,Latah,2
Idaho,Lemhi,4
Idaho,Madison,6
Idaho,Minidoka,7
Idaho,Nez Perce,7
Idaho,Oneida,3
Idaho,Owyhee,1
Idaho,Payette,4
Idaho,Power,2
Idaho,Shoshone,8
Idaho,Teton,3
Idaho,Twin Falls,10
Idaho,Valley,6
Idaho,Washington,2
Illinois,Adams,4
