State,County,Number of Employees
Alabama,Autauga,17
Alabama,Baldwin,0
Alabama,Barbour,78
Alabama,Bibb,32
Alabama,Blount,124
Alabama,Calhoun,117
Alabama,Cherokee,0
Alabama,Chilton,22
Alabama,Choctaw,0
Alabama,Clarke,18
Alabama,Coffee,2
Alabama,Colbert,56
Alabama,Conecuh,18
Alabama,Coosa,14
Alabama,Cullman,125
Alabama,Dale,6
Alabama,Dallas,64
Alabama,De Kalb,25
Alabama,Elmore,25
Alabama,Escambia,38
Alabama,Etowah,16
Alabama,Fayette,361
Alabama,Franklin,128
Alabama,Geneva,3
Alabama,Greene,3
Alabama,Hale,8
Alabama,Henry,5
Alabama,Jackson,31
Alabama,Jefferson,2842
Alabama,Lawrence,16
Alabama,Lee,29
Alabama,Lowndes,49
Alabama,Macon,28
Alabama,Madison,64
Alabama,Marengo,61
Alabama,Marion,74
Alabama,Marshall,26
Alabama,Mobile,116
Alabama,Monroe,21
Alabama,Montgomery,103
Alabama,Morgan,50
Alabama,Pickens,0
Alabama,Randolph,4
Alabama,Russell,40
Alabama,Shelby,640
Alabama,St Clair,200
Alabama,Sumter,64
Alabama,Talladega,350
Alabama,Tuscaloosa,2679
Alabama,Walker,2703
Alabama,Washington,7
Alabama,Wilcox,0
Alabama,Winston,85
Alaska,2003,38
Alaska,2005,133
Alaska,2006,88
Alaska,2007,13
Alaska,2008,0
Alaska,2009,0
Alaska,2010,0
Alaska,2011,5
Alaska,2012,78
Alaska,2014,226
Alaska,Aleutians East,78
Arizona,Apache,45
Arizona,Cochise,202
Arizona,Coconino,99
Arizona,Gila,1524
Arizona,Graham,12
Arizona,Greenlee,928
Arizona,La Paz,10
Arizona,Maricopa,922
Arizona,Mohave,257
Arizona,Navajo,980
Arizona,Pima,1735
Arizona,Pinal,2645
Arizona,Santa Cruz,15
Arizona,Yavapai,815
Arizona,Yuma,27
Arkansas,Baxter,66
Arkansas,Benton,26
Arkansas,Boone,10
Arkansas,Bradley,12
