State,County,Number of Employees
Alabama,Autauga,13
Alabama,Baldwin,6
Alabama,Barbour,61
Alabama,Bibb,20
Alabama,Blount,26
Alabama,Calhoun,68
Alabama,Cherokee,6
Alabama,Chilton,21
Alabama,Clarke,17
Alabama,Cleburne,5
Alabama,Coffee,2
Alabama,Colbert,77
Alabama,Conecuh,20
Alabama,Coosa,19
Alabama,Crenshaw,3
Alabama,Cullman,136
Alabama,Dale,8
Alabama,Dallas,69
Alabama,De Kalb,11
Alabama,Elmore,14
Alabama,Escambia,71
Alabama,Etowah,19
Alabama,Fayette,367
Alabama,Franklin,38
Alabama,Geneva,1
Alabama,Greene,7
Alabama,Hale,6
Alabama,Henry,3
Alabama,Houston,2
Alabama,Jackson,12
Alabama,Jefferson,1881
Alabama,Lawrence,25
Alabama,Lee,28
Alabama,Lowndes,37
Alabama,Macon,41
Alabama,Madison,81
Alabama,Marengo,95
Alabama,Marion,107
Alabama,Marshall,31
Alabama,Mobile,167
Alabama,Monroe,10
Alabama,Montgomery,88
Alabama,Morgan,60
Alabama,Pickens,17
Alabama,Russell,36
Alabama,Shelby,628
Alabama,St Clair,202
Alabama,Sumter,73
Alabama,Talladega,402
Alabama,Tuscaloosa,2440
Alabama,Walker,1728
Alabama,Washington,7
Alabama,Winston,86
Alaska,2001,0
Alaska,2002,9
Alaska,2005,229
Alaska,2006,29
Alaska,2007,2
Alaska,2009,23
Alaska,2011,195
Alaska,2012,79
Alaska,2014,205
Alaska,Aleutians East,255
Arizona,Apache,34
Arizona,Cochise,185
Arizona,Coconino,125
Arizona,Gila,1392
Arizona,Graham,37
Arizona,Greenlee,1885
Arizona,La Paz,163
Arizona,Maricopa,586
Arizona,Mohave,175
Arizona,Navajo,966
Arizona,Pima,2086
Arizona,Pinal,3273
Arizona,Santa Cruz,10
Arizona,Yavapai,1153
Arizona,Yuma,62
Arkansas,Ashley,2
Arkansas,Baxter,29
Arkansas,Benton,91
Arkansas,Boone,69
Arkansas,Bradley,12
Arkansas,Calhoun,31
Arkansas,Carroll,8
Arkansas,Clark,23
Arkansas,Clay,4
Arkansas,Cleburne,12
Arkansas,Conway,12
Arkansas,Craighead,22
