State,County,Number of Employees
Alabama,Autauga,41
Alabama,Baldwin,9
Alabama,Barbour,75
Alabama,Bibb,53
Alabama,Blount,113
Alabama,Calhoun,21
Alabama,Cherokee,2
Alabama,Chilton,21
Alabama,Clarke,28
Alabama,Colbert,106
Alabama,Coosa,11
Alabama,Covington,18
Alabama,Cullman,24
Alabama,Dale,4
Alabama,Dallas,29
Alabama,De Kalb,13
Alabama,Elmore,51
Alabama,Escambia,47
Alabama,Etowah,28
Alabama,Fayette,369
Alabama,Franklin,69
Alabama,Geneva,4
Alabama,Hale,6
Alabama,Jackson,38
Alabama,Jefferson,1445
Alabama,Lamar,0
Alabama,Lawrence,10
Alabama,Lee,64
Alabama,Limestone,10
Alabama,Lowndes,36
Alabama,Macon,29
Alabama,Madison,57
Alabama,Marengo,77
Alabama,Marion,32
Alabama,Marshall,24
Alabama,Mobile,160
Alabama,Monroe,18
Alabama,Montgomery,40
Alabama,Morgan,41
Alabama,Pickens,0
Alabama,Randolph,19
Alabama,Russell,20
Alabama,Shelby,851
Alabama,St Clair,162
Alabama,Sumter,47
Alabama,Talladega,317
Alabama,Tuscaloosa,1779
Alabama,Walker,540
Alabama,Winston,102
Alaska,Aleutians East,0
Alaska,Aleutians West,11
Alaska,Anchorage,107
Alaska,Bethel,41
Alaska,Denali,20
Alaska,Dillingham,7
Alaska,Fairbanks North Star,528
Alaska,Haines,5
Alaska,Juneau,431
Alaska,Kenai Peninsula,20
Alaska,Ketchikan Gateway,42
Alaska,Kodiak Island,57
Alaska,Lake and Peninsula,4
Alaska,Matanuska-Susitna,73
Alaska,Nome,73
Alaska,North Slope,2
Alaska,Northwest Arctic,200
Alaska,Prince of Wales-Outer Ketchikan,5
Alaska,Sitka,11
Alaska,Skagway-Hoonah-Angoon,9
Alaska,Southeast Fairbanks,270
Alaska,Valdez-Cordova,19
Alaska,Wade Hampton,4
Alaska,Wrangell-Petersburg,4
Alaska,Yukon-Koyukuk,214
Arizona,Apache,49
Arizona,Cochise,165
Arizona,Coconino,179
Arizona,Gila,1517
Arizona,Graham,470
Arizona,Greenlee,1908
Arizona,La Paz,20
Arizona,Maricopa,553
Arizona,Mohave,576
Arizona,Navajo,508
Arizona,Pima,1992
Arizona,Pinal,289
Arizona,Santa Cruz,26
Arizona,Yavapai,1061
Arizona,Yuma,65
Arkansas,Arkansas,2
Arkansas,Baxter,44
Arkansas,Benton,65
Arkansas,Boone,9
Arkansas,Bradley,3
Arkansas,Calhoun,12
Arkansas,Carroll,14
Arkansas,Chicot,0
Arkansas,Cleburne,25
Arkansas,Conway,28
Arkansas,Craighead,11
Arkansas,Crawford,51
Arkansas,Crittenden,2
Arkansas,Cross,9
Arkansas,Faulkner,21
Arkansas,Franklin,58
Arkansas,Fulton,4
Arkansas,Garland,85
Arkansas,Grant,28
Arkansas,Greene,6
Arkansas,Hot Spring,55
Arkansas,Howard,29
Arkansas,Independence,194
Arkansas,Izard,85
Arkansas,Jackson,21
Arkansas,Jefferson,2
Arkansas,Johnson,7
Arkansas,Lawrence,27
Arkansas,Lincoln,2
Arkansas,Little River,148
Arkansas,Logan,63
Arkansas,Lonoke,13
Arkansas,Marion,2
Arkansas,Miller,51
Arkansas,Montgomery,34
Arkansas,Ouachita,36
Arkansas,Perry,14
Arkansas,Pike,16
Arkansas,Poinsett,12
Arkansas,Polk,46
Arkansas,Pope,41
Arkansas,Pulaski,365
Arkansas,Randolph,5
Arkansas,Saline,276
Arkansas,Scott,3
Arkansas,Searcy,2
Arkansas,Sebastian,213
Arkansas,Sevier,31
Arkansas,Sharp,4
Arkansas,Stone,7
Arkansas,Van Buren,15
Arkansas,Washington,82
Arkansas,White,45
Arkansas,Yell,0
California,Alameda,103
California,Alpine,2
California,Amador,125
California,Butte,47
California,Calaveras,16
California,Colusa,2
California,Contra Costa,59
California,Del Norte,11
California,El Dorado,24
California,Fresno,97
California,Glenn,25
California,Humboldt,56
California,Imperial,287
California,Inyo,167
California,Kern,1151
California,Lake,30
California,Lassen,33
California,Los Angeles,297
California,Madera,8
California,Marin,17
California,Mariposa,15
California,Mendocino,33
California,Merced,45
California,Modoc,21
California,Mono,10
California,Monterey,89
California,Napa,71
California,Nevada,27
California,Orange,42
California,Placer,16
California,Plumas,20
California,Riverside,486
California,Sacramento,103
California,San Benito,96
California,San Bernardino,1072
California,San Diego,195
California,San Francisco,2
California,San Joaquin,107
California,San Luis Obispo,55
California,San Mateo,25
California,Santa Barbara,188
California,Santa Clara,150
California,Santa Cruz,26
California,Shasta,177
California,Sierra,4
California,Siskiyou,31
California,Solano,46
California,Sonoma,90
California,Stanislaus,42
California,Sutter,13
California,Tehama,31
California,Trinity,7
California,Tulare,61
California,Tuolumne,51
California,Ventura,149
California,Yolo,55
California,Yuba,117
Colorado,Adams,71
Colorado,Alamosa,11
Colorado,Arapahoe,2
Colorado,Archuleta,16
Colorado,Baca,13
Colorado,Bent,5
Colorado,Boulder,120
Colorado,Chaffee,22
Colorado,Clear Creek,543
Colorado,Conejos,12
Colorado,Custer,8
Colorado,Delta,295
Colorado,Denver,8
Colorado,Dolores,3
Colorado,Douglas,3
Colorado,Eagle,14
Colorado,El Paso,66
Colorado,Elbert,8
Colorado,Fremont,242
Colorado,Garfield,72
Colorado,Gilpin,6
Colorado,Grand,17
Colorado,Gunnison,724
Colorado,Hinsdale,6
Colorado,Huerfano,4
Colorado,Jackson,6
Colorado,Jefferson,108
Colorado,Kiowa,4
Colorado,La Plata,95
Colorado,Lake,26
Colorado,Larimer,272
Colorado,Las Animas,58
Colorado,Logan,2
Colorado,Mesa,74
Colorado,Moffat,436
Colorado,Montezuma,53
Colorado,Montrose,38
Colorado,Morgan,3
Colorado,Otero,5
Colorado,Ouray,10
Colorado,Park,15
Colorado,Prowers,36
Colorado,Pueblo,142
Colorado,Rio Blanco,186
Colorado,Rio Grande,5
Colorado,Routt,480
Colorado,Saguache,5
Colorado,San Miguel,3
Colorado,Summit,18
Colorado,Teller,343
Colorado,Weld,170
Colorado,Yuma,2
Connecticut,Fairfield,30
Connecticut,Hartford,128
Connecticut,Litchfield,114
Connecticut,Middlesex,18
Connecticut,New Haven,140
Connecticut,New London,34
Connecticut,Tolland,50
Connecticut,Windham,86
Delaware,Kent,17
Delaware,New Castle,36
Delaware,Sussex,17
Florida,Alachua,116
Florida,Bay,2
Florida,Brevard,11
Florida,Broward,2
Florida,Calhoun,2
Florida,Charlotte,69
Florida,Citrus,54
Florida,Clay,86
Florida,Collier,41
Florida,Dade,616
Florida,De Soto,7
Florida,Dixie,3
Florida,Duval,9
Florida,Escambia,15
Florida,Gadsden,116
Florida,Gilchrist,2
Florida,Glades,30
Florida,Gulf,2
Florida,Hamilton,250
Florida,Hardee,165
Florida,Hendry,2
Florida,Hernando,243
Florida,Hillsborough,34
Florida,Holmes,2
Florida,Indian River,13
Florida,Jackson,46
Florida,Jefferson,3
Florida,Lafayette,9
Florida,Lake,55
Florida,Lee,91
Florida,Leon,1
Florida,Levy,13
Florida,Liberty,3
Florida,Manatee,136
Florida,Marion,166
Florida,Martin,27
Florida,Monroe,1
Florida,Okaloosa,3
Florida,Okeechobee,2
Florida,Orange,10
Florida,Palm Beach,53
Florida,Pasco,22
Florida,Polk,995
Florida,Putnam,37
Florida,Santa Rosa,25
Florida,Sarasota,33
Florida,St Johns,6
Florida,St Lucie,31
Florida,Sumter,141
Florida,Suwannee,81
Florida,Taylor,37
Florida,Walton,15
Florida,Washington,14
Georgia,Appling,64
Georgia,Baldwin,27
Georgia,Barrow,11
Georgia,Bartow,57
Georgia,Berrien,2
Georgia,Bibb,11
