State,County,Number of Employees
Alabama,Autauga,7
Alabama,Barbour,65
Alabama,Bibb,9
Alabama,Blount,122
Alabama,Calhoun,89
Alabama,Chilton,23
Alabama,Clarke,27
Alabama,Coffee,2
Alabama,Colbert,54
Alabama,Conecuh,17
Alabama,Coosa,18
Alabama,Cullman,95
Alabama,Dale,8
Alabama,Dallas,78
Alabama,De Kalb,13
Alabama,Elmore,26
Alabama,Escambia,59
Alabama,Etowah,22
Alabama,Fayette,333
Alabama,Franklin,47
Alabama,Geneva,2
Alabama,Greene,3
Alabama,Hale,9
Alabama,Henry,6
Alabama,Houston,3
Alabama,Jackson,50
Alabama,Jefferson,2055
Alabama,Lawrence,23
Alabama,Lee,29
Alabama,Lowndes,42
Alabama,Macon,38
Alabama,Madison,88
Alabama,Marengo,90
Alabama,Marion,104
Alabama,Marshall,31
Alabama,Mobile,93
Alabama,Monroe,12
Alabama,Montgomery,114
Alabama,Morgan,45
Alabama,Pickens,14
Alabama,Russell,44
Alabama,Shelby,641
Alabama,St Clair,227
Alabama,Sumter,58
Alabama,Talladega,382
Alabama,Tallapoosa,0
Alabama,Tuscaloosa,2393
Alabama,Walker,1588
Alabama,Washington,8
Alabama,Winston,101
Alaska,2001,2
Alaska,2002,22
Alaska,2005,102
Alaska,2006,155
Alaska,2007,4
Alaska,2009,28
Alaska,2010,0
Alaska,2011,162
Alaska,2012,207
Alaska,2014,272
Alaska,Aleutians East,235
Arizona,Apache,46
Arizona,Cochise,204
Arizona,Coconino,159
Arizona,Gila,1202
Arizona,Graham,14
Arizona,Greenlee,1490
Arizona,La Paz,159
Arizona,Maricopa,625
Arizona,Mohave,188
Arizona,Navajo,953
Arizona,Pima,2045
Arizona,Pinal,3217
Arizona,Santa Cruz,17
Arizona,Yavapai,953
Arizona,Yuma,67
Arkansas,Ashley,4
Arkansas,Baxter,28
Arkansas,Benton,38
Arkansas,Boone,35
Arkansas,Bradley,11
Arkansas,Calhoun,42
Arkansas,Carroll,10
Arkansas,Clark,19
Arkansas,Clay,3
Arkansas,Cleburne,7
Arkansas,Conway,2
Arkansas,Craighead,22
Arkansas,Crawford,33
Arkansas,Crittenden,35
Arkansas,Cross,3
Arkansas,Dallas,6
Arkansas,Desha,12
Arkansas,Faulkner,10
Arkansas,Franklin,12
Arkansas,Fulton,15
Arkansas,Garland,307
Arkansas,Grant,17
Arkansas,Greene,11
Arkansas,Hempstead,4
Arkansas,Hot Spring,50
Arkansas,Howard,122
Arkansas,Independence,147
Arkansas,Izard,43
Arkansas,Jackson,2
Arkansas,Jefferson,5
Arkansas,Johnson,16
Arkansas,Lawrence,58
Arkansas,Little River,189
Arkansas,Logan,23
Arkansas,Marion,12
Arkansas,Miller,4
Arkansas,Montgomery,56
Arkansas,Nevada,2
Arkansas,Newton,0
Arkansas,Ouachita,52
Arkansas,Perry,14
Arkansas,Pike,34
Arkansas,Poinsett,23
Arkansas,Polk,29
Arkansas,Pope,33
Arkansas,Pulaski,382
Arkansas,Saline,780
Arkansas,Scott,0
Arkansas,Searcy,2
Arkansas,Sebastian,87
Arkansas,Sevier,41
Arkansas,Sharp,4
Arkansas,St Francis,8
Arkansas,Stone,9
Arkansas,Union,0
Arkansas,Van Buren,0
Arkansas,Washington,30
Arkansas,White,21
Arkansas,Yell,3
California,Alameda,316
California,Alpine,4
California,Amador,130
California,Butte,39
California,Calaveras,167
California,Contra Costa,166
California,Del Norte,24
California,El Dorado,55
California,Fresno,99
California,Glenn,32
California,Humboldt,41
California,Imperial,405
California,Inyo,279
California,Kern,1578
California,Kings,2
California,Lake,355
California,Lassen,19
California,Los Angeles,717
California,Madera,25
California,Marin,32
California,Mariposa,41
California,Mendocino,46
California,Merced,35
California,Modoc,28
California,Mono,26
California,Monterey,219
California,Napa,57
California,Nevada,64
California,Orange,190
California,Placer,88
California,Plumas,48
California,Riverside,855
California,Sacramento,213
California,San Benito,110
California,San Bernardino,1758
California,San Diego,641
California,San Joaquin,99
California,San Luis Obispo,52
California,San Mateo,38
California,Santa Barbara,630
California,Santa Clara,222
California,Santa Cruz,196
California,Shasta,222
California,Sierra,65
California,Siskiyou,28
California,Solano,97
California,Sonoma,232
California,Stanislaus,66
California,Sutter,7
California,Tehama,21
California,Trinity,19
California,Tulare,27
California,Tuolumne,279
California,Ventura,219
California,Yolo,84
California,Yuba,166
Colorado,Adams,128
Colorado,Alamosa,29
Colorado,Arapahoe,23
Colorado,Archuleta,3
Colorado,Baca,2
Colorado,Bent,5
Colorado,Boulder,179
Colorado,Chaffee,35
Colorado,Cheyenne,0
Colorado,Clear Creek,530
Colorado,Conejos,7
Colorado,Costilla,54
Colorado,Crowley,0
Colorado,Custer,2
Colorado,Delta,75
Colorado,Denver,12
Colorado,Dolores,5
Colorado,Douglas,51
Colorado,Eagle,18
Colorado,El Paso,128
Colorado,Elbert,6
Colorado,Fremont,285
Colorado,Garfield,218
Colorado,Gilpin,4
Colorado,Grand,10
Colorado,Gunnison,133
Colorado,Huerfano,7
Colorado,Jackson,14
Colorado,Jefferson,151
Colorado,Kit Carson,0
Colorado,La Plata,97
Colorado,Lake,291
Colorado,Larimer,299
Colorado,Las Animas,192
Colorado,Lincoln,0
Colorado,Logan,8
Colorado,Mesa,76
Colorado,Mineral,5
Colorado,Moffat,674
Colorado,Montezuma,51
Colorado,Montrose,176
Colorado,Morgan,23
Colorado,Otero,10
Colorado,Ouray,77
Colorado,Park,93
Colorado,Phillips,10
Colorado,Pitkin,326
Colorado,Prowers,26
Colorado,Pueblo,45
Colorado,Rio Blanco,215
Colorado,Rio Grande,70
Colorado,Routt,291
Colorado,Saguache,5
Colorado,San Juan,206
Colorado,San Miguel,125
Colorado,Sedgwick,2
Colorado,Summit,43
Colorado,Teller,62
Colorado,Washington,0
Colorado,Weld,119
Connecticut,Fairfield,65
Connecticut,Hartford,215
Connecticut,Litchfield,179
Connecticut,Middlesex,61
Connecticut,New Haven,325
Connecticut,New London,64
Connecticut,Tolland,70
Connecticut,Windham,52
Delaware,Kent,12
Delaware,New Castle,58
Delaware,Sussex,5
Florida,Alachua,65
Florida,Bay,7
Florida,Brevard,32
Florida,Broward,241
Florida,Calhoun,7
Florida,Charlotte,73
Florida,Citrus,123
Florida,Clay,367
Florida,Collier,104
Florida,Columbia,11
Florida,Dade,1120
Florida,De Soto,18
Florida,Duval,10
Florida,Escambia,40
Florida,Gadsden,244
Florida,Glades,45
Florida,Hamilton,599
Florida,Hardee,49
Florida,Hendry,2
Florida,Hernando,764
Florida,Hillsborough,481
Florida,Indian River,23
Florida,Jackson,41
Florida,Lake,89
Florida,Lee,174
Florida,Leon,9
Florida,Levy,48
Florida,Manatee,95
Florida,Marion,207
Florida,Martin,0
Florida,Monroe,54
Florida,Okaloosa,3
