State,County,Number of Employees
Georgia,Habersham,16
Georgia,Hall,26
Georgia,Hancock,20
Georgia,Hart,42
Georgia,Henry,16
Georgia,Houston,101
Georgia,Jackson,12
Georgia,Jasper,7
Georgia,Jefferson,253
Georgia,Jenkins,53
Georgia,Jones,86
Georgia,Lanier,6
Georgia,Lee,3
Georgia,Liberty,4
Georgia,Long,7
Georgia,Lumpkin,10
Georgia,Macon,63
Georgia,Madison,11
Georgia,Marion,39
Georgia,McDuffie,5
Georgia,Monroe,39
Georgia,Montgomery,3
Georgia,Morgan,5
Georgia,Murray,130
Georgia,Muscogee,45
Georgia,Newton,5
Georgia,Oglethorpe,146
Georgia,Paulding,17
Georgia,Peach,3
Georgia,Pickens,190
Georgia,Pierce,0
Georgia,Polk,18
Georgia,Rabun,9
Georgia,Richmond,86
Georgia,Rockdale,2
Georgia,Spalding,11
Georgia,Stephens,13
Georgia,Sumter,139
Georgia,Talbot,74
Georgia,Taylor,23
Georgia,Thomas,258
Georgia,Toombs,3
Georgia,Towns,9
Georgia,Troup,9
Georgia,Twiggs,108
Georgia,Union,10
Georgia,Walton,3
Georgia,Warren,42
Georgia,Washington,499
Georgia,White,6
Georgia,Whitfield,36
Georgia,Wilkes,16
Georgia,Wilkinson,839
Hawaii,Hawaii,92
Hawaii,Honolulu,157
Hawaii,Kauai,22
Hawaii,Maui,42
Idaho,Ada,111
Idaho,Adams,10
Idaho,Bannock,15
Idaho,Bear Lake,5
Idaho,Benewah,26
Idaho,Bingham,30
Idaho,Blaine,14
Idaho,Boise,24
Idaho,Bonner,50
Idaho,Bonneville,45
Idaho,Boundary,6
Idaho,Canyon,40
Idaho,Caribou,388
Idaho,Cassia,139
Idaho,Clark,6
Idaho,Clearwater,23
Idaho,Custer,160
Idaho,Elmore,10
Idaho,Franklin,32
Idaho,Fremont,12
Idaho,Gem,12
Idaho,Gooding,5
Idaho,Idaho,48
Idaho,Jefferson,9
Idaho,Kootenai,32
Idaho,Latah,8
Idaho,Lemhi,7
Idaho,Madison,20
Idaho,Minidoka,14
Idaho,Nez Perce,116
Idaho,Oneida,63
Idaho,Owyhee,15
Idaho,Payette,27
Idaho,Power,9
Idaho,Shoshone,571
Idaho,Teton,7
Idaho,Twin Falls,6
Idaho,Valley,11
Idaho,Washington,3
Illinois,Adams,121
Illinois,Alexander,42
Illinois,Bond,5
Illinois,Boone,15
Illinois,Bureau,5
Illinois,Carroll,6
Illinois,Champaign,7
Illinois,Christian,13
Illinois,Clark,41
Illinois,Clinton,4
Illinois,Coles,17
Illinois,Cook,175
Illinois,Crawford,2
Illinois,Cumberland,12
Illinois,De Kalb,14
Illinois,Douglas,14
Illinois,Fayette,4
Illinois,Ford,5
Illinois,Franklin,357
Illinois,Fulton,9
Illinois,Gallatin,186
Illinois,Greene,5
Illinois,Grundy,20
Illinois,Hamilton,286
Illinois,Hancock,14
Illinois,Hardin,87
Illinois,Henderson,9
Illinois,Henry,15
Illinois,Iroquois,6
Illinois,Jackson,20
Illinois,Jefferson,5
Illinois,Jersey,9
Illinois,Jo Daviess,26
Illinois,Johnson,22
Illinois,Kane,86
Illinois,Kankakee,38
Illinois,Kendall,19
Illinois,La Salle,513
Illinois,Lake,30
Illinois,Lawrence,7
Illinois,Lee,14
Illinois,Livingston,40
Illinois,Macon,4
Illinois,Macoupin,106
Illinois,Madison,62
Illinois,Marshall,13
Illinois,Mason,5
Illinois,Massac,57
Illinois,McDonough,12
Illinois,McHenry,65
Illinois,McLean,20
Illinois,Menard,19
Illinois,Monroe,12
Illinois,Montgomery,196
Illinois,Ogle,81
Illinois,Peoria,10
Illinois,Perry,282
Illinois,Pike,32
Illinois,Pulaski,31
Illinois,Putnam,12
Illinois,Randolph,270
Illinois,Rock Island,42
Illinois,Saline,1218
Illinois,Sangamon,295
Illinois,Scott,8
Illinois,Shelby,11
Illinois,St Clair,89
Illinois,Stephenson,13
Illinois,Tazewell,29
Illinois,Union,23
Illinois,Vermilion,21
Illinois,Wabash,47
Illinois,Warren,10
Illinois,Washington,350
Illinois,White,282
Illinois,Whiteside,9
Illinois,Will,164
Illinois,Williamson,170
Illinois,Winnebago,49
Illinois,Woodford,12
Indiana,Adams,25
Indiana,Allen,67
Indiana,Bartholomew,25
Indiana,Blackford,5
Indiana,Boone,6
Indiana,Carroll,27
Indiana,Cass,87
Indiana,Clark,232
Indiana,Clay,34
Indiana,Crawford,170
Indiana,Daviess,119
Indiana,De Kalb,23
Indiana,Dearborn,5
Indiana,Decatur,13
Indiana,Delaware,17
Indiana,Dubois,146
Indiana,Elkhart,23
Indiana,Fayette,6
Indiana,Floyd,5
Indiana,Franklin,16
Indiana,Fulton,1
Indiana,Gibson,1036
Indiana,Grant,39
Indiana,Greene,68
Indiana,Hamilton,118
Indiana,Harrison,78
Indiana,Henry,10
Indiana,Howard,18
Indiana,Huntington,20
Indiana,Jackson,5
Indiana,Jasper,7
Indiana,Jay,10
Indiana,Jennings,9
Indiana,Johnson,13
Indiana,Knox,639
Indiana,Kosciusko,13
Indiana,La Grange,3
Indiana,La Porte,6
Indiana,Lake,78
Indiana,Lawrence,205
Indiana,Madison,31
Indiana,Marion,72
Indiana,Marshall,8
Indiana,Martin,64
Indiana,Miami,22
Indiana,Monroe,159
Indiana,Montgomery,5
Indiana,Morgan,55
Indiana,Newton,14
Indiana,Noble,16
Indiana,Orange,26
Indiana,Owen,5
Indiana,Parke,8
Indiana,Pike,464
Indiana,Porter,11
Indiana,Posey,9
Indiana,Pulaski,21
Indiana,Putnam,181
Indiana,Randolph,7
Indiana,Ripley,32
Indiana,Rush,6
Indiana,Scott,9
Indiana,Shelby,29
Indiana,Spencer,16
Indiana,St Joseph,13
Indiana,Steuben,20
Indiana,Sullivan,970
Indiana,Switzerland,34
Indiana,Tippecanoe,13
Indiana,Vanderburgh,16
Indiana,Vermillion,9
Indiana,Vigo,32
Indiana,Wabash,15
Indiana,Warren,5
Indiana,Warrick,316
Indiana,Washington,0
Indiana,Wayne,19
Indiana,Wells,9
Indiana,White,10
Iowa,Adair,144
Iowa,Allamakee,7
Iowa,Appanoose,38
Iowa,Benton,45
Iowa,Black Hawk,43
Iowa,Boone,2
Iowa,Bremer,2
Iowa,Buchanan,2
Iowa,Buena Vista,2
Iowa,Butler,6
Iowa,Calhoun,2
Iowa,Carroll,4
Iowa,Cass,3
Iowa,Cerro Gordo,102
Iowa,Cherokee,3
Iowa,Chickasaw,18
Iowa,Clay,8
Iowa,Clayton,215
Iowa,Clinton,57
Iowa,Crawford,2
Iowa,Dallas,13
Iowa,Davis,6
Iowa,Delaware,21
Iowa,Des Moines,107
Iowa,Dickinson,23
Iowa,Dubuque,13
Iowa,Emmet,5
Iowa,Fayette,42
Iowa,Floyd,25
Iowa,Greene,5
Iowa,Grundy,0
Iowa,Guthrie,3
Iowa,Hamilton,3
Iowa,Hardin,107
Iowa,Henry,6
Iowa,Humboldt,8
Iowa,Iowa,3
Iowa,Jackson,13
Iowa,Jasper,19
Iowa,Jefferson,7
Iowa,Johnson,49
Iowa,Jones,35
Iowa,Keokuk,15
Iowa,Kossuth,16
Iowa,Lee,14
Iowa,Linn,50
Iowa,Louisa,27
Iowa,Lyon,2
Iowa,Madison,5
Iowa,Marion,55
Iowa,Marshall,4
Iowa,Mitchell,39
Iowa,Montgomery,5
Iowa,Muscatine,38
Iowa,Osceola,8
Iowa,Palo Alto,2
Iowa,Plymouth,31
Iowa,Pocahontas,47
Iowa,Polk,128
Iowa,Pottawattamie,25
Iowa,Poweshiek,10
Iowa,Sac,11
Iowa,Scott,207
Iowa,Sioux,35
Iowa,Story,77
Iowa,Tama,2
Iowa,Van Buren,68
Iowa,Wapello,34
Iowa,Washington,9
Iowa,Webster,106
Iowa,Winneshiek,112
Iowa,Woodbury,4
Iowa,Worth,7
Iowa,Wright,11
Kansas,Allen,147
Kansas,Anderson,10
Kansas,Atchison,11
Kansas,Barber,18
Kansas,Barton,10
Kansas,Bourbon,14
Kansas,Butler,49
Kansas,Chase,23
Kansas,Cherokee,2
Kansas,Clay,0
Kansas,Cloud,12
Kansas,Cowley,38
Kansas,Crawford,48
Kansas,Dickinson,26
Kansas,Doniphan,6
Kansas,Douglas,48
Kansas,Edwards,5
Kansas,Elk,10
Kansas,Ellis,8
Kansas,Ellsworth,43
Kansas,Finney,17
Kansas,Ford,11
Kansas,Franklin,16
Kansas,Geary,3
Kansas,Grant,3
Kansas,Gray,2
Kansas,Greeley,0
Kansas,Hamilton,12
Kansas,Jefferson,49
Kansas,Jewell,4
Kansas,Johnson,99
Kansas,Kearny,11
Kansas,Kiowa,3
Kansas,Labette,4
Kansas,Lincoln,32
Kansas,Linn,14
Kansas,Lyon,13
Kansas,Marion,8
Kansas,Marshall,55
Kansas,McPherson,27
Kansas,Miami,6
Kansas,Montgomery,14
Kansas,Morris,1
Kansas,Nemaha,2
Kansas,Neosho,106
Kansas,Norton,2
Kansas,Osage,20
Kansas,Pawnee,4
Kansas,Phillips,4
Kansas,Pottawatomie,14
Kansas,Pratt,7
Kansas,Reno,54
Kansas,Rice,85
Kansas,Riley,34
Kansas,Saline,7
Kansas,Sedgwick,26
Kansas,Shawnee,6
Kansas,Sherman,2
Kansas,Smith,2
Kansas,Stafford,1
Kansas,Stanton,12
Kansas,Sumner,6
Kansas,Thomas,5
Kansas,Wabaunsee,30
Kansas,Washington,7
Kansas,Wilson,26
Kansas,Wyandotte,34
Kentucky,Adair,28
Kentucky,Allen,5
Kentucky,Anderson,18
Kentucky,Barren,21
Kentucky,Bell,401
Kentucky,Boone,16
Kentucky,Bourbon,18
Kentucky,Boyd,58
Kentucky,Boyle,9
Kentucky,Breathitt,105
Kentucky,Breckinridge,21
Kentucky,Bullitt,72
Kentucky,Butler,8
Kentucky,Caldwell,56
Kentucky,Calloway,3
Kentucky,Carlisle,0
Kentucky,Carroll,13
Kentucky,Carter,59
Kentucky,Casey,7
Kentucky,Christian,21
Kentucky,Clay,48
Kentucky,Clinton,26
Kentucky,Crittenden,26
Kentucky,Cumberland,2
Kentucky,Daviess,37
Kentucky,Elliott,7
Kentucky,Estill,35
Kentucky,Fayette,29
Kentucky,Fleming,9
Kentucky,Floyd,568
Kentucky,Franklin,24
Kentucky,Gallatin,82
Kentucky,Garrard,9
Kentucky,Graves,18
Kentucky,Grayson,13
Kentucky,Green,10
Kentucky,Hancock,15
Kentucky,Hardin,30
Kentucky,Harlan,1027
Kentucky,Hart,13
Kentucky,Henderson,21
Kentucky,Henry,18
Kentucky,Hickman,1
Kentucky,Hopkins,1304
Kentucky,Jackson,22
Kentucky,Jefferson,214
Kentucky,Jessamine,17
Kentucky,Johnson,81
Kentucky,Knott,468
Kentucky,Knox,208
Kentucky,Laurel,13
Kentucky,Lawrence,140
Kentucky,Lee,3
Kentucky,Leslie,291
Kentucky,Letcher,412
Kentucky,Lewis,4
Kentucky,Livingston,404
Kentucky,Logan,17
Kentucky,Lyon,5
Kentucky,Madison,36
Kentucky,Magoffin,161
Kentucky,Marion,10
Kentucky,Marshall,40
Kentucky,Martin,504
Kentucky,Mason,178
Kentucky,McCreary,1
Kentucky,McLean,84
Kentucky,Meade,95
Kentucky,Menifee,9
Kentucky,Mercer,12
Kentucky,Monroe,5
Kentucky,Montgomery,7
Kentucky,Morgan,11
Kentucky,Muhlenberg,481
Kentucky,Nelson,17
Kentucky,Ohio,819
Kentucky,Oldham,16
Kentucky,Owsley,0
Kentucky,Pendleton,212
Kentucky,Perry,1023
Kentucky,Pike,1878
Kentucky,Powell,22
Kentucky,Pulaski,47
Kentucky,Rockcastle,27
Kentucky,Scott,27
Kentucky,Simpson,9
Kentucky,Todd,11
Kentucky,Trigg,5
Kentucky,Union,1221
Kentucky,Warren,17
Kentucky,Wayne,5
Kentucky,Webster,299
Kentucky,Whitley,225
Kentucky,Wolfe,15
Louisiana,Allen,11
Louisiana,Ascension,196
Louisiana,Assumption,20
Louisiana,Beauregard,10
Louisiana,Caddo,1
Louisiana,Calcasieu,92
Louisiana,De Soto,272
Louisiana,East Baton Rouge,28
Louisiana,East Feliciana,46
Louisiana,Grant,7
Louisiana,Iberia,462
Louisiana,Jefferson,47
Louisiana,Jefferson Davis,10
Louisiana,La Salle,6
Louisiana,Lafayette,3
Louisiana,Lafourche,9
Louisiana,Livingston,36
Louisiana,Morehouse,6
Louisiana,Natchitoches,20
Louisiana,Orleans,2
Louisiana,Ouachita,2
Louisiana,Plaquemines,4
Louisiana,Pointe Coupee,36
Louisiana,Rapides,17
Louisiana,St Bernard,6
Louisiana,St Charles,7
Louisiana,St Helena,106
Louisiana,St James,370
Louisiana,St John the Baptist,1
Louisiana,St Martin,7
Louisiana,St Mary,13
Louisiana,St Tammany,41
Louisiana,Tangipahoa,53
Louisiana,Vermilion,6
Louisiana,Washington,91
Louisiana,Webster,13
Louisiana,West Baton Rouge,5
Louisiana,West Feliciana,3
Louisiana,Winn,11
Maine,Androscoggin,73
Maine,Aroostook,39
Maine,Cumberland,89
Maine,Franklin,19
Maine,Hancock,51
Maine,Kennebec,53
Maine,Knox,114
Maine,Lincoln,4
Maine,Oxford,25
Maine,Penobscot,59
Maine,Piscataquis,10
Maine,Sagadahoc,20
Maine,Somerset,14
Maine,Waldo,23
Maine,Washington,14
Maine,York,97
Maryland,Allegany,226
Maryland,Anne Arundel,26
Maryland,Baltimore,118
Maryland,Caroline,2
Maryland,Carroll,121
Maryland,Cecil,91
Maryland,Charles,25
Maryland,Dorchester,8
Maryland,Frederick,97
Maryland,Garrett,207
Maryland,Harford,69
Maryland,Howard,50
Maryland,Kent,5
Maryland,Montgomery,37
Maryland,Prince Georges,62
Maryland,Queen Annes,6
Maryland,St Marys,39
Maryland,Talbot,4
Maryland,Washington,130
Maryland,Wicomico,6
Maryland,Worcester,8
Massachusetts,Barnstable,41
Massachusetts,Berkshire,216
Massachusetts,Bristol,84
Massachusetts,Dukes,4
Massachusetts,Essex,29
Massachusetts,Franklin,42
Massachusetts,Hampden,61
Massachusetts,Hampshire,40
Massachusetts,Middlesex,127
Massachusetts,Norfolk,95
Massachusetts,Plymouth,96
Massachusetts,Suffolk,18
Massachusetts,Worcester,161
Michigan,Alger,1
Michigan,Allegan,53
Michigan,Alpena,165
Michigan,Antrim,5
Michigan,Arenac,2
Michigan,Baraga,7
Michigan,Barry,17
Michigan,Benzie,4
Michigan,Berrien,10
Michigan,Branch,10
Michigan,Calhoun,20
Michigan,Cass,13
Michigan,Charlevoix,118
Michigan,Cheboygan,6
Michigan,Chippewa,48
Michigan,Clare,14
Michigan,Clinton,24
Michigan,Crawford,4
Michigan,Delta,14
Michigan,Dickinson,5
Michigan,Eaton,35
Michigan,Emmet,18
Michigan,Genesee,4
Michigan,Gladwin,6
Michigan,Gogebic,5
Michigan,Grand Traverse,31
Michigan,Gratiot,4
Michigan,Hillsdale,30
Michigan,Houghton,13
Michigan,Huron,24
Michigan,Ingham,7
Michigan,Ionia,13
Michigan,Iosco,27
Michigan,Iron,7
Michigan,Isabella,20
Michigan,Jackson,115
Michigan,Kalamazoo,46
Michigan,Kalkaska,0
Michigan,Kent,40
Michigan,Keweenaw,1
Michigan,Lapeer,47
Michigan,Leelanau,18
Michigan,Lenawee,14
Michigan,Livingston,23
Michigan,Mackinac,57
Michigan,Macomb,5
Michigan,Manistee,1
Michigan,Marquette,1424
Michigan,Mason,21
Michigan,Mecosta,8
Michigan,Menominee,9
Michigan,Missaukee,8
Michigan,Monroe,71
Michigan,Montcalm,28
Michigan,Montmorency,7
Michigan,Muskegon,40
Michigan,Newaygo,3
Michigan,Oakland,74
Michigan,Oceana,4
Michigan,Ogemaw,20
Michigan,Ontonagon,2
Michigan,Osceola,3
Michigan,Oscoda,4
Michigan,Ottawa,16
Michigan,Presque Isle,162
Michigan,Roscommon,48
Michigan,Saginaw,0
Michigan,Sanilac,15
Michigan,Schoolcraft,91
Michigan,Shiawassee,26
Michigan,St Clair,3
Michigan,St Joseph,6
Michigan,Tuscola,9
Michigan,Washtenaw,40
Michigan,Wayne,128
Michigan,Wexford,8
Minnesota,Aitkin,2
Minnesota,Becker,24
Minnesota,Beltrami,48
Minnesota,Benton,44
Minnesota,Big Stone,28
Minnesota,Blue Earth,54
Minnesota,Brown,13
Minnesota,Carlton,7
Minnesota,Carver,7
Minnesota,Cass,7
Minnesota,Chippewa,9
Minnesota,Chisago,19
Minnesota,Clay,67
Minnesota,Clearwater,1
Minnesota,Cook,7
Minnesota,Cottonwood,5
Minnesota,Crow Wing,26
Minnesota,Dakota,110
Minnesota,Dodge,1
Minnesota,Douglas,38
Minnesota,Fillmore,3
Minnesota,Freeborn,6
Minnesota,Goodhue,7
Minnesota,Grant,1
Minnesota,Hennepin,90
Minnesota,Houston,13
Minnesota,Hubbard,19
Minnesota,Isanti,2
Minnesota,Itasca,266
Minnesota,Jackson,2
Minnesota,Kanabec,11
Minnesota,Kandiyohi,48
Minnesota,Kittson,4
Minnesota,Koochiching,2
Minnesota,Lac qui Parle,5
Minnesota,Lake,347
Minnesota,Lake of the Woods,9
Minnesota,Le Sueur,176
Minnesota,Lincoln,7
Minnesota,Lyon,14
Minnesota,Mahnomen,2
Minnesota,Marshall,15
Minnesota,McLeod,10
Minnesota,Meeker,9
Minnesota,Mille Lacs,12
Minnesota,Morrison,31
Minnesota,Mower,2
Minnesota,Murray,8
Minnesota,Nicollet,11
Minnesota,Nobles,3
Minnesota,Olmsted,42
Minnesota,Otter Tail,21
Minnesota,Pennington,18
Minnesota,Pine,11
Minnesota,Pipestone,7
Minnesota,Polk,30
Minnesota,Pope,13
Minnesota,Red Lake,0
Minnesota,Redwood,20
Minnesota,Renville,9
Minnesota,Rice,32
Minnesota,Rock,17
Minnesota,Roseau,7
Minnesota,Scott,67
Minnesota,Sherburne,38
Minnesota,Sibley,17
Minnesota,St Louis,4174
Minnesota,Stearns,105
Minnesota,Steele,14
Minnesota,Stevens,7
Minnesota,Swift,4
Minnesota,Todd,9
Minnesota,Wabasha,12
Minnesota,Wadena,8
Minnesota,Waseca,1
Minnesota,Washington,69
Minnesota,Watonwan,8
Minnesota,Wilkin,5
Minnesota,Winona,34
Minnesota,Wright,16
Minnesota,Yellow Medicine,18
Mississippi,Adams,8
Mississippi,Bolivar,0
Mississippi,Carroll,10
Mississippi,Choctaw,205
Mississippi,Clarke,6
Mississippi,Clay,5
Mississippi,Coahoma,7
Mississippi,Copiah,62
Mississippi,De Soto,26
Mississippi,Forrest,10
Mississippi,Franklin,2
Mississippi,Hancock,26
Mississippi,Harrison,3
Mississippi,Hinds,74
Mississippi,Holmes,5
Mississippi,Itawamba,12
Mississippi,Kemper,118
Mississippi,Lafayette,6
Mississippi,Lamar,7
Mississippi,Lauderdale,2
Mississippi,Lincoln,21
Mississippi,Lowndes,13
Mississippi,Marion,13
Mississippi,Marshall,13
Mississippi,Monroe,17
Mississippi,Noxubee,2
Mississippi,Panola,39
Mississippi,Pearl River,91
Mississippi,Perry,7
Mississippi,Pike,4
Mississippi,Stone,8
Mississippi,Tate,19
Mississippi,Tippah,187
Mississippi,Walthall,11
Mississippi,Warren,4
Mississippi,Yalobusha,14
Mississippi,Yazoo,29
Missouri,Adair,1
Missouri,Andrew,39
Missouri,Barry,15
Missouri,Barton,1
Missouri,Bates,46
Missouri,Benton,25
Missouri,Bollinger,10
Missouri,Boone,52
Missouri,Buchanan,18
Missouri,Butler,12
Missouri,Caldwell,8
Missouri,Callaway,100
