State,County,Number of Employees
Alabama,Autauga,7
Alabama,Baldwin,7
Alabama,Barbour,60
Alabama,Bibb,4
Alabama,Blount,43
Alabama,Calhoun,50
Alabama,Chilton,27
Alabama,Clarke,23
Alabama,Cleburne,6
Alabama,Coffee,1
Alabama,Colbert,104
Alabama,Conecuh,23
Alabama,Coosa,16
Alabama,Covington,2
Alabama,Cullman,18
Alabama,Dale,4
Alabama,Dallas,45
Alabama,De Kalb,20
Alabama,Elmore,41
Alabama,Escambia,59
Alabama,Etowah,19
Alabama,Fayette,344
Alabama,Franklin,36
Alabama,Geneva,3
Alabama,Greene,0
Alabama,Hale,4
Alabama,Houston,4
Alabama,Jackson,20
Alabama,Jefferson,2349
Alabama,Lauderdale,5
Alabama,Lawrence,32
Alabama,Lee,46
Alabama,Lowndes,40
Alabama,Macon,48
Alabama,Madison,65
Alabama,Marengo,78
Alabama,Marion,24
Alabama,Marshall,45
Alabama,Mobile,169
Alabama,Monroe,21
Alabama,Montgomery,107
Alabama,Morgan,76
Alabama,Pickens,10
Alabama,Russell,23
Alabama,Shelby,865
Alabama,St Clair,171
Alabama,Sumter,74
Alabama,Talladega,513
Alabama,Tuscaloosa,1572
Alabama,Walker,654
Alabama,Washington,4
Alabama,Winston,41
Alaska,Aleutians West,6
Alaska,Anchorage,76
Alaska,Bethel,16
Alaska,Denali,0
Alaska,Fairbanks North Star,309
Alaska,Juneau,286
Alaska,Kenai Peninsula,5
Alaska,Ketchikan Gateway,3
Alaska,Matanuska-Susitna,68
Alaska,Nome,41
Alaska,Northwest Arctic,162
Alaska,Prince of Wales-Outer Ketchikan,15
Alaska,Sitka,6
Alaska,Southeast Fairbanks,2
Alaska,Valdez-Cordova,3
Alaska,Yukon-Koyukuk,220
Arizona,Apache,35
Arizona,Cochise,151
Arizona,Coconino,325
Arizona,Gila,716
Arizona,Graham,15
Arizona,Greenlee,2650
Arizona,La Paz,29
Arizona,Maricopa,824
Arizona,Mohave,258
Arizona,Navajo,819
Arizona,Pima,2120
Arizona,Pinal,3003
Arizona,Santa Cruz,16
Arizona,Yavapai,872
Arizona,Yuma,67
Arkansas,Baxter,26
Arkansas,Benton,97
Arkansas,Boone,27
Arkansas,Bradley,7
Arkansas,Calhoun,24
Arkansas,Carroll,18
Arkansas,Clark,0
Arkansas,Cleburne,19
Arkansas,Conway,10
Arkansas,Craighead,15
Arkansas,Crawford,48
Arkansas,Crittenden,35
Arkansas,Cross,3
Arkansas,Desha,8
Arkansas,Faulkner,33
Arkansas,Franklin,33
Arkansas,Garland,110
Arkansas,Grant,12
Arkansas,Greene,14
Arkansas,Hempstead,4
Arkansas,Hot Spring,69
Arkansas,Howard,52
Arkansas,Independence,134
Arkansas,Izard,64
Arkansas,Jackson,3
Arkansas,Jefferson,5
Arkansas,Johnson,13
Arkansas,Lawrence,66
Arkansas,Lincoln,11
Arkansas,Little River,213
Arkansas,Logan,68
Arkansas,Madison,8
Arkansas,Marion,5
Arkansas,Miller,0
Arkansas,Montgomery,41
Arkansas,Nevada,0
Arkansas,Ouachita,54
Arkansas,Perry,9
Arkansas,Pike,49
Arkansas,Poinsett,30
Arkansas,Polk,53
Arkansas,Pope,45
Arkansas,Pulaski,495
Arkansas,Saline,437
Arkansas,Scott,0
Arkansas,Sebastian,123
Arkansas,Sevier,8
Arkansas,Sharp,3
Arkansas,St Francis,12
Arkansas,Stone,2
Arkansas,Union,0
Arkansas,Van Buren,15
Arkansas,Washington,48
Arkansas,White,29
California,Alameda,247
California,Amador,152
California,Butte,57
California,Calaveras,26
California,Colusa,5
California,Contra Costa,104
California,Del Norte,18
California,El Dorado,41
California,Fresno,91
California,Glenn,36
California,Humboldt,70
California,Imperial,256
California,Inyo,293
California,Kern,1393
California,Lake,142
California,Lassen,21
California,Los Angeles,469
California,Madera,39
California,Marin,47
California,Mariposa,16
California,Mendocino,41
California,Merced,33
California,Modoc,39
California,Mono,41
California,Monterey,150
California,Napa,60
California,Nevada,58
California,Orange,162
California,Placer,58
California,Plumas,6
California,Riverside,567
California,Sacramento,219
California,San Benito,120
California,San Bernardino,1451
California,San Diego,398
California,San Francisco,3
California,San Joaquin,154
California,San Luis Obispo,47
California,San Mateo,25
California,Santa Barbara,468
California,Santa Clara,230
California,Santa Cruz,186
California,Shasta,215
California,Sierra,73
California,Siskiyou,36
California,Solano,69
California,Sonoma,161
California,Stanislaus,47
California,Sutter,28
California,Tehama,33
California,Trinity,7
California,Tulare,68
California,Tuolumne,75
California,Ventura,157
California,Yolo,61
California,Yuba,100
Colorado,Adams,160
Colorado,Alamosa,93
Colorado,Arapahoe,35
Colorado,Archuleta,24
Colorado,Baca,7
Colorado,Boulder,146
Colorado,Chaffee,32
Colorado,Clear Creek,585
Colorado,Delta,144
Colorado,Denver,16
Colorado,Dolores,27
Colorado,Douglas,21
Colorado,Eagle,26
Colorado,El Paso,82
Colorado,Elbert,4
Colorado,Fremont,269
Colorado,Garfield,47
Colorado,Gilpin,0
Colorado,Grand,12
Colorado,Gunnison,469
Colorado,Hinsdale,6
Colorado,Huerfano,4
Colorado,Jackson,3
Colorado,Jefferson,266
Colorado,Kit Carson,4
Colorado,La Plata,89
Colorado,Lake,138
Colorado,Larimer,313
Colorado,Las Animas,15
Colorado,Lincoln,0
Colorado,Logan,6
Colorado,Mesa,130
Colorado,Moffat,469
Colorado,Montezuma,56
Colorado,Montrose,74
Colorado,Morgan,32
Colorado,Otero,42
Colorado,Ouray,19
Colorado,Park,19
Colorado,Phillips,1
Colorado,Pitkin,3
Colorado,Prowers,62
Colorado,Pueblo,51
Colorado,Rio Blanco,135
Colorado,Rio Grande,7
Colorado,Routt,473
Colorado,Saguache,2
Colorado,San Juan,0
Colorado,San Miguel,8
Colorado,Sedgwick,2
Colorado,Summit,24
Colorado,Teller,244
Colorado,Weld,167
Connecticut,Fairfield,43
Connecticut,Hartford,143
Connecticut,Litchfield,173
Connecticut,Middlesex,17
Connecticut,New Haven,260
Connecticut,New London,24
Connecticut,Tolland,76
Connecticut,Windham,67
Delaware,Kent,31
Delaware,New Castle,68
Delaware,Sussex,14
Florida,Alachua,42
Florida,Brevard,15
Florida,Broward,37
Florida,Calhoun,3
Florida,Charlotte,63
Florida,Citrus,100
Florida,Clay,282
Florida,Collier,75
Florida,Columbia,27
Florida,Dade,945
Florida,De Soto,9
Florida,Dixie,4
Florida,Escambia,44
Florida,Franklin,0
Florida,Gadsden,172
Florida,Gilchrist,2
Florida,Glades,39
Florida,Hamilton,295
Florida,Hardee,158
Florida,Hernando,600
Florida,Hillsborough,867
Florida,Indian River,9
Florida,Jackson,49
Florida,Lafayette,16
Florida,Lake,93
Florida,Lee,205
Florida,Leon,2
Florida,Levy,48
Florida,Manatee,110
Florida,Marion,169
Florida,Martin,4
Florida,Monroe,14
Florida,Okaloosa,10
Florida,Okeechobee,3
Florida,Orange,10
Florida,Palm Beach,72
Florida,Pasco,36
Florida,Polk,1338
Florida,Putnam,67
Florida,Santa Rosa,22
Florida,Sarasota,43
Florida,Seminole,2
Florida,St Lucie,24
Florida,Sumter,119
Florida,Suwannee,19
Florida,Taylor,85
Florida,Volusia,1
Florida,Walton,18
Florida,Washington,10
Georgia,Baldwin,7
Georgia,Banks,15
Georgia,Barrow,23
Georgia,Bartow,128
Georgia,Berrien,2
Georgia,Bibb,17
Georgia,Carroll,23
Georgia,Catoosa,17
Georgia,Chatham,59
Georgia,Cherokee,27
Georgia,Clarke,20
Georgia,Clay,25
Georgia,Clayton,37
Georgia,Cobb,67
Georgia,Columbia,33
Georgia,Cook,4
Georgia,Coweta,15
Georgia,Crawford,43
Georgia,De Kalb,83
Georgia,Decatur,286
Georgia,Dougherty,4
Georgia,Douglas,60
Georgia,Early,0
Georgia,Echols,6
Georgia,Effingham,14
Georgia,Elbert,98
Georgia,Evans,2
Georgia,Fayette,49
Georgia,Floyd,39
Georgia,Forsyth,73
Georgia,Fulton,138
Georgia,Gilmer,68
Georgia,Glascock,114
Georgia,Grady,15
Georgia,Greene,13
Georgia,Gwinnett,131
Georgia,Habersham,13
Georgia,Hall,64
Georgia,Hancock,12
Georgia,Harris,15
Georgia,Hart,69
Georgia,Heard,9
Georgia,Henry,37
Georgia,Houston,119
Georgia,Jackson,16
Georgia,Jasper,33
Georgia,Jefferson,265
Georgia,Jones,96
Georgia,Lee,15
Georgia,Long,5
Georgia,Lumpkin,16
Georgia,Macon,26
Georgia,Madison,11
Georgia,Marion,31
Georgia,McIntosh,4
Georgia,Monroe,59
Georgia,Montgomery,5
Georgia,Murray,46
Georgia,Muscogee,41
Georgia,Newton,15
Georgia,Oglethorpe,195
Georgia,Paulding,7
Georgia,Pickens,259
Georgia,Polk,22
Georgia,Rabun,12
Georgia,Richmond,95
Georgia,Rockdale,3
Georgia,Spalding,18
Georgia,Stephens,13
Georgia,Sumter,183
Georgia,Talbot,54
Georgia,Taylor,25
Georgia,Thomas,269
Georgia,Towns,7
Georgia,Troup,12
Georgia,Twiggs,595
Georgia,Union,15
Georgia,Walker,27
Georgia,Warren,110
Georgia,Washington,975
Georgia,White,7
Georgia,Whitfield,106
Georgia,Wilkes,14
Georgia,Wilkinson,889
Hawaii,Hawaii,73
Hawaii,Honolulu,195
Hawaii,Kauai,24
Hawaii,Maui,40
Idaho,Ada,139
Idaho,Adams,0
Idaho,Bannock,87
Idaho,Bear Lake,4
Idaho,Benewah,70
Idaho,Bingham,25
Idaho,Blaine,19
Idaho,Bonner,21
Idaho,Bonneville,57
Idaho,Boundary,7
Idaho,Butte,2
Idaho,Canyon,50
Idaho,Caribou,366
Idaho,Cassia,55
Idaho,Clark,6
Idaho,Custer,248
Idaho,Elmore,8
Idaho,Franklin,17
Idaho,Fremont,4
Idaho,Gem,16
Idaho,Idaho,47
Idaho,Jefferson,3
Idaho,Kootenai,41
Idaho,Latah,6
Idaho,Lemhi,147
Idaho,Lewis,3
Idaho,Lincoln,7
Idaho,Madison,15
Idaho,Minidoka,11
Idaho,Nez Perce,76
Idaho,Oneida,67
Idaho,Owyhee,151
Idaho,Payette,2
Idaho,Power,15
Idaho,Shoshone,704
Idaho,Twin Falls,36
Idaho,Valley,14
Idaho,Washington,5
Illinois,Adams,152
Illinois,Alexander,50
Illinois,Bond,15
Illinois,Boone,24
Illinois,Brown,0
Illinois,Bureau,12
Illinois,Carroll,11
Illinois,Champaign,17
Illinois,Christian,54
Illinois,Clark,32
Illinois,Clinton,1
Illinois,Coles,25
Illinois,Cook,406
Illinois,Crawford,12
Illinois,Cumberland,13
Illinois,De Kalb,36
Illinois,Douglas,12
Illinois,Du Page,13
Illinois,Fayette,9
Illinois,Ford,8
Illinois,Franklin,3
Illinois,Fulton,12
Illinois,Gallatin,453
Illinois,Greene,15
Illinois,Grundy,17
Illinois,Hancock,33
Illinois,Hardin,199
Illinois,Henderson,14
Illinois,Henry,12
Illinois,Iroquois,7
Illinois,Jackson,39
Illinois,Jefferson,442
Illinois,Jersey,14
Illinois,Jo Daviess,26
Illinois,Johnson,38
Illinois,Kane,108
Illinois,Kankakee,101
Illinois,Kendall,29
Illinois,Knox,0
Illinois,La Salle,456
Illinois,Lake,59
Illinois,Lawrence,14
