State,County,Number of Employees
Alabama,Autauga,58
Alabama,Baldwin,14
Alabama,Barbour,153
Alabama,Bibb,61
Alabama,Blount,80
Alabama,Calhoun,22
Alabama,Cherokee,3
Alabama,Chilton,7
Alabama,Clarke,61
Alabama,Colbert,83
Alabama,Conecuh,20
Alabama,Coosa,10
Alabama,Covington,25
Alabama,Cullman,0
Alabama,Dale,4
Alabama,Dallas,28
Alabama,De Kalb,10
Alabama,Elmore,85
Alabama,Escambia,69
Alabama,Etowah,22
Alabama,Fayette,9
Alabama,Franklin,56
Alabama,Geneva,4
Alabama,Hale,5
Alabama,Henry,9
Alabama,Jackson,26
Alabama,Jefferson,1621
Alabama,Lawrence,33
Alabama,Lee,47
Alabama,Limestone,10
Alabama,Lowndes,13
Alabama,Macon,31
Alabama,Madison,55
Alabama,Marengo,80
Alabama,Marion,13
Alabama,Marshall,38
Alabama,Mobile,100
Alabama,Monroe,10
Alabama,Montgomery,42
Alabama,Morgan,35
Alabama,Pickens,0
Alabama,Randolph,16
Alabama,Russell,17
Alabama,Shelby,727
Alabama,St Clair,173
Alabama,Sumter,39
Alabama,Talladega,282
Alabama,Tuscaloosa,495
Alabama,Walker,660
Alabama,Washington,2
Alabama,Winston,18
Alaska,Aleutians East,6
Alaska,Aleutians West,14
Alaska,Anchorage,103
Alaska,Bethel,8
Alaska,Denali,93
Alaska,Fairbanks North Star,669
Alaska,Haines,7
Alaska,Juneau,729
Alaska,Kenai Peninsula,37
Alaska,Ketchikan Gateway,28
Alaska,Kodiak Island,27
Alaska,Matanuska-Susitna,103
Alaska,Nome,81
Alaska,North Slope,35
Alaska,Northwest Arctic,247
Alaska,Petersburg Census Area,6
Alaska,Prince of Wales-Hyder Census Area,12
Alaska,Sitka,5
Alaska,Skagway Municipality,4
Alaska,Southeast Fairbanks,312
Alaska,Valdez-Cordova,30
Alaska,Wade Hampton,5
Alaska,Yukon-Koyukuk,88
American Samoa,Tutuila,0
American Samoa,Unknown,15
Arizona,Apache,79
Arizona,Cochise,111
Arizona,Coconino,187
Arizona,Gila,1491
Arizona,Graham,602
Arizona,Greenlee,2892
Arizona,La Paz,29
Arizona,Maricopa,614
Arizona,Mohave,138
Arizona,Navajo,488
Arizona,Pima,1743
Arizona,Pinal,376
Arizona,Santa Cruz,27
Arizona,Yavapai,1153
Arizona,Yuma,65
Arkansas,Arkansas,7
Arkansas,Baxter,22
Arkansas,Benton,53
Arkansas,Boone,11
Arkansas,Bradley,5
Arkansas,Calhoun,11
Arkansas,Carroll,15
Arkansas,Cleburne,2
Arkansas,Conway,17
Arkansas,Craighead,13
Arkansas,Crawford,33
Arkansas,Cross,9
Arkansas,Faulkner,19
Arkansas,Franklin,18
Arkansas,Fulton,4
Arkansas,Garland,60
Arkansas,Grant,43
Arkansas,Greene,10
Arkansas,Hot Spring,60
Arkansas,Howard,81
Arkansas,Independence,147
Arkansas,Izard,114
Arkansas,Jackson,10
Arkansas,Johnson,80
Arkansas,Lawrence,27
Arkansas,Lincoln,1
Arkansas,Little River,141
Arkansas,Logan,60
Arkansas,Lonoke,11
Arkansas,Marion,4
Arkansas,Miller,79
Arkansas,Montgomery,24
Arkansas,Newton,0
Arkansas,Ouachita,7
Arkansas,Perry,8
Arkansas,Pike,14
Arkansas,Poinsett,13
Arkansas,Polk,40
Arkansas,Pope,45
Arkansas,Pulaski,340
Arkansas,Randolph,10
Arkansas,Saline,238
Arkansas,Scott,2
Arkansas,Sebastian,109
Arkansas,Sevier,11
Arkansas,Sharp,62
Arkansas,Stone,8
Arkansas,Van Buren,6
Arkansas,Washington,66
Arkansas,White,51
California,Alameda,117
California,Alpine,2
California,Amador,151
California,Butte,63
California,Calaveras,20
California,Contra Costa,73
California,Del Norte,3
California,El Dorado,22
California,Fresno,100
California,Glenn,28
California,Humboldt,52
California,Imperial,402
California,Inyo,49
California,Kern,1348
California,Lake,19
California,Lassen,22
California,Los Angeles,355
California,Madera,18
California,Marin,15
California,Mariposa,9
California,Mendocino,26
California,Merced,40
California,Modoc,23
California,Mono,6
California,Monterey,91
California,Napa,47
California,Nevada,23
California,Orange,42
California,Placer,15
California,Plumas,32
California,Riverside,562
California,Sacramento,121
California,San Benito,132
California,San Bernardino,1213
California,San Diego,213
California,San Francisco,4
California,San Joaquin,116
California,San Luis Obispo,67
California,San Mateo,24
California,Santa Barbara,179
California,Santa Clara,164
California,Santa Cruz,20
California,Shasta,197
California,Sierra,8
California,Siskiyou,14
California,Solano,61
California,Sonoma,77
California,Stanislaus,39
California,Sutter,9
California,Tehama,41
California,Trinity,8
California,Tulare,71
California,Tuolumne,59
California,Ventura,140
California,Yolo,62
California,Yuba,90
Colorado,Adams,26
Colorado,Alamosa,7
Colorado,Arapahoe,3
Colorado,Archuleta,9
Colorado,Baca,14
Colorado,Bent,2
Colorado,Boulder,133
Colorado,Chaffee,42
Colorado,Clear Creek,304
Colorado,Conejos,14
Colorado,Crowley,1
Colorado,Custer,2
Colorado,Delta,14
Colorado,Denver,13
Colorado,Dolores,0
Colorado,Douglas,13
Colorado,Eagle,14
Colorado,El Paso,63
Colorado,Elbert,4
Colorado,Fremont,250
Colorado,Garfield,48
Colorado,Gilpin,0
Colorado,Grand,21
Colorado,Gunnison,295
Colorado,Hinsdale,5
Colorado,Huerfano,2
Colorado,Jackson,4
Colorado,Jefferson,121
Colorado,Kit Carson,2
Colorado,La Plata,107
Colorado,Lake,280
Colorado,Larimer,227
Colorado,Las Animas,18
Colorado,Logan,9
Colorado,Mesa,101
Colorado,Moffat,389
Colorado,Montezuma,12
Colorado,Montrose,44
Colorado,Morgan,3
Colorado,Otero,4
Colorado,Ouray,19
Colorado,Park,73
Colorado,Pitkin,5
