State,County,Number of Employees
Alabama,Autauga,56
Alabama,Baldwin,18
Alabama,Barbour,83
Alabama,Bibb,54
Alabama,Blount,76
Alabama,Calhoun,16
Alabama,Cherokee,7
Alabama,Chilton,11
Alabama,Clarke,59
Alabama,Colbert,76
Alabama,Conecuh,22
Alabama,Coosa,10
Alabama,Covington,14
Alabama,Cullman,0
Alabama,Dale,4
Alabama,Dallas,30
Alabama,De Kalb,16
Alabama,Elmore,53
Alabama,Escambia,65
Alabama,Etowah,33
Alabama,Fayette,12
Alabama,Franklin,42
Alabama,Geneva,4
Alabama,Hale,5
Alabama,Jackson,58
Alabama,Jefferson,1701
Alabama,Lawrence,23
Alabama,Lee,53
Alabama,Limestone,14
Alabama,Lowndes,63
Alabama,Macon,26
Alabama,Madison,125
Alabama,Marengo,85
Alabama,Marion,13
Alabama,Marshall,44
Alabama,Mobile,67
Alabama,Monroe,14
Alabama,Montgomery,40
Alabama,Morgan,39
Alabama,Pickens,0
Alabama,Randolph,37
Alabama,Russell,18
Alabama,Shelby,700
Alabama,St Clair,152
Alabama,Sumter,41
Alabama,Talladega,305
Alabama,Tuscaloosa,543
Alabama,Walker,496
Alabama,Washington,8
Alabama,Winston,0
Alaska,Aleutians East,3
Alaska,Aleutians West,13
Alaska,Anchorage,76
Alaska,Bethel,24
Alaska,Bristol Bay,0
Alaska,Denali,89
Alaska,Fairbanks North Star,718
Alaska,Haines,14
Alaska,Juneau,732
Alaska,Kenai Peninsula,37
Alaska,Ketchikan Gateway,50
Alaska,Kodiak Island,19
Alaska,Matanuska-Susitna,86
Alaska,Nome,62
Alaska,North Slope,46
Alaska,Northwest Arctic,230
Alaska,Petersburg Census Area,2
Alaska,Prince of Wales-Hyder Census Area,24
Alaska,Sitka,4
Alaska,Skagway Municipality,5
Alaska,Southeast Fairbanks,471
Alaska,Valdez-Cordova,21
Alaska,Wade Hampton,4
Alaska,Yukon-Koyukuk,44
American Samoa,Tutuila,0
American Samoa,Unknown,0
Arizona,Apache,32
Arizona,Cochise,81
Arizona,Coconino,141
Arizona,Gila,933
Arizona,Graham,1119
Arizona,Greenlee,3231
Arizona,La Paz,21
Arizona,Maricopa,636
Arizona,Mohave,228
Arizona,Navajo,91
Arizona,Pima,1786
Arizona,Pinal,507
Arizona,Santa Cruz,52
Arizona,Yavapai,1353
Arizona,Yuma,76
Arkansas,Arkansas,0
Arkansas,Baxter,22
Arkansas,Benton,62
Arkansas,Boone,5
Arkansas,Bradley,5
Arkansas,Calhoun,11
Arkansas,Carroll,15
Arkansas,Cleburne,5
Arkansas,Conway,17
Arkansas,Craighead,8
Arkansas,Crawford,32
Arkansas,Cross,1
Arkansas,Faulkner,23
Arkansas,Franklin,11
Arkansas,Fulton,4
Arkansas,Garland,80
Arkansas,Grant,51
Arkansas,Greene,5
Arkansas,Hot Spring,55
Arkansas,Howard,56
Arkansas,Independence,153
Arkansas,Izard,48
Arkansas,Jackson,9
Arkansas,Johnson,77
Arkansas,Lawrence,31
Arkansas,Lincoln,2
Arkansas,Little River,142
Arkansas,Logan,67
Arkansas,Lonoke,12
Arkansas,Marion,5
Arkansas,Miller,192
Arkansas,Montgomery,23
Arkansas,Newton,0
Arkansas,Ouachita,15
Arkansas,Pike,21
Arkansas,Poinsett,18
Arkansas,Polk,42
Arkansas,Pope,48
Arkansas,Pulaski,344
Arkansas,Randolph,17
Arkansas,Saline,207
Arkansas,Scott,4
Arkansas,Searcy,0
Arkansas,Sebastian,44
Arkansas,Sevier,11
Arkansas,Sharp,36
Arkansas,Stone,11
Arkansas,Van Buren,6
Arkansas,Washington,55
Arkansas,White,40
Arkansas,Yell,3
California,Alameda,104
California,Alpine,2
California,Amador,219
California,Butte,49
California,Calaveras,10
California,Contra Costa,68
California,Del Norte,4
California,El Dorado,21
California,Fresno,101
California,Glenn,28
California,Humboldt,68
California,Imperial,357
California,Inyo,45
California,Kern,1434
California,Lake,26
California,Lassen,10
California,Los Angeles,413
California,Madera,9
California,Marin,14
California,Mariposa,8
California,Mendocino,30
California,Merced,38
California,Modoc,29
California,Mono,6
California,Monterey,94
California,Napa,43
California,Nevada,22
California,Orange,44
California,Placer,15
California,Plumas,26
California,Riverside,565
California,Sacramento,115
California,San Benito,127
California,San Bernardino,1210
California,San Diego,181
California,San Francisco,5
California,San Joaquin,128
California,San Luis Obispo,69
California,San Mateo,11
California,Santa Barbara,191
California,Santa Clara,111
California,Santa Cruz,21
California,Shasta,213
California,Sierra,4
California,Siskiyou,13
California,Solano,67
California,Sonoma,71
California,Stanislaus,39
California,Sutter,11
California,Tehama,27
California,Trinity,7
California,Tulare,86
California,Tuolumne,73
California,Ventura,152
California,Yolo,57
California,Yuba,88
Colorado,Adams,17
Colorado,Alamosa,11
Colorado,Archuleta,5
Colorado,Baca,7
Colorado,Bent,5
Colorado,Boulder,131
Colorado,Chaffee,42
Colorado,Cheyenne,0
Colorado,Clear Creek,341
Colorado,Conejos,18
Colorado,Costilla,5
Colorado,Crowley,13
Colorado,Custer,3
Colorado,Delta,14
Colorado,Dolores,5
Colorado,Douglas,9
Colorado,Eagle,13
Colorado,El Paso,66
Colorado,Elbert,3
Colorado,Fremont,232
Colorado,Garfield,42
Colorado,Gilpin,18
Colorado,Grand,21
Colorado,Gunnison,334
Colorado,Hinsdale,5
Colorado,Huerfano,4
Colorado,Jackson,2
Colorado,Jefferson,111
Colorado,Kit Carson,20
Colorado,La Plata,101
Colorado,Lake,277
Colorado,Larimer,191
Colorado,Las Animas,24
Colorado,Lincoln,3
Colorado,Logan,6
Colorado,Mesa,89
Colorado,Moffat,369
Colorado,Montezuma,25
Colorado,Montrose,41
Colorado,Morgan,4
Colorado,Otero,17
Colorado,Ouray,43
Colorado,Park,74
Colorado,Pitkin,10
Colorado,Prowers,23
Colorado,Pueblo,145
Colorado,Rio Blanco,197
Colorado,Rio Grande,8
Colorado,Routt,165
Colorado,Saguache,1
Colorado,San Juan,0
Colorado,San Miguel,17
Colorado,Summit,8
Colorado,Teller,469
Colorado,Weld,353
Connecticut,Fairfield,26
Connecticut,Hartford,109
Connecticut,Litchfield,113
Connecticut,Middlesex,13
Connecticut,New Haven,152
Connecticut,New London,56
Connecticut,Tolland,51
Connecticut,Windham,83
Delaware,Kent,15
Delaware,New Castle,19
Delaware,Sussex,26
Florida,Alachua,157
Florida,Bay,4
Florida,Brevard,36
Florida,Broward,3
Florida,Charlotte,101
Florida,Citrus,62
Florida,Clay,183
Florida,Collier,65
Florida,Dixie,3
Florida,Duval,4
Florida,Escambia,18
Florida,Gadsden,84
Florida,Gilchrist,2
Florida,Glades,51
Florida,Gulf,6
Florida,Hamilton,227
Florida,Hardee,11
Florida,Hendry,18
Florida,Hernando,269
Florida,Hillsborough,51
Florida,Indian River,17
Florida,Jackson,59
Florida,Lafayette,7
Florida,Lake,89
Florida,Lee,195
Florida,Leon,4
Florida,Levy,9
Florida,Manatee,105
Florida,Marion,96
Florida,Martin,35
Florida,Miami-Dade,848
Florida,Okeechobee,10
Florida,Orange,7
Florida,Palm Beach,82
Florida,Pasco,34
Florida,Polk,867
Florida,Putnam,49
Florida,Santa Rosa,9
Florida,St Johns,19
Florida,St Lucie,27
Florida,Sumter,146
Florida,Suwannee,106
Florida,Taylor,72
Florida,Walton,18
Florida,Washington,10
Georgia,Baldwin,79
Georgia,Barrow,14
Georgia,Bartow,66
Georgia,Berrien,3
Georgia,Bibb,13
Georgia,Brantley,61
Georgia,Carroll,12
Georgia,Catoosa,9
Georgia,Charlton,8
Georgia,Chatham,1
Georgia,Chattooga,2
Georgia,Cherokee,42
Georgia,Clarke,15
Georgia,Clayton,88
Georgia,Cobb,36
Georgia,Columbia,32
Georgia,Cook,5
Georgia,Coweta,18
Georgia,Crawford,44
Georgia,De Kalb,59
Georgia,Decatur,15
Georgia,Dougherty,3
Georgia,Douglas,43
Georgia,Early,3
Georgia,Echols,14
Georgia,Effingham,8
Georgia,Elbert,75
Georgia,Fayette,28
Georgia,Floyd,11
Georgia,Forsyth,56
Georgia,Fulton,56
Georgia,Gilmer,62
Georgia,Glynn,5
Georgia,Gordon,4
Georgia,Greene,16
Georgia,Gwinnett,52
Georgia,Habersham,14
Georgia,Hall,47
Georgia,Hancock,35
Georgia,Haralson,4
Georgia,Hart,45
Georgia,Henry,27
Georgia,Houston,116
Georgia,Jackson,18
Georgia,Jefferson,323
Georgia,Jenkins,24
Georgia,Jones,100
Georgia,Lanier,0
Georgia,Liberty,9
Georgia,Long,5
Georgia,Lumpkin,14
Georgia,Macon,14
Georgia,Madison,0
Georgia,Marion,46
Georgia,McDuffie,6
Georgia,Monroe,61
Georgia,Montgomery,4
Georgia,Morgan,8
Georgia,Murray,109
Georgia,Muscogee,45
Georgia,Newton,11
Georgia,Oglethorpe,130
Georgia,Paulding,24
Georgia,Peach,5
Georgia,Pickens,241
Georgia,Pierce,25
Georgia,Polk,13
Georgia,Rabun,13
Georgia,Richmond,77
Georgia,Spalding,17
Georgia,Stephens,11
Georgia,Sumter,119
Georgia,Talbot,93
Georgia,Taylor,27
Georgia,Thomas,319
Georgia,Toombs,0
Georgia,Towns,7
Georgia,Troup,8
Georgia,Twiggs,88
Georgia,Union,12
Georgia,Walton,4
Georgia,Warren,64
Georgia,Washington,472
Georgia,Wayne,53
Georgia,White,11
Georgia,Whitfield,20
Georgia,Wilkes,19
Georgia,Wilkinson,592
Guam,Cocos Island/Guam,182
Hawaii,Hawaii,85
Hawaii,Honolulu,166
Hawaii,Kauai,22
Hawaii,Maui,46
Idaho,Ada,125
Idaho,Adams,10
Idaho,Bannock,41
Idaho,Bear Lake,6
Idaho,Benewah,19
Idaho,Bingham,23
Idaho,Blaine,12
Idaho,Boise,6
Idaho,Bonner,56
Idaho,Bonneville,22
Idaho,Boundary,7
Idaho,Canyon,93
Idaho,Caribou,365
Idaho,Cassia,106
Idaho,Clark,8
Idaho,Clearwater,22
Idaho,Custer,53
Idaho,Elmore,18
Idaho,Franklin,38
Idaho,Fremont,27
Idaho,Gem,13
Idaho,Gooding,2
Idaho,Idaho,82
Idaho,Jefferson,29
Idaho,Kootenai,49
Idaho,Latah,5
Idaho,Lemhi,9
Idaho,Madison,22
Idaho,Minidoka,12
Idaho,Nez Perce,131
Idaho,Oneida,61
Idaho,Owyhee,16
Idaho,Payette,22
Idaho,Power,6
Idaho,Shoshone,505
Idaho,Teton,9
Idaho,Twin Falls,6
Idaho,Valley,39
Idaho,Washington,3
Illinois,Adams,168
Illinois,Alexander,43
Illinois,Bond,8
Illinois,Boone,14
Illinois,Bureau,3
Illinois,Carroll,11
Illinois,Champaign,6
Illinois,Christian,16
Illinois,Clark,48
Illinois,Clinton,9
Illinois,Coles,19
Illinois,Cook,199
Illinois,Crawford,2
Illinois,Cumberland,12
Illinois,De Kalb,16
Illinois,Douglas,14
Illinois,Fayette,4
Illinois,Ford,3
Illinois,Franklin,337
Illinois,Fulton,6
Illinois,Gallatin,4
Illinois,Greene,7
Illinois,Grundy,12
Illinois,Hamilton,192
Illinois,Hancock,21
Illinois,Hardin,69
Illinois,Henry,14
Illinois,Iroquois,5
Illinois,Jackson,20
Illinois,Jefferson,5
Illinois,Jersey,8
Illinois,Jo Daviess,21
Illinois,Johnson,28
Illinois,Kane,116
Illinois,Kankakee,42
Illinois,Kendall,24
Illinois,La Salle,502
Illinois,Lake,27
Illinois,Lawrence,5
Illinois,Lee,24
Illinois,Livingston,50
Illinois,Macon,3
Illinois,Macoupin,35
Illinois,Madison,63
