State,County,Number of Employees
Alabama,Autauga,58
Alabama,Baldwin,15
Alabama,Barbour,108
Alabama,Bibb,54
Alabama,Blount,68
Alabama,Calhoun,17
Alabama,Cherokee,3
Alabama,Chilton,10
Alabama,Clarke,45
Alabama,Colbert,77
Alabama,Conecuh,18
Alabama,Coosa,9
Alabama,Covington,13
Alabama,Cullman,0
Alabama,Dale,4
Alabama,Dallas,31
Alabama,De Kalb,14
Alabama,Elmore,73
Alabama,Escambia,63
Alabama,Etowah,33
Alabama,Fayette,11
Alabama,Franklin,49
Alabama,Geneva,5
Alabama,Hale,5
Alabama,Jackson,66
Alabama,Jefferson,1821
Alabama,Lawrence,31
Alabama,Lee,50
Alabama,Limestone,11
Alabama,Lowndes,53
Alabama,Macon,29
Alabama,Madison,106
Alabama,Marengo,86
Alabama,Marion,19
Alabama,Marshall,40
Alabama,Mobile,72
Alabama,Monroe,13
Alabama,Montgomery,36
Alabama,Morgan,37
Alabama,Pickens,0
Alabama,Randolph,34
Alabama,Russell,18
Alabama,Shelby,741
Alabama,St Clair,149
Alabama,Sumter,40
Alabama,Talladega,315
Alabama,Tuscaloosa,562
Alabama,Walker,673
Alabama,Washington,18
Alabama,Winston,3
Alaska,Aleutians East,3
Alaska,Aleutians West,14
Alaska,Anchorage,84
Alaska,Bethel,26
Alaska,Denali,95
Alaska,Dillingham,0
Alaska,Fairbanks North Star,682
Alaska,Haines,23
Alaska,Juneau,753
Alaska,Kenai Peninsula,43
Alaska,Ketchikan Gateway,11
Alaska,Kodiak Island,19
Alaska,Matanuska-Susitna,77
Alaska,Nome,56
Alaska,North Slope,59
Alaska,Northwest Arctic,248
Alaska,Petersburg Census Area,4
Alaska,Prince of Wales-Hyder Census Area,16
Alaska,Sitka,0
Alaska,Skagway Municipality,2
Alaska,Southeast Fairbanks,392
Alaska,Valdez-Cordova,40
Alaska,Wade Hampton,4
Alaska,Yukon-Koyukuk,56
American Samoa,Tutuila,0
American Samoa,Unknown,7
Arizona,Apache,61
Arizona,Cochise,67
Arizona,Coconino,152
Arizona,Gila,1324
Arizona,Graham,1033
Arizona,Greenlee,3331
Arizona,La Paz,23
Arizona,Maricopa,628
Arizona,Mohave,215
Arizona,Navajo,347
Arizona,Pima,2044
Arizona,Pinal,474
Arizona,Santa Cruz,71
Arizona,Yavapai,1280
Arizona,Yuma,69
Arkansas,Arkansas,6
Arkansas,Baxter,24
Arkansas,Benton,49
Arkansas,Boone,9
Arkansas,Bradley,5
Arkansas,Calhoun,11
Arkansas,Carroll,18
Arkansas,Cleburne,2
Arkansas,Conway,23
Arkansas,Craighead,11
Arkansas,Crawford,33
Arkansas,Cross,3
Arkansas,Faulkner,16
Arkansas,Franklin,11
Arkansas,Fulton,4
Arkansas,Garland,76
Arkansas,Grant,53
Arkansas,Greene,4
Arkansas,Hot Spring,57
Arkansas,Howard,59
Arkansas,Independence,140
Arkansas,Izard,92
Arkansas,Jackson,7
Arkansas,Johnson,62
Arkansas,Lawrence,28
Arkansas,Lincoln,1
Arkansas,Little River,147
Arkansas,Logan,65
Arkansas,Lonoke,11
Arkansas,Marion,3
Arkansas,Miller,167
Arkansas,Montgomery,23
Arkansas,Newton,0
Arkansas,Ouachita,14
Arkansas,Pike,15
Arkansas,Poinsett,15
Arkansas,Polk,40
Arkansas,Pope,38
Arkansas,Pulaski,316
Arkansas,Randolph,12
Arkansas,Saline,240
Arkansas,Scott,3
Arkansas,Searcy,0
Arkansas,Sebastian,34
Arkansas,Sevier,13
Arkansas,Sharp,86
Arkansas,Stone,10
Arkansas,Van Buren,8
Arkansas,Washington,49
Arkansas,White,49
Arkansas,Yell,4
California,Alameda,110
California,Alpine,2
California,Amador,205
California,Butte,51
California,Calaveras,13
California,Contra Costa,72
California,Del Norte,3
California,El Dorado,21
California,Fresno,98
California,Glenn,29
California,Humboldt,57
California,Imperial,348
California,Inyo,45
California,Kern,1382
California,Lake,21
California,Lassen,14
California,Los Angeles,415
California,Madera,9
California,Marin,16
California,Mariposa,9
California,Mendocino,28
California,Merced,39
California,Modoc,29
California,Mono,6
California,Monterey,98
California,Napa,46
California,Nevada,22
California,Orange,42
California,Placer,15
California,Plumas,29
California,Riverside,593
California,Sacramento,123
California,San Benito,143
California,San Bernardino,1228
California,San Diego,219
California,San Francisco,4
California,San Joaquin,140
California,San Luis Obispo,68
California,San Mateo,12
California,Santa Barbara,167
California,Santa Clara,178
California,Santa Cruz,20
California,Shasta,209
California,Sierra,4
California,Siskiyou,16
California,Solano,73
California,Sonoma,74
California,Stanislaus,41
California,Sutter,12
California,Tehama,29
California,Trinity,5
California,Tulare,83
California,Tuolumne,74
California,Ventura,148
California,Yolo,67
California,Yuba,95
Colorado,Adams,16
Colorado,Alamosa,13
Colorado,Arapahoe,2
Colorado,Archuleta,7
Colorado,Baca,7
Colorado,Bent,13
Colorado,Boulder,133
Colorado,Chaffee,52
Colorado,Clear Creek,347
Colorado,Conejos,14
Colorado,Costilla,5
Colorado,Crowley,6
Colorado,Custer,4
Colorado,Delta,11
Colorado,Dolores,7
Colorado,Douglas,8
