State,County,Number of Employees
Alabama,Autauga,12
Alabama,Barbour,65
Alabama,Bibb,3
Alabama,Blount,63
Alabama,Calhoun,73
Alabama,Cherokee,5
Alabama,Chilton,21
Alabama,Clarke,25
Alabama,Cleburne,3
Alabama,Coffee,0
Alabama,Colbert,68
Alabama,Conecuh,15
Alabama,Coosa,22
Alabama,Cullman,125
Alabama,Dale,8
Alabama,Dallas,74
Alabama,De Kalb,14
Alabama,Elmore,21
Alabama,Escambia,64
Alabama,Etowah,21
Alabama,Fayette,367
Alabama,Franklin,42
Alabama,Geneva,1
Alabama,Greene,5
Alabama,Hale,5
Alabama,Henry,2
Alabama,Houston,2
Alabama,Jackson,40
Alabama,Jefferson,2006
Alabama,Lawrence,27
Alabama,Lee,31
Alabama,Lowndes,51
Alabama,Macon,44
Alabama,Madison,90
Alabama,Marengo,91
Alabama,Marion,148
Alabama,Marshall,30
Alabama,Mobile,142
Alabama,Monroe,20
Alabama,Montgomery,101
Alabama,Morgan,64
Alabama,Pickens,24
Alabama,Russell,33
Alabama,Shelby,613
Alabama,St Clair,226
Alabama,Sumter,76
Alabama,Talladega,419
Alabama,Tuscaloosa,2445
Alabama,Walker,1640
Alabama,Washington,9
Alabama,Winston,111
Alaska,2001,4
Alaska,2002,19
Alaska,2005,219
Alaska,2006,30
Alaska,2007,2
Alaska,2009,17
Alaska,2010,0
Alaska,2011,171
Alaska,2012,139
Alaska,2014,228
Alaska,Aleutians East,294
Arizona,Apache,47
Arizona,Cochise,217
Arizona,Coconino,153
Arizona,Gila,1138
Arizona,Graham,22
Arizona,Greenlee,1646
Arizona,La Paz,169
Arizona,Maricopa,614
Arizona,Mohave,184
Arizona,Navajo,985
Arizona,Pima,1999
Arizona,Pinal,3308
Arizona,Santa Cruz,41
Arizona,Yavapai,1051
Arizona,Yuma,70
Arkansas,Ashley,3
Arkansas,Baxter,31
Arkansas,Benton,77
Arkansas,Boone,43
Arkansas,Bradley,12
Arkansas,Calhoun,37
Arkansas,Carroll,12
Arkansas,Clark,19
Arkansas,Clay,4
Arkansas,Cleburne,9
Arkansas,Conway,1
Arkansas,Craighead,16
Arkansas,Crawford,37
Arkansas,Crittenden,37
Arkansas,Cross,3
Arkansas,Dallas,0
Arkansas,Desha,16
Arkansas,Faulkner,15
Arkansas,Franklin,12
Arkansas,Fulton,2
Arkansas,Garland,226
Arkansas,Grant,17
Arkansas,Greene,9
Arkansas,Hempstead,4
Arkansas,Hot Spring,56
Arkansas,Howard,105
Arkansas,Independence,140
Arkansas,Izard,42
Arkansas,Jackson,1
Arkansas,Jefferson,5
Arkansas,Johnson,15
Arkansas,Lawrence,55
Arkansas,Lincoln,5
Arkansas,Little River,169
Arkansas,Logan,14
Arkansas,Marion,11
Arkansas,Miller,4
Arkansas,Montgomery,85
Arkansas,Nevada,2
Arkansas,Ouachita,54
Arkansas,Perry,12
Arkansas,Pike,34
Arkansas,Poinsett,21
Arkansas,Polk,26
Arkansas,Pope,32
Arkansas,Pulaski,393
Arkansas,Saline,731
Arkansas,Scott,0
Arkansas,Searcy,0
Arkansas,Sebastian,108
Arkansas,Sevier,31
Arkansas,Sharp,3
Arkansas,St Francis,8
Arkansas,Stone,6
Arkansas,Union,11
Arkansas,Van Buren,7
Arkansas,Washington,31
Arkansas,White,27
Arkansas,Yell,4
California,Alameda,315
California,Alpine,0
California,Amador,143
California,Butte,50
California,Calaveras,184
California,Colusa,5
California,Contra Costa,138
California,Del Norte,21
California,El Dorado,51
California,Fresno,120
California,Glenn,34
California,Humboldt,44
California,Imperial,452
California,Inyo,258
California,Kern,1498
California,Lake,353
California,Lassen,9
California,Los Angeles,698
California,Madera,28
California,Marin,30
California,Mariposa,19
California,Mendocino,71
California,Merced,46
California,Modoc,28
California,Mono,30
California,Monterey,203
California,Napa,46
California,Nevada,49
California,Orange,156
California,Placer,127
California,Plumas,44
California,Riverside,825
California,Sacramento,215
California,San Benito,229
California,San Bernardino,1769
California,San Diego,630
California,San Joaquin,132
California,San Luis Obispo,57
California,San Mateo,35
California,Santa Barbara,626
California,Santa Clara,203
California,Santa Cruz,185
California,Shasta,232
