State,County,Number of Employees
Alabama,1086,29
Alabama,Autauga,58
Alabama,Baldwin,10
Alabama,Barbour,86
Alabama,Bibb,87
Alabama,Blount,124
Alabama,Calhoun,19
Alabama,Cherokee,2
Alabama,Chilton,12
Alabama,Clay,5
Alabama,Cleburne,9
Alabama,Colbert,91
Alabama,Conecuh,5
Alabama,Coosa,13
Alabama,Covington,28
Alabama,Cullman,3
Alabama,Dale,4
Alabama,Dallas,31
Alabama,De Kalb,8
Alabama,Elmore,52
Alabama,Escambia,40
Alabama,Etowah,35
Alabama,Fayette,351
Alabama,Franklin,80
Alabama,Geneva,3
Alabama,Hale,8
Alabama,Jackson,149
Alabama,Jefferson,1654
Alabama,Lamar,0
Alabama,Lawrence,13
Alabama,Lee,59
Alabama,Limestone,10
Alabama,Lowndes,37
Alabama,Macon,30
Alabama,Madison,44
Alabama,Marengo,74
Alabama,Marion,27
Alabama,Marshall,26
Alabama,Mobile,134
Alabama,Monroe,16
Alabama,Montgomery,31
Alabama,Morgan,39
Alabama,Pickens,1
Alabama,Randolph,14
Alabama,Russell,19
Alabama,Shelby,757
Alabama,St Clair,159
Alabama,Sumter,41
Alabama,Talladega,324
Alabama,Tuscaloosa,2230
Alabama,Walker,476
Alabama,Winston,105
Alaska,Aleutians East,10
Alaska,Aleutians West,15
Alaska,Anchorage,64
Alaska,Bethel,32
Alaska,Denali,8
Alaska,Dillingham,0
Alaska,Fairbanks North Star,919
Alaska,Haines,3
Alaska,Juneau,586
Alaska,Kenai Peninsula,23
Alaska,Ketchikan Gateway,23
Alaska,Kodiak Island,23
Alaska,Matanuska-Susitna,62
Alaska,Nome,66
Alaska,North Slope,5
Alaska,Northwest Arctic,224
Alaska,Prince of Wales-Outer Ketchikan,4
Alaska,Sitka,10
Alaska,Skagway-Hoonah-Angoon,16
Alaska,Southeast Fairbanks,283
Alaska,Valdez-Cordova,34
Alaska,Wade Hampton,10
Alaska,Wrangell-Petersburg,5
Alaska,Yakutat,0
Alaska,Yukon-Koyukuk,115
Arizona,4086,1276
Arizona,Apache,103
Arizona,Cochise,150
Arizona,Coconino,133
Arizona,Gila,1794
Arizona,Graham,565
Arizona,Greenlee,2245
Arizona,La Paz,87
Arizona,Maricopa,485
Arizona,Mohave,635
Arizona,Navajo,515
Arizona,Pima,2064
Arizona,Pinal,297
Arizona,Santa Cruz,28
Arizona,Yuma,67
Arkansas,Arkansas,3
Arkansas,Baxter,40
Arkansas,Benton,43
Arkansas,Boone,3
Arkansas,Bradley,3
Arkansas,Calhoun,9
Arkansas,Carroll,13
Arkansas,Chicot,0
Arkansas,Cleburne,24
Arkansas,Conway,14
Arkansas,Craighead,18
Arkansas,Crawford,25
Arkansas,Cross,10
Arkansas,Faulkner,22
Arkansas,Franklin,65
Arkansas,Fulton,2
Arkansas,Garland,91
Arkansas,Grant,39
Arkansas,Greene,8
Arkansas,Hot Spring,58
Arkansas,Howard,32
Arkansas,Independence,208
Arkansas,Izard,122
Arkansas,Jackson,36
Arkansas,Johnson,91
Arkansas,Lawrence,26
Arkansas,Lincoln,10
Arkansas,Little River,132
Arkansas,Logan,67
Arkansas,Lonoke,9
Arkansas,Madison,0
Arkansas,Marion,4
Arkansas,Miller,37
Arkansas,Montgomery,24
Arkansas,Ouachita,35
Arkansas,Perry,11
Arkansas,Pike,16
Arkansas,Poinsett,16
Arkansas,Polk,41
Arkansas,Pope,40
Arkansas,Pulaski,337
Arkansas,Randolph,6
Arkansas,Saline,279
Arkansas,Searcy,2
Arkansas,Sebastian,229
Arkansas,Sevier,31
Arkansas,Sharp,2
Arkansas,Stone,9
Arkansas,Van Buren,15
Arkansas,Washington,45
Arkansas,White,41
Arkansas,Yell,0
California,6086,307
California,Alameda,84
California,Alpine,3
California,Amador,136
California,Butte,28
California,Calaveras,20
California,Colusa,2
California,Contra Costa,55
California,Del Norte,16
California,El Dorado,17
California,Fresno,98
California,Glenn,21
California,Humboldt,54
California,Inyo,140
California,Kern,1243
California,Lake,22
California,Lassen,37
California,Los Angeles,275
California,Madera,32
California,Marin,17
California,Mariposa,15
California,Mendocino,23
California,Merced,48
California,Modoc,18
California,Mono,7
California,Monterey,93
California,Napa,54
California,Nevada,27
California,Orange,35
California,Placer,13
California,Plumas,18
California,Riverside,471
California,Sacramento,101
California,San Benito,92
California,San Bernardino,1223
