State,County,Number of Employees
Alabama,Autauga,11
Alabama,Barbour,66
Alabama,Bibb,13
Alabama,Blount,70
Alabama,Calhoun,72
Alabama,Chilton,32
Alabama,Choctaw,0
Alabama,Clarke,27
Alabama,Coffee,3
Alabama,Colbert,51
Alabama,Conecuh,18
Alabama,Coosa,14
Alabama,Cullman,93
Alabama,Dale,7
Alabama,Dallas,68
Alabama,De Kalb,24
Alabama,Elmore,32
Alabama,Escambia,72
Alabama,Etowah,16
Alabama,Fayette,303
Alabama,Franklin,34
Alabama,Geneva,3
Alabama,Hale,11
Alabama,Henry,9
Alabama,Houston,2
Alabama,Jackson,19
Alabama,Jefferson,2319
Alabama,Lawrence,15
Alabama,Lee,29
Alabama,Lowndes,47
Alabama,Macon,48
Alabama,Madison,80
Alabama,Marengo,65
Alabama,Marion,85
Alabama,Marshall,26
Alabama,Mobile,103
Alabama,Monroe,6
Alabama,Montgomery,104
Alabama,Morgan,59
Alabama,Pickens,4
Alabama,Russell,44
Alabama,Shelby,632
Alabama,St Clair,209
Alabama,Sumter,68
Alabama,Talladega,385
Alabama,Tallapoosa,14
Alabama,Tuscaloosa,2352
Alabama,Walker,1671
Alabama,Washington,6
Alabama,Wilcox,0
Alabama,Winston,115
Alaska,2001,3
Alaska,2002,8
Alaska,2003,6
Alaska,2005,127
Alaska,2006,151
Alaska,2007,10
Alaska,2009,21
Alaska,2012,204
Alaska,2014,243
Alaska,Aleutians East,85
Arizona,Apache,31
Arizona,Cochise,148
Arizona,Coconino,132
Arizona,Gila,1301
Arizona,Graham,13
Arizona,Greenlee,1641
Arizona,La Paz,103
Arizona,Maricopa,925
Arizona,Mohave,291
Arizona,Navajo,986
Arizona,Pima,1468
Arizona,Pinal,3135
Arizona,Santa Cruz,22
Arizona,Yavapai,924
Arizona,Yuma,84
Arkansas,Ashley,3
Arkansas,Baxter,66
Arkansas,Benton,26
Arkansas,Boone,26
Arkansas,Bradley,13
Arkansas,Calhoun,28
Arkansas,Carroll,7
Arkansas,Clark,14
Arkansas,Clay,2
Arkansas,Cleburne,15
Arkansas,Craighead,16
Arkansas,Crawford,42
Arkansas,Crittenden,34
Arkansas,Cross,2
Arkansas,Dallas,7
Arkansas,Desha,17
Arkansas,Faulkner,14
Arkansas,Franklin,9
Arkansas,Fulton,6
Arkansas,Garland,210
Arkansas,Grant,20
Arkansas,Greene,13
Arkansas,Hempstead,4
Arkansas,Hot Spring,55
Arkansas,Howard,175
Arkansas,Independence,133
Arkansas,Izard,36
Arkansas,Jackson,5
Arkansas,Jefferson,6
Arkansas,Johnson,12
Arkansas,Lawrence,54
Arkansas,Little River,204
Arkansas,Logan,26
Arkansas,Marion,10
Arkansas,Miller,10
Arkansas,Montgomery,45
Arkansas,Nevada,2
Arkansas,Newton,2
Arkansas,Ouachita,55
Arkansas,Perry,12
Arkansas,Pike,33
Arkansas,Poinsett,31
Arkansas,Polk,30
Arkansas,Pope,41
Arkansas,Pulaski,389
Arkansas,Saline,801
Arkansas,Scott,1
Arkansas,Sebastian,106
Arkansas,Sevier,44
Arkansas,St Francis,13
Arkansas,Stone,9
Arkansas,Van Buren,6
Arkansas,Washington,33
Arkansas,White,24
Arkansas,Yell,1
California,Alameda,353
California,Alpine,5
California,Amador,110
California,Butte,46
California,Calaveras,206
California,Contra Costa,176
California,Del Norte,25
California,El Dorado,54
California,Fresno,92
California,Glenn,26
California,Humboldt,35
California,Imperial,301
California,Inyo,207
California,Kern,1642
California,Lake,26
California,Lassen,30
California,Los Angeles,590
California,Madera,22
California,Marin,43
California,Mariposa,51
California,Mendocino,29
California,Merced,29
California,Modoc,19
California,Mono,44
California,Monterey,193
California,Napa,400
California,Nevada,51
California,Orange,176
California,Placer,138
California,Plumas,42
California,Riverside,738
California,Sacramento,195
California,San Benito,162
California,San Bernardino,1964
California,San Diego,542
California,San Joaquin,103
California,San Luis Obispo,43
California,San Mateo,32
California,Santa Barbara,633
California,Santa Clara,260
California,Santa Cruz,208
California,Shasta,209
California,Sierra,93
California,Siskiyou,23
California,Solano,94
California,Sonoma,169
California,Stanislaus,55
California,Sutter,28
California,Tehama,13
California,Trinity,11
California,Tulare,28
California,Tuolumne,231
California,Ventura,234
California,Yolo,54
California,Yuba,167
Colorado,Adams,139
Colorado,Alamosa,33
Colorado,Arapahoe,54
Colorado,Archuleta,4
Colorado,Baca,2
Colorado,Bent,11
Colorado,Boulder,227
Colorado,Chaffee,29
Colorado,Clear Creek,536
Colorado,Conejos,9
Colorado,Costilla,41
Colorado,Crowley,2
Colorado,Custer,8
Colorado,Delta,107
Colorado,Dolores,9
Colorado,Douglas,54
Colorado,Eagle,17
Colorado,El Paso,165
Colorado,Elbert,7
Colorado,Fremont,242
Colorado,Garfield,163
Colorado,Gilpin,7
Colorado,Grand,25
Colorado,Gunnison,143
Colorado,Huerfano,5
Colorado,Jackson,34
Colorado,Jefferson,226
Colorado,Kit Carson,7
Colorado,La Plata,113
Colorado,Lake,289
Colorado,Larimer,342
Colorado,Las Animas,48
Colorado,Lincoln,29
Colorado,Logan,13
Colorado,Mesa,49
Colorado,Mineral,25
Colorado,Moffat,597
Colorado,Montezuma,44
Colorado,Montrose,118
Colorado,Morgan,22
Colorado,Otero,19
Colorado,Ouray,74
Colorado,Park,28
Colorado,Phillips,5
Colorado,Pitkin,436
Colorado,Prowers,21
Colorado,Pueblo,54
Colorado,Rio Blanco,180
Colorado,Rio Grande,101
Colorado,Routt,244
Colorado,Saguache,8
Colorado,San Juan,229
Colorado,San Miguel,42
Colorado,Sedgwick,2
Colorado,Summit,32
Colorado,Teller,46
Colorado,Weld,137
Connecticut,Fairfield,67
Connecticut,Hartford,204
Connecticut,Litchfield,159
Connecticut,Middlesex,66
Connecticut,New Haven,250
Connecticut,New London,71
Connecticut,Tolland,47
Connecticut,Windham,61
Delaware,Kent,9
Delaware,New Castle,49
Delaware,Sussex,3
Florida,Alachua,66
Florida,Bay,27
Florida,Brevard,33
Florida,Broward,290
Florida,Calhoun,7
Florida,Charlotte,64
Florida,Citrus,91
Florida,Clay,352
Florida,Collier,83
Florida,Columbia,5
Florida,Dade,1172
Florida,De Soto,12
Florida,Duval,9
Florida,Escambia,54
Florida,Gadsden,211
Florida,Glades,41
Florida,Hamilton,596
Florida,Hardee,41
