State,County,Number of Employees
Alabama,Autauga,22
Alabama,Baldwin,24
Alabama,Barbour,62
Alabama,Bibb,21
Alabama,Blount,80
Alabama,Calhoun,27
Alabama,Cherokee,5
Alabama,Chilton,32
Alabama,Clarke,12
Alabama,Colbert,96
Alabama,Conecuh,11
Alabama,Coosa,17
Alabama,Covington,7
Alabama,Cullman,57
Alabama,Dale,5
Alabama,Dallas,35
Alabama,De Kalb,17
Alabama,Elmore,46
Alabama,Escambia,57
Alabama,Etowah,27
Alabama,Fayette,30
Alabama,Franklin,39
Alabama,Geneva,3
Alabama,Hale,7
Alabama,Henry,2
Alabama,Houston,2
Alabama,Jackson,30
Alabama,Jefferson,1474
Alabama,Lawrence,14
Alabama,Lee,40
Alabama,Limestone,9
Alabama,Lowndes,40
Alabama,Macon,29
Alabama,Madison,51
Alabama,Marengo,80
Alabama,Marion,37
Alabama,Marshall,37
Alabama,Mobile,158
Alabama,Monroe,10
Alabama,Montgomery,101
Alabama,Morgan,48
Alabama,Pickens,13
Alabama,Randolph,8
Alabama,Russell,25
Alabama,Shelby,697
Alabama,St Clair,202
Alabama,Sumter,59
Alabama,Talladega,446
Alabama,Tuscaloosa,1744
Alabama,Walker,369
Alabama,Washington,3
Alabama,Winston,21
Alaska,2010,9
Alaska,2014,0
Alaska,Aleutians West,0
Alaska,Anchorage,114
Alaska,Bethel,28
Alaska,Denali,8
Alaska,Dillingham,7
Alaska,Fairbanks North Star,541
Alaska,Haines,0
Alaska,Juneau,292
Alaska,Kenai Peninsula,25
Alaska,Ketchikan Gateway,3
Alaska,Kodiak Island,17
Alaska,Lake and Peninsula,0
Alaska,Matanuska-Susitna,76
Alaska,Nome,14
Alaska,North Slope,2
Alaska,Northwest Arctic,177
Alaska,Sitka,18
Alaska,Skagway-Hoonah-Angoon,18
Alaska,Southeast Fairbanks,17
Alaska,Valdez-Cordova,20
Alaska,Wade Hampton,0
Alaska,Yukon-Koyukuk,130
Arizona,Apache,56
Arizona,Cochise,107
Arizona,Coconino,307
Arizona,Gila,856
