State,County,Number of Employees
Alabama,Autauga,15
Alabama,Barbour,65
Alabama,Bibb,35
Alabama,Blount,92
Alabama,Calhoun,79
Alabama,Cherokee,0
Alabama,Chilton,34
Alabama,Choctaw,0
Alabama,Clarke,21
Alabama,Coffee,2
Alabama,Colbert,71
Alabama,Conecuh,21
Alabama,Coosa,12
Alabama,Cullman,129
Alabama,Dale,7
Alabama,Dallas,80
Alabama,De Kalb,24
Alabama,Elmore,27
Alabama,Escambia,82
Alabama,Etowah,18
Alabama,Fayette,344
Alabama,Franklin,61
Alabama,Geneva,3
Alabama,Greene,0
Alabama,Hale,10
Alabama,Henry,10
Alabama,Jackson,18
Alabama,Jefferson,2444
Alabama,Lawrence,16
Alabama,Lee,25
Alabama,Lowndes,38
Alabama,Macon,49
Alabama,Madison,98
Alabama,Marengo,62
Alabama,Marion,56
Alabama,Marshall,25
Alabama,Mobile,111
Alabama,Monroe,17
Alabama,Montgomery,108
Alabama,Morgan,61
Alabama,Pickens,5
Alabama,Russell,26
Alabama,Shelby,589
Alabama,St Clair,177
Alabama,Sumter,65
Alabama,Talladega,375
Alabama,Tuscaloosa,2584
Alabama,Walker,1947
Alabama,Washington,7
Alabama,Wilcox,0
Alabama,Winston,64
Alaska,2003,0
Alaska,2005,108
Alaska,2006,70
Alaska,2007,4
Alaska,2009,20
Alaska,2012,87
Alaska,2014,209
Alaska,Aleutians East,40
Arizona,Apache,23
Arizona,Cochise,146
Arizona,Coconino,114
Arizona,Gila,1309
Arizona,Graham,14
Arizona,Greenlee,1143
Arizona,La Paz,67
Arizona,Maricopa,933
Arizona,Mohave,255
Arizona,Navajo,982
Arizona,Pima,1495
Arizona,Pinal,2889
Arizona,Santa Cruz,13
Arizona,Yavapai,840
Arizona,Yuma,42
Arkansas,Baxter,67
Arkansas,Benton,30
Arkansas,Boone,16
Arkansas,Bradley,13
Arkansas,Calhoun,23
Arkansas,Carroll,7
Arkansas,Clark,31
Arkansas,Clay,2
Arkansas,Cleburne,15
Arkansas,Craighead,13
Arkansas,Crawford,44
Arkansas,Crittenden,33
Arkansas,Cross,2
Arkansas,Dallas,3
Arkansas,Desha,15
Arkansas,Faulkner,19
Arkansas,Franklin,12
Arkansas,Fulton,18
Arkansas,Garland,561
Arkansas,Grant,19
Arkansas,Greene,12
Arkansas,Hempstead,4
Arkansas,Hot Spring,65
Arkansas,Howard,150
Arkansas,Independence,130
Arkansas,Izard,27
Arkansas,Jackson,7
Arkansas,Jefferson,6
Arkansas,Johnson,13
Arkansas,Lawrence,62
Arkansas,Little River,219
Arkansas,Logan,27
Arkansas,Marion,10
Arkansas,Miller,6
Arkansas,Montgomery,33
Arkansas,Nevada,0
Arkansas,Newton,0
Arkansas,Ouachita,54
Arkansas,Perry,13
Arkansas,Pike,35
Arkansas,Poinsett,19
Arkansas,Polk,63
Arkansas,Pope,34
Arkansas,Pulaski,418
Arkansas,Saline,852
Arkansas,Scott,1
Arkansas,Sebastian,95
Arkansas,Sevier,47
Arkansas,St Francis,13
Arkansas,Stone,2
Arkansas,Van Buren,6
Arkansas,Washington,32
Arkansas,White,33
Arkansas,Yell,1
California,Alameda,347
California,Alpine,12
California,Amador,101
California,Butte,28
California,Calaveras,230
California,Contra Costa,159
California,Del Norte,22
California,El Dorado,52
California,Fresno,104
California,Glenn,33
California,Humboldt,41
California,Imperial,234
California,Inyo,339
California,Kern,1532
California,Lake,29
California,Lassen,26
California,Los Angeles,588
California,Madera,80
California,Marin,100
California,Mariposa,57
California,Mendocino,33
California,Merced,29
California,Modoc,8
California,Mono,43
California,Monterey,175
California,Napa,331
California,Nevada,44
California,Orange,172
California,Placer,159
California,Plumas,74
California,Riverside,721
California,Sacramento,176
California,San Benito,165
California,San Bernardino,1682
California,San Diego,524
California,San Joaquin,92
California,San Luis Obispo,48
California,San Mateo,45
California,Santa Barbara,703
California,Santa Clara,310
California,Santa Cruz,218
California,Shasta,208
California,Sierra,74
California,Siskiyou,85
California,Solano,93
California,Sonoma,152
California,Stanislaus,46
California,Sutter,20
California,Tehama,11
California,Trinity,7
California,Tulare,28
California,Tuolumne,134
California,Ventura,248
California,Yolo,65
California,Yuba,275
Colorado,Adams,149
Colorado,Alamosa,38
Colorado,Arapahoe,55
Colorado,Archuleta,5
Colorado,Baca,2
Colorado,Bent,7
Colorado,Boulder,264
Colorado,Chaffee,34
Colorado,Clear Creek,743
Colorado,Conejos,14
Colorado,Costilla,6
Colorado,Custer,4
Colorado,Delta,250
Colorado,Dolores,16
Colorado,Douglas,61
Colorado,Eagle,19
Colorado,El Paso,194
Colorado,Elbert,6
Colorado,Fremont,430
Colorado,Garfield,156
Colorado,Gilpin,7
Colorado,Grand,24
Colorado,Gunnison,198
Colorado,Hinsdale,0
Colorado,Huerfano,8
Colorado,Jackson,38
Colorado,Jefferson,270
Colorado,Kiowa,0
Colorado,Kit Carson,16
Colorado,La Plata,74
Colorado,Lake,415
Colorado,Larimer,317
Colorado,Las Animas,35
Colorado,Logan,6
Colorado,Mesa,198
Colorado,Mineral,42
Colorado,Moffat,567
Colorado,Montezuma,42
Colorado,Montrose,72
Colorado,Morgan,16
Colorado,Otero,20
Colorado,Ouray,50
Colorado,Park,27
Colorado,Phillips,5
Colorado,Pitkin,347
Colorado,Prowers,23
Colorado,Pueblo,54
Colorado,Rio Blanco,233
Colorado,Rio Grande,119
Colorado,Routt,375
Colorado,Saguache,10
Colorado,San Juan,297
Colorado,San Miguel,23
Colorado,Sedgwick,2
Colorado,Summit,25
Colorado,Teller,55
Colorado,Weld,170
Colorado,Yuma,0
Connecticut,Fairfield,73
Connecticut,Hartford,194
Connecticut,Litchfield,159
Connecticut,Middlesex,64
Connecticut,New Haven,265
Connecticut,New London,62
Connecticut,Tolland,54
Connecticut,Windham,61
Delaware,Kent,11
Delaware,New Castle,40
Delaware,Sussex,3
Florida,Alachua,67
Florida,Bay,27
Florida,Brevard,37
Florida,Broward,260
Florida,Calhoun,3
Florida,Charlotte,69
Florida,Citrus,91
Florida,Clay,368
Florida,Collier,81
Florida,Columbia,4
Florida,Dade,1019
Florida,De Soto,10
Florida,Duval,8
Florida,Escambia,55
Florida,Gadsden,212
Florida,Glades,42
Florida,Hamilton,582
Florida,Hardee,135
Florida,Hendry,3
Florida,Hernando,648
Florida,Hillsborough,667
Florida,Jackson,37
Florida,Lake,88
Florida,Lee,124
Florida,Leon,9
Florida,Levy,48
Florida,Manatee,111
Florida,Marion,219
Florida,Martin,19
Florida,Monroe,55
Florida,Okaloosa,4
Florida,Orange,12
Florida,Palm Beach,18
Florida,Pasco,85
Florida,Polk,3037
Florida,Putnam,66
Florida,Santa Rosa,14
Florida,Sarasota,48
Florida,St Lucie,47
Florida,Sumter,149
Florida,Suwannee,30
Florida,Taylor,71
Florida,Walton,2
Florida,Washington,2
Georgia,Baldwin,5
Georgia,Barrow,15
Georgia,Bartow,168
Georgia,Bibb,21
Georgia,Brantley,8
Georgia,Carroll,21
Georgia,Cherokee,24
Georgia,Clarke,28
Georgia,Clayton,37
Georgia,Cobb,87
Georgia,Columbia,29
Georgia,Cook,0
Georgia,Coweta,21
Georgia,Crawford,31
Georgia,Dade,0
Georgia,De Kalb,129
Georgia,Decatur,464
Georgia,Dougherty,3
Georgia,Douglas,76
Georgia,Echols,4
Georgia,Effingham,9
Georgia,Elbert,114
Georgia,Evans,5
Georgia,Fannin,7
Georgia,Fayette,69
Georgia,Floyd,48
Georgia,Forsyth,46
Georgia,Franklin,20
Georgia,Fulton,214
Georgia,Gilmer,63
Georgia,Glascock,74
Georgia,Gordon,39
Georgia,Greene,7
Georgia,Gwinnett,135
Georgia,Habersham,11
Georgia,Hall,55
Georgia,Hart,58
Georgia,Henry,46
Georgia,Houston,143
Georgia,Jasper,36
Georgia,Jefferson,230
Georgia,Jones,107
Georgia,Lee,15
Georgia,Lincoln,43
Georgia,Long,5
Georgia,Lowndes,2
Georgia,Lumpkin,14
Georgia,Macon,32
Georgia,Madison,54
Georgia,Marion,40
Georgia,Monroe,57
Georgia,Montgomery,5
Georgia,Murray,41
Georgia,Muscogee,60
Georgia,Newton,22
Georgia,Oglethorpe,180
Georgia,Pickens,268
Georgia,Polk,62
Georgia,Rabun,16
Georgia,Richmond,157
Georgia,Rockdale,65
Georgia,Spalding,18
Georgia,Stephens,21
Georgia,Sumter,135
Georgia,Talbot,19
Georgia,Taylor,19
Georgia,Thomas,276
Georgia,Towns,5
Georgia,Troup,21
Georgia,Twiggs,828
Georgia,Union,24
Georgia,Walker,31
Georgia,Warren,120
Georgia,Washington,1046
Georgia,Whitfield,70
Georgia,Wilkes,23
Georgia,Wilkinson,1192
Hawaii,Hawaii,41
Hawaii,Honolulu,244
Hawaii,Kauai,29
Hawaii,Maui,53
Idaho,Ada,131
Idaho,Adams,2
Idaho,Bannock,76
Idaho,Bear Lake,1
Idaho,Benewah,42
Idaho,Bingham,154
Idaho,Blaine,16
Idaho,Boise,9
Idaho,Bonner,32
Idaho,Bonneville,59
Idaho,Boundary,7
Idaho,Camas,2
Idaho,Canyon,31
Idaho,Caribou,231
Idaho,Cassia,22
Idaho,Clark,5
Idaho,Clearwater,0
Idaho,Custer,423
Idaho,Elmore,37
Idaho,Franklin,15
Idaho,Fremont,10
Idaho,Gem,12
Idaho,Gooding,0
Idaho,Idaho,62
Idaho,Kootenai,62
Idaho,Latah,18
Idaho,Lemhi,4
Idaho,Lincoln,4
Idaho,Madison,3
Idaho,Minidoka,5
Idaho,Nez Perce,33
Idaho,Oneida,38
Idaho,Owyhee,149
Idaho,Payette,3
Idaho,Power,12
Idaho,Shoshone,700
Idaho,Twin Falls,28
Idaho,Valley,91
Idaho,Washington,3
Illinois,Adams,190
Illinois,Alexander,70
Illinois,Bond,11
Illinois,Boone,22
Illinois,Brown,125
Illinois,Bureau,14
Illinois,Calhoun,5
Illinois,Carroll,9
Illinois,Champaign,22
Illinois,Christian,907
Illinois,Clark,27
Illinois,Clay,13
Illinois,Clinton,657
Illinois,Coles,29
Illinois,Cook,527
Illinois,Crawford,13
Illinois,Cumberland,9
Illinois,De Kalb,20
Illinois,Douglas,212
Illinois,Du Page,104
Illinois,Fayette,18
Illinois,Ford,12
Illinois,Franklin,1634
Illinois,Fulton,153
Illinois,Gallatin,480
Illinois,Greene,23
Illinois,Grundy,14
Illinois,Hamilton,435
Illinois,Hancock,40
