State,County,Number of Employees
Alabama,Autauga,22
Alabama,Baldwin,13
Alabama,Barbour,66
Alabama,Bibb,4
Alabama,Blount,122
Alabama,Calhoun,106
Alabama,Cherokee,7
Alabama,Chilton,15
Alabama,Choctaw,0
Alabama,Clarke,21
Alabama,Cleburne,3
Alabama,Coffee,2
Alabama,Colbert,66
Alabama,Conecuh,12
Alabama,Coosa,12
Alabama,Cullman,176
Alabama,Dale,5
Alabama,Dallas,53
Alabama,De Kalb,53
Alabama,Elmore,32
Alabama,Escambia,27
Alabama,Etowah,19
Alabama,Fayette,424
Alabama,Franklin,100
Alabama,Geneva,4
Alabama,Greene,3
Alabama,Hale,8
Alabama,Henry,19
Alabama,Jackson,121
Alabama,Jefferson,2928
Alabama,Lawrence,13
Alabama,Lee,28
Alabama,Limestone,6
Alabama,Macon,47
Alabama,Madison,50
Alabama,Marengo,74
Alabama,Marion,127
Alabama,Marshall,69
Alabama,Mobile,259
Alabama,Monroe,67
Alabama,Montgomery,78
Alabama,Morgan,46
Alabama,Pickens,4
Alabama,Randolph,3
Alabama,Russell,34
Alabama,Shelby,668
Alabama,St Clair,217
Alabama,Sumter,62
Alabama,Talladega,305
Alabama,Tuscaloosa,1722
Alabama,Walker,2645
Alabama,Washington,6
Alabama,Wilcox,0
Alabama,Winston,97
Alaska,2001,6
Alaska,2005,173
Alaska,2006,27
Alaska,2007,11
Alaska,2008,0
Alaska,2009,41
Alaska,2010,0
Alaska,2011,7
Alaska,2012,97
Alaska,2014,234
Alaska,Aleutians East,83
Arizona,Apache,63
Arizona,Cochise,303
Arizona,Coconino,66
Arizona,Gila,1170
Arizona,Graham,33
Arizona,Greenlee,698
Arizona,La Paz,18
Arizona,Maricopa,622
Arizona,Mohave,201
Arizona,Navajo,877
Arizona,Pima,2262
Arizona,Pinal,2985
Arizona,Santa Cruz,15
Arizona,Yavapai,1152
Arizona,Yuma,59
Arkansas,Baxter,42
Arkansas,Benton,15
Arkansas,Boone,9
Arkansas,Bradley,9
Arkansas,Calhoun,32
Arkansas,Carroll,10
Arkansas,Clark,36
Arkansas,Clay,3
Arkansas,Cleburne,9
Arkansas,Conway,0
Arkansas,Craighead,15
Arkansas,Crawford,45
Arkansas,Crittenden,32
Arkansas,Cross,2
Arkansas,Dallas,0
Arkansas,Faulkner,16
Arkansas,Franklin,14
Arkansas,Fulton,2
Arkansas,Garland,177
Arkansas,Grant,4
Arkansas,Greene,12
Arkansas,Hempstead,4
Arkansas,Hot Spring,61
Arkansas,Howard,137
Arkansas,Independence,148
Arkansas,Izard,33
Arkansas,Jackson,3
Arkansas,Jefferson,33
Arkansas,Johnson,25
Arkansas,Lafayette,0
Arkansas,Lawrence,50
Arkansas,Lincoln,2
Arkansas,Little River,256
Arkansas,Logan,27
Arkansas,Lonoke,1
Arkansas,Madison,0
Arkansas,Marion,6
Arkansas,Miller,9
Arkansas,Montgomery,30
Arkansas,Nevada,2
Arkansas,Newton,3
Arkansas,Ouachita,40
Arkansas,Perry,21
Arkansas,Pike,18
Arkansas,Poinsett,8
Arkansas,Polk,34
Arkansas,Pope,32
Arkansas,Pulaski,458
Arkansas,Randolph,6
Arkansas,Saline,1389
Arkansas,Scott,2
