State,County,Number of Employees
Alabama,Autauga,8
Alabama,Baldwin,13
Alabama,Barbour,60
Alabama,Bibb,11
Alabama,Blount,59
Alabama,Calhoun,44
Alabama,Cherokee,0
Alabama,Chilton,25
Alabama,Choctaw,4
Alabama,Clarke,25
Alabama,Cleburne,0
Alabama,Coffee,0
Alabama,Colbert,133
Alabama,Conecuh,23
Alabama,Coosa,16
Alabama,Covington,3
Alabama,Cullman,29
Alabama,Dale,5
Alabama,Dallas,43
Alabama,De Kalb,17
Alabama,Elmore,44
Alabama,Escambia,69
Alabama,Etowah,15
Alabama,Fayette,357
Alabama,Franklin,46
Alabama,Geneva,3
Alabama,Hale,4
Alabama,Houston,4
Alabama,Jackson,24
Alabama,Jefferson,1947
Alabama,Lauderdale,21
Alabama,Lawrence,27
Alabama,Lee,46
Alabama,Limestone,8
Alabama,Lowndes,47
Alabama,Macon,52
Alabama,Madison,62
Alabama,Marengo,79
Alabama,Marion,35
Alabama,Marshall,42
Alabama,Mobile,202
Alabama,Monroe,16
Alabama,Montgomery,101
Alabama,Morgan,66
Alabama,Pickens,11
Alabama,Randolph,3
Alabama,Russell,24
Alabama,Shelby,663
Alabama,St Clair,170
Alabama,Sumter,76
Alabama,Talladega,506
Alabama,Tuscaloosa,1520
Alabama,Walker,610
Alabama,Washington,4
Alabama,Winston,37
Alaska,Aleutians West,4
Alaska,Anchorage,72
Alaska,Bethel,15
Alaska,Denali,26
Alaska,Fairbanks North Star,318
Alaska,Haines,3
Alaska,Juneau,283
Alaska,Kenai Peninsula,5
Alaska,Ketchikan Gateway,4
Alaska,Matanuska-Susitna,70
Alaska,Nome,5
Alaska,Northwest Arctic,176
Alaska,Prince of Wales-Outer Ketchikan,0
Alaska,Sitka,8
Alaska,Skagway-Hoonah-Angoon,11
Alaska,Southeast Fairbanks,31
Alaska,Valdez-Cordova,3
Alaska,Yukon-Koyukuk,187
Arizona,Apache,34
Arizona,Cochise,155
Arizona,Coconino,406
Arizona,Gila,594
Arizona,Graham,10
Arizona,Greenlee,2538
Arizona,La Paz,29
Arizona,Maricopa,892
Arizona,Mohave,194
Arizona,Navajo,811
Arizona,Pima,1960
Arizona,Pinal,2198
Arizona,Santa Cruz,18
Arizona,Yavapai,953
Arizona,Yuma,95
Arkansas,Baxter,28
Arkansas,Benton,105
