State,County,Number of Employees
Alabama,Autauga,13
Alabama,Baldwin,11
Alabama,Barbour,79
Alabama,Bibb,27
Alabama,Blount,22
Alabama,Calhoun,69
Alabama,Cherokee,0
Alabama,Chilton,38
Alabama,Clarke,19
Alabama,Cleburne,5
Alabama,Coffee,2
Alabama,Colbert,78
Alabama,Conecuh,30
Alabama,Coosa,14
Alabama,Covington,2
Alabama,Crenshaw,4
Alabama,Cullman,73
Alabama,Dale,11
Alabama,Dallas,76
Alabama,De Kalb,17
Alabama,Elmore,31
Alabama,Escambia,67
Alabama,Etowah,22
Alabama,Fayette,343
Alabama,Franklin,27
Alabama,Geneva,1
Alabama,Greene,3
Alabama,Hale,4
Alabama,Henry,3
Alabama,Houston,6
Alabama,Jackson,32
Alabama,Jefferson,2053
Alabama,Lawrence,11
Alabama,Lee,23
Alabama,Lowndes,32
Alabama,Macon,71
Alabama,Madison,70
Alabama,Marengo,78
Alabama,Marion,60
Alabama,Marshall,49
Alabama,Mobile,157
Alabama,Monroe,12
Alabama,Montgomery,94
Alabama,Morgan,58
Alabama,Pickens,12
Alabama,Russell,25
Alabama,Shelby,639
Alabama,St Clair,190
Alabama,Sumter,63
Alabama,Talladega,400
Alabama,Tuscaloosa,1867
Alabama,Walker,1410
Alabama,Washington,9
Alabama,Winston,71
Alaska,2001,0
Alaska,2005,0
Alaska,2006,0
Alaska,2011,1
Alaska,2012,3
Alaska,2014,106
Alaska,Aleutians East,0
Alaska,Anchorage,60
Alaska,Bethel,11
Alaska,Fairbanks North Star,87
Alaska,Juneau,103
Alaska,Kenai Peninsula,5
Alaska,Ketchikan Gateway,12
Alaska,Matanuska-Susitna,201
Alaska,Nome,68
Alaska,Northwest Arctic,192
Alaska,Sitka,12
Alaska,Southeast Fairbanks,2
Alaska,Valdez-Cordova,3
Alaska,Yukon-Koyukuk,93
Arizona,Apache,33
Arizona,Cochise,225
Arizona,Coconino,76
Arizona,Gila,1343
Arizona,Graham,17
Arizona,Greenlee,2178
Arizona,La Paz,13
Arizona,Maricopa,737
Arizona,Mohave,120
Arizona,Navajo,910
Arizona,Pima,1803
Arizona,Pinal,3565
Arizona,Santa Cruz,13
Arizona,Yavapai,774
Arizona,Yuma,80
Arkansas,Ashley,2
Arkansas,Baxter,32
Arkansas,Benton,85
Arkansas,Boone,17
Arkansas,Bradley,7
Arkansas,Calhoun,35
Arkansas,Carroll,14
Arkansas,Clark,8
Arkansas,Cleburne,12
Arkansas,Conway,0
Arkansas,Craighead,19
Arkansas,Crawford,45
Arkansas,Crittenden,35
Arkansas,Cross,3
Arkansas,Desha,22
Arkansas,Faulkner,24
Arkansas,Franklin,10
Arkansas,Fulton,2
Arkansas,Garland,132
Arkansas,Grant,13
Arkansas,Greene,22
Arkansas,Hempstead,4
Arkansas,Hot Spring,42
Arkansas,Howard,51
Arkansas,Independence,130
Arkansas,Izard,69
Arkansas,Jackson,5
Arkansas,Jefferson,6
Arkansas,Johnson,17
Arkansas,Lawrence,58
Arkansas,Lincoln,10
Arkansas,Little River,218
Arkansas,Logan,41
Arkansas,Marion,20
Arkansas,Miller,1
Arkansas,Montgomery,48
Arkansas,Nevada,7
Arkansas,Ouachita,50
Arkansas,Perry,14
Arkansas,Pike,38
Arkansas,Poinsett,23
Arkansas,Polk,34
Arkansas,Pope,35
Arkansas,Pulaski,446
Arkansas,Saline,638
Arkansas,Scott,2
Arkansas,Sebastian,127
Arkansas,Sevier,14
Arkansas,Sharp,2
Arkansas,St Francis,6
Arkansas,Stone,4
Arkansas,Union,7
Arkansas,Van Buren,12
Arkansas,Washington,31
Arkansas,White,26
Arkansas,Yell,1
California,Alameda,250
California,Amador,146
California,Butte,49
California,Calaveras,98
California,Contra Costa,150
California,Del Norte,22
California,El Dorado,33
California,Fresno,95
California,Glenn,29
California,Humboldt,58
California,Imperial,627
California,Inyo,110
California,Kern,1240
California,Lake,392
California,Lassen,152
California,Los Angeles,477
California,Madera,47
California,Marin,31
California,Mariposa,44
California,Mendocino,49
California,Merced,32
California,Modoc,19
California,Mono,32
California,Monterey,162
California,Napa,70
California,Nevada,71
California,Orange,150
California,Placer,61
California,Plumas,9
California,Riverside,566
California,Sacramento,171
California,San Benito,98
California,San Bernardino,1914
California,San Diego,421
California,San Joaquin,118
California,San Luis Obispo,37
California,San Mateo,35
California,Santa Barbara,502
California,Santa Clara,164
California,Santa Cruz,193
California,Shasta,237
California,Sierra,57
California,Siskiyou,39
California,Solano,41
California,Sonoma,143
California,Stanislaus,34
California,Sutter,12
California,Tehama,26
California,Trinity,4
California,Tulare,62
California,Tuolumne,230
California,Ventura,162
California,Yolo,47
California,Yuba,105
Colorado,Adams,188
Colorado,Alamosa,30
Colorado,Arapahoe,18
Colorado,Archuleta,19
Colorado,Baca,8
Colorado,Bent,3
Colorado,Boulder,208
Colorado,Chaffee,44
Colorado,Cheyenne,3
Colorado,Clear Creek,395
Colorado,Conejos,23
Colorado,Costilla,119
Colorado,Delta,83
Colorado,Denver,9
Colorado,Dolores,4
Colorado,Douglas,36
Colorado,Eagle,17
Colorado,El Paso,91
Colorado,Fremont,266
Colorado,Garfield,45
Colorado,Grand,16
Colorado,Gunnison,323
Colorado,Hinsdale,11
Colorado,Huerfano,7
Colorado,Jackson,4
Colorado,Jefferson,159
Colorado,Kit Carson,8
Colorado,La Plata,80
Colorado,Lake,138
Colorado,Larimer,435
Colorado,Las Animas,213
Colorado,Lincoln,5
Colorado,Logan,6
Colorado,Mesa,127
Colorado,Moffat,594
Colorado,Montezuma,46
Colorado,Montrose,42
Colorado,Morgan,14
