State,County,Number of Employees
Alabama,Autauga,50
Alabama,Baldwin,18
Alabama,Barbour,74
Alabama,Bibb,59
Alabama,Blount,75
Alabama,Calhoun,18
Alabama,Cherokee,2
Alabama,Chilton,14
Alabama,Clarke,71
Alabama,Colbert,93
Alabama,Conecuh,22
Alabama,Coosa,8
Alabama,Covington,13
Alabama,Cullman,7
Alabama,Dale,4
Alabama,Dallas,31
Alabama,De Kalb,19
Alabama,Elmore,44
Alabama,Escambia,60
Alabama,Etowah,35
Alabama,Fayette,12
Alabama,Franklin,41
Alabama,Geneva,5
Alabama,Hale,4
Alabama,Jackson,49
Alabama,Jefferson,1419
Alabama,Lawrence,11
Alabama,Lee,52
Alabama,Limestone,14
Alabama,Lowndes,60
Alabama,Macon,22
Alabama,Madison,134
Alabama,Marengo,109
Alabama,Marion,13
Alabama,Marshall,40
Alabama,Mobile,89
Alabama,Monroe,15
Alabama,Montgomery,44
Alabama,Morgan,47
Alabama,Pickens,0
Alabama,Randolph,29
Alabama,Russell,17
Alabama,Shelby,681
Alabama,St Clair,151
Alabama,Sumter,43
Alabama,Talladega,311
Alabama,Tuscaloosa,279
Alabama,Walker,217
Alabama,Washington,8
Alabama,Winston,0
Alaska,Aleutians East,0
Alaska,Aleutians West,12
Alaska,Anchorage,72
Alaska,Bethel,20
Alaska,Bristol Bay,7
Alaska,Denali,89
Alaska,Fairbanks North Star,669
Alaska,Haines,19
Alaska,Juneau,740
Alaska,Kenai Peninsula,47
Alaska,Ketchikan Gateway,36
Alaska,Kodiak Island,16
Alaska,Matanuska-Susitna,89
Alaska,Nome,61
Alaska,North Slope,14
Alaska,Northwest Arctic,216
Alaska,Petersburg Census Area,2
Alaska,Prince of Wales-Hyder Census Area,42
Alaska,Sitka,4
Alaska,Skagway Municipality,5
Alaska,Southeast Fairbanks,509
Alaska,Valdez-Cordova,29
Alaska,Wade Hampton,0
Alaska,Yukon-Koyukuk,64
American Samoa,Tutuila,0
American Samoa,Unknown,0
Arizona,Apache,44
Arizona,Cochise,76
Arizona,Coconino,172
Arizona,Gila,1134
Arizona,Graham,1156
Arizona,Greenlee,3258
Arizona,La Paz,26
Arizona,Maricopa,609
Arizona,Mohave,309
Arizona,Navajo,109
Arizona,Pima,1802
Arizona,Pinal,488
Arizona,Santa Cruz,55
Arizona,Yavapai,1456
Arizona,Yuma,81
Arkansas,Arkansas,9
Arkansas,Baxter,26
Arkansas,Benton,50
Arkansas,Boone,6
Arkansas,Bradley,5
Arkansas,Calhoun,10
Arkansas,Carroll,15
Arkansas,Cleburne,4
Arkansas,Conway,5
Arkansas,Craighead,8
Arkansas,Crawford,35
Arkansas,Cross,1
Arkansas,Faulkner,21
Arkansas,Franklin,12
Arkansas,Fulton,4
Arkansas,Garland,85
Arkansas,Grant,50
Arkansas,Greene,4
Arkansas,Hot Spring,51
Arkansas,Howard,61
Arkansas,Independence,153
Arkansas,Izard,52
Arkansas,Jackson,10
Arkansas,Johnson,74
Arkansas,Lawrence,32
Arkansas,Lincoln,2
Arkansas,Little River,143
Arkansas,Logan,71
Arkansas,Lonoke,12
Arkansas,Madison,0
Arkansas,Marion,6
Arkansas,Miller,240
Arkansas,Montgomery,25
Arkansas,Newton,2
Arkansas,Ouachita,17
Arkansas,Pike,22
Arkansas,Poinsett,18
Arkansas,Polk,44
Arkansas,Pope,54
Arkansas,Pulaski,337
Arkansas,Randolph,17
Arkansas,Saline,213
Arkansas,Scott,2
Arkansas,Sebastian,64
Arkansas,Sevier,15
Arkansas,Sharp,21
Arkansas,Stone,12
Arkansas,Van Buren,7
Arkansas,Washington,60
Arkansas,White,41
Arkansas,Yell,3
California,Alameda,104
California,Alpine,2
California,Amador,265
California,Butte,48
California,Calaveras,9
California,Contra Costa,57
California,Del Norte,2
California,El Dorado,20
California,Fresno,106
California,Glenn,30
California,Humboldt,62
California,Imperial,354
California,Inyo,45
California,Kern,1441
California,Lake,26
California,Lassen,12
California,Los Angeles,360
California,Madera,25
California,Marin,11
California,Mariposa,4
California,Mendocino,26
California,Merced,37
California,Modoc,30
California,Mono,5
California,Monterey,95
California,Napa,41
California,Nevada,23
California,Orange,44
California,Placer,14
California,Plumas,24
California,Riverside,540
California,Sacramento,120
California,San Benito,125
California,San Bernardino,1334
California,San Diego,179
California,San Francisco,5
California,San Joaquin,119
California,San Luis Obispo,72
California,San Mateo,3
California,Santa Barbara,199
California,Santa Clara,63
California,Santa Cruz,21
California,Shasta,210
California,Sierra,22
California,Siskiyou,13
California,Solano,56
California,Sonoma,73
California,Stanislaus,53
California,Sutter,11
California,Tehama,22
California,Trinity,8
California,Tulare,81
California,Tuolumne,67
California,Ventura,152
California,Yolo,59
California,Yuba,90
Colorado,Adams,16
Colorado,Alamosa,5
Colorado,Archuleta,3
Colorado,Baca,7
Colorado,Bent,5
Colorado,Boulder,137
Colorado,Chaffee,26
