State,County,Number of Employees
Alabama,Autauga,36
Alabama,Baldwin,41
Alabama,Barbour,59
Alabama,Bibb,57
Alabama,Blount,91
Alabama,Calhoun,27
Alabama,Cherokee,7
Alabama,Chilton,21
Alabama,Clarke,25
Alabama,Colbert,109
Alabama,Conecuh,13
Alabama,Coosa,15
Alabama,Covington,8
Alabama,Cullman,119
Alabama,Dale,4
Alabama,Dallas,31
Alabama,De Kalb,18
Alabama,Elmore,34
Alabama,Escambia,46
Alabama,Etowah,35
Alabama,Fayette,28
Alabama,Franklin,93
Alabama,Geneva,3
Alabama,Hale,9
Alabama,Henry,2
Alabama,Houston,0
Alabama,Jackson,67
Alabama,Jefferson,1825
Alabama,Lawrence,15
Alabama,Lee,47
Alabama,Limestone,11
Alabama,Lowndes,42
Alabama,Macon,36
Alabama,Madison,49
Alabama,Marengo,234
Alabama,Marion,56
Alabama,Marshall,28
Alabama,Mobile,154
Alabama,Monroe,14
Alabama,Montgomery,74
Alabama,Morgan,46
Alabama,Pickens,11
Alabama,Randolph,14
Alabama,Russell,29
Alabama,Shelby,742
Alabama,St Clair,186
Alabama,Sumter,51
Alabama,Talladega,425
Alabama,Tuscaloosa,1913
Alabama,Walker,419
Alabama,Washington,3
Alabama,Winston,36
Alaska,Anchorage,105
Alaska,Bethel,19
Alaska,Denali,5
Alaska,Dillingham,2
Alaska,Fairbanks North Star,531
Alaska,Juneau,302
Alaska,Kenai Peninsula,27
Alaska,Ketchikan Gateway,4
Alaska,Kodiak Island,22
Alaska,Matanuska-Susitna,94
Alaska,Nome,15
Alaska,North Slope,2
Alaska,Northwest Arctic,179
Alaska,Sitka,18
Alaska,Skagway-Hoonah-Angoon,20
Alaska,Southeast Fairbanks,75
Alaska,Valdez-Cordova,21
Alaska,Yukon-Koyukuk,124
Arizona,Apache,59
Arizona,Cochise,134
Arizona,Coconino,393
Arizona,Gila,864
Arizona,Graham,10
Arizona,Greenlee,2262
Arizona,La Paz,26
Arizona,Maricopa,1124
Arizona,Mohave,300
Arizona,Navajo,643
Arizona,Pima,1451
Arizona,Pinal,463
Arizona,Santa Cruz,38
Arizona,Yavapai,1150
Arizona,Yuma,76
Arkansas,Baxter,40
Arkansas,Benton,88
Arkansas,Boone,20
Arkansas,Bradley,8
Arkansas,Calhoun,8
Arkansas,Carroll,12
Arkansas,Cleburne,11
Arkansas,Conway,6
Arkansas,Craighead,19
Arkansas,Crawford,44
Arkansas,Crittenden,26
Arkansas,Cross,19
Arkansas,Desha,7
Arkansas,Faulkner,21
