State,County,Number of Employees
Alabama,Autauga,55
Alabama,Baldwin,20
Alabama,Barbour,72
Alabama,Bibb,65
Alabama,Blount,85
Alabama,Calhoun,30
Alabama,Cherokee,2
Alabama,Chilton,23
Alabama,Clarke,46
Alabama,Colbert,116
Alabama,Coosa,16
Alabama,Covington,18
Alabama,Cullman,45
Alabama,Dale,4
Alabama,Dallas,33
Alabama,De Kalb,17
Alabama,Elmore,54
Alabama,Escambia,43
Alabama,Etowah,37
Alabama,Fayette,381
Alabama,Franklin,111
Alabama,Geneva,6
Alabama,Hale,8
Alabama,Henry,0
Alabama,Jackson,110
Alabama,Jefferson,1479
Alabama,Lamar,0
Alabama,Lawrence,5
Alabama,Lee,64
Alabama,Limestone,10
Alabama,Lowndes,47
Alabama,Macon,42
Alabama,Madison,68
Alabama,Marengo,78
Alabama,Marion,37
Alabama,Marshall,26
Alabama,Mobile,180
Alabama,Monroe,25
Alabama,Montgomery,59
Alabama,Morgan,62
Alabama,Pickens,1
Alabama,Randolph,13
Alabama,Russell,18
Alabama,Shelby,1028
Alabama,St Clair,202
Alabama,Sumter,55
Alabama,Talladega,382
Alabama,Tuscaloosa,1653
Alabama,Walker,566
Alabama,Washington,2
Alabama,Winston,85
Alaska,Aleutians East,0
Alaska,Aleutians West,11
Alaska,Anchorage,104
Alaska,Bethel,23
Alaska,Bristol Bay,4
Alaska,Denali,8
Alaska,Dillingham,2
Alaska,Fairbanks North Star,549
Alaska,Juneau,375
Alaska,Kenai Peninsula,19
Alaska,Ketchikan Gateway,16
Alaska,Kodiak Island,42
Alaska,Lake and Peninsula,5
Alaska,Matanuska-Susitna,78
Alaska,Nome,150
Alaska,North Slope,4
Alaska,Northwest Arctic,185
Alaska,Sitka,14
Alaska,Skagway-Hoonah-Angoon,21
Alaska,Southeast Fairbanks,247
Alaska,Valdez-Cordova,11
Alaska,Yukon-Koyukuk,159
Arizona,Apache,50
Arizona,Cochise,194
Arizona,Coconino,238
Arizona,Gila,1594
Arizona,Graham,548
Arizona,Greenlee,3649
Arizona,La Paz,25
Arizona,Maricopa,951
Arizona,Mohave,383
Arizona,Navajo,526
Arizona,Pima,2149
Arizona,Pinal,454
Arizona,Santa Cruz,31
Arizona,Yavapai,1344
Arizona,Yuma,109
Arkansas,Arkansas,2
Arkansas,Ashley,0
Arkansas,Baxter,46
Arkansas,Benton,87
Arkansas,Boone,23
Arkansas,Bradley,3
Arkansas,Calhoun,9
Arkansas,Carroll,16
Arkansas,Chicot,0
Arkansas,Cleburne,24
Arkansas,Conway,35
Arkansas,Craighead,16
Arkansas,Crawford,46
Arkansas,Crittenden,26
Arkansas,Cross,26
Arkansas,Faulkner,28
Arkansas,Franklin,36
Arkansas,Fulton,4
Arkansas,Garland,110
Arkansas,Grant,32
Arkansas,Greene,11
Arkansas,Hot Spring,46
Arkansas,Howard,51
Arkansas,Independence,151
Arkansas,Izard,65
Arkansas,Jackson,5
Arkansas,Jefferson,2
Arkansas,Johnson,12
Arkansas,Lawrence,50
Arkansas,Lincoln,3
Arkansas,Little River,166
Arkansas,Logan,79
Arkansas,Lonoke,8
Arkansas,Marion,2
Arkansas,Miller,0
Arkansas,Montgomery,38
Arkansas,Ouachita,28
Arkansas,Perry,9
Arkansas,Pike,26
Arkansas,Poinsett,18
Arkansas,Polk,42
Arkansas,Pope,41
Arkansas,Pulaski,359
Arkansas,Randolph,5
Arkansas,Saline,254
Arkansas,Scott,6
Arkansas,Searcy,2
Arkansas,Sebastian,261
Arkansas,Sevier,23
Arkansas,Sharp,3
Arkansas,Stone,12
Arkansas,Van Buren,28
Arkansas,Washington,101
Arkansas,White,42
California,Alameda,117
California,Alpine,11
California,Amador,135
California,Butte,64
California,Calaveras,28
California,Colusa,3
California,Contra Costa,69
California,Del Norte,7
California,El Dorado,28
California,Fresno,106
California,Glenn,38
California,Humboldt,55
California,Imperial,287
California,Inyo,79
California,Kern,1400
California,Lake,42
California,Lassen,34
California,Los Angeles,409
California,Madera,10
California,Marin,31
California,Mariposa,20
California,Mendocino,47
California,Merced,63
California,Modoc,29
California,Mono,28
California,Monterey,135
California,Napa,69
California,Nevada,40
California,Orange,54
California,Placer,37
California,Plumas,27
California,Riverside,679
California,Sacramento,150
California,San Benito,111
California,San Bernardino,1393
California,San Diego,257
California,San Francisco,2
California,San Joaquin,160
California,San Luis Obispo,62
California,San Mateo,34
California,Santa Barbara,226
California,Santa Clara,173
California,Santa Cruz,133
California,Shasta,242
California,Sierra,2
California,Siskiyou,30
California,Solano,68
California,Sonoma,114
California,Stanislaus,43
California,Sutter,12
California,Tehama,43
California,Trinity,11
California,Tulare,94
California,Tuolumne,73
California,Ventura,167
California,Yolo,83
California,Yuba,160
Colorado,Adams,95
Colorado,Alamosa,22
Colorado,Arapahoe,4
Colorado,Archuleta,21
Colorado,Baca,12
Colorado,Boulder,166
Colorado,Chaffee,43
Colorado,Clear Creek,604
Colorado,Conejos,21
Colorado,Crowley,1
Colorado,Custer,0
Colorado,Delta,292
Colorado,Denver,1
Colorado,Dolores,9
Colorado,Douglas,6
Colorado,Eagle,18
Colorado,El Paso,87
Colorado,Elbert,1
Colorado,Fremont,277
Colorado,Garfield,77
Colorado,Gilpin,15
Colorado,Grand,29
Colorado,Gunnison,717
Colorado,Hinsdale,11
Colorado,Huerfano,4
Colorado,Jackson,5
Colorado,Jefferson,140
Colorado,Kit Carson,1
Colorado,La Plata,125
Colorado,Lake,21
Colorado,Larimer,329
Colorado,Las Animas,17
Colorado,Logan,2
Colorado,Mesa,129
Colorado,Moffat,453
Colorado,Montezuma,44
Colorado,Montrose,78
Colorado,Morgan,7
Colorado,Otero,8
Colorado,Ouray,7
Colorado,Park,16
Colorado,Prowers,41
Colorado,Pueblo,140
Colorado,Rio Blanco,183
Colorado,Rio Grande,5
Colorado,Routt,520
Colorado,Saguache,5
Colorado,San Juan,0
Colorado,San Miguel,32
Colorado,Sedgwick,1
Colorado,Summit,26
Colorado,Teller,294
Colorado,Weld,255
Connecticut,Fairfield,53
Connecticut,Hartford,155
Connecticut,Litchfield,146
Connecticut,Middlesex,16
Connecticut,New Haven,170
Connecticut,New London,58
Connecticut,Tolland,62
Connecticut,Windham,99
Delaware,Kent,17
Delaware,New Castle,39
Delaware,Sussex,23
Florida,Alachua,158
Florida,Bay,5
Florida,Brevard,19
Florida,Broward,9
Florida,Calhoun,2
Florida,Charlotte,106
Florida,Citrus,68
Florida,Clay,121
Florida,Collier,50
Florida,Dade,823
Florida,De Soto,2
Florida,Dixie,4
Florida,Duval,11
Florida,Escambia,25
Florida,Gadsden,111
Florida,Gilchrist,2
Florida,Glades,46
Florida,Gulf,3
Florida,Hamilton,317
Florida,Hardee,147
Florida,Hendry,3
Florida,Hernando,404
Florida,Hillsborough,43
Florida,Holmes,2
Florida,Indian River,4
Florida,Jackson,56
Florida,Jefferson,2
Florida,Lafayette,11
Florida,Lake,92
Florida,Lee,194
Florida,Leon,1
Florida,Levy,20
Florida,Liberty,6
Florida,Manatee,131
Florida,Marion,180
Florida,Martin,3
Florida,Monroe,13
Florida,Okaloosa,7
Florida,Okeechobee,10
Florida,Orange,14
Florida,Palm Beach,121
Florida,Pasco,30
Florida,Polk,1142
Florida,Putnam,45
Florida,Santa Rosa,31
Florida,Sarasota,42
Florida,St Johns,4
Florida,St Lucie,47
Florida,Sumter,206
Florida,Suwannee,96
Florida,Taylor,56
Florida,Volusia,0
Florida,Walton,12
Florida,Washington,12
Georgia,Appling,80
Georgia,Baldwin,24
Georgia,Barrow,13
Georgia,Bartow,65
Georgia,Berrien,2
Georgia,Bibb,12
Georgia,Brantley,0
Georgia,Burke,3
Georgia,Calhoun,5
Georgia,Carroll,20
Georgia,Catoosa,14
Georgia,Chatham,5
Georgia,Chattooga,2
Georgia,Cherokee,45
Georgia,Clarke,15
Georgia,Clayton,84
Georgia,Cobb,49
Georgia,Columbia,38
Georgia,Cook,7
Georgia,Coweta,25
Georgia,Crawford,36
Georgia,De Kalb,65
Georgia,Decatur,266
Georgia,Dougherty,0
Georgia,Douglas,53
Georgia,Echols,4
Georgia,Effingham,12
Georgia,Elbert,110
Georgia,Evans,2
Georgia,Fayette,34
Georgia,Floyd,15
Georgia,Forsyth,69
Georgia,Fulton,80
Georgia,Gilmer,48
Georgia,Glascock,111
Georgia,Glynn,6
Georgia,Gordon,5
Georgia,Greene,17
Georgia,Gwinnett,93
Georgia,Habersham,9
Georgia,Hall,48
Georgia,Hancock,10
Georgia,Harris,26
Georgia,Hart,60
Georgia,Heard,4
Georgia,Henry,31
Georgia,Houston,103
Georgia,Jackson,33
Georgia,Jasper,12
Georgia,Jefferson,138
Georgia,Jones,118
Georgia,Lanier,8
Georgia,Lee,5
Georgia,Long,12
Georgia,Lumpkin,11
Georgia,Macon,24
Georgia,Madison,3
Georgia,Marion,43
Georgia,Monroe,57
Georgia,Montgomery,5
Georgia,Morgan,7
Georgia,Murray,48
Georgia,Muscogee,62
Georgia,Newton,18
Georgia,Oglethorpe,150
Georgia,Paulding,29
Georgia,Pickens,226
Georgia,Polk,23
Georgia,Rabun,12
Georgia,Richmond,67
Georgia,Rockdale,0
Georgia,Spalding,14
Georgia,Stephens,17
Georgia,Sumter,131
Georgia,Talbot,99
Georgia,Taylor,30
Georgia,Thomas,270
Georgia,Toombs,4
Georgia,Towns,5
Georgia,Troup,29
Georgia,Twiggs,123
Georgia,Union,10
Georgia,Walker,9
Georgia,Walton,7
Georgia,Warren,94
Georgia,Washington,669
Georgia,White,4
Georgia,Whitfield,37
Georgia,Wilkes,12
Georgia,Wilkinson,843
Hawaii,Hawaii,213
Hawaii,Honolulu,182
Hawaii,Kauai,46
Hawaii,Maui,76
Idaho,Ada,96
Idaho,Adams,5
Idaho,Bannock,54
Idaho,Bear Lake,8
Idaho,Benewah,84
Idaho,Bingham,41
Idaho,Blaine,20
Idaho,Boise,10
Idaho,Bonner,66
Idaho,Bonneville,56
Idaho,Boundary,4
Idaho,Butte,0
Idaho,Canyon,66
Idaho,Caribou,410
Idaho,Cassia,190
Idaho,Clark,4
Idaho,Clearwater,11
Idaho,Custer,363
Idaho,Elmore,11
Idaho,Franklin,46
Idaho,Fremont,11
Idaho,Gem,25
Idaho,Gooding,4
Idaho,Idaho,49
Idaho,Jefferson,10
Idaho,Kootenai,44
Idaho,Latah,8
Idaho,Lemhi,8
Idaho,Madison,29
Idaho,Minidoka,27
Idaho,Nez Perce,74
Idaho,Oneida,49
Idaho,Owyhee,4
Idaho,Payette,20
Idaho,Power,7
Idaho,Shoshone,595
Idaho,Teton,13
Idaho,Twin Falls,34
Idaho,Valley,23
Idaho,Washington,3
Illinois,Adams,129
Illinois,Alexander,42
Illinois,Bond,7
Illinois,Boone,19
Illinois,Bureau,11
Illinois,Carroll,14
