State,County,Number of Employees
Alabama,1086,27
Alabama,Autauga,47
Alabama,Baldwin,8
Alabama,Barbour,76
Alabama,Bibb,71
Alabama,Blount,124
Alabama,Calhoun,22
Alabama,Cherokee,2
Alabama,Chilton,15
Alabama,Colbert,101
Alabama,Coosa,13
Alabama,Covington,23
Alabama,Cullman,3
Alabama,Dale,4
Alabama,Dallas,29
Alabama,De Kalb,10
Alabama,Elmore,75
Alabama,Escambia,48
Alabama,Etowah,37
Alabama,Fayette,375
Alabama,Franklin,90
Alabama,Geneva,4
Alabama,Hale,8
Alabama,Jackson,59
Alabama,Jefferson,1618
Alabama,Lamar,0
Alabama,Lawrence,12
Alabama,Lee,65
Alabama,Limestone,9
Alabama,Lowndes,40
Alabama,Macon,31
Alabama,Madison,51
Alabama,Marengo,73
Alabama,Marion,33
Alabama,Marshall,34
Alabama,Mobile,134
Alabama,Monroe,17
Alabama,Montgomery,37
Alabama,Morgan,38
Alabama,Pickens,0
Alabama,Randolph,21
Alabama,Russell,19
Alabama,Shelby,825
Alabama,St Clair,164
Alabama,Sumter,49
Alabama,Talladega,328
Alabama,Tuscaloosa,2092
Alabama,Walker,512
Alabama,Winston,114
Alaska,Aleutians East,7
Alaska,Aleutians West,12
Alaska,Anchorage,92
Alaska,Bethel,44
Alaska,Denali,7
Alaska,Dillingham,8
Alaska,Fairbanks North Star,590
Alaska,Haines,9
Alaska,Juneau,506
Alaska,Kenai Peninsula,30
Alaska,Ketchikan Gateway,51
Alaska,Kodiak Island,27
Alaska,Lake and Peninsula,0
Alaska,Matanuska-Susitna,68
Alaska,Nome,62
Alaska,North Slope,15
Alaska,Northwest Arctic,220
Alaska,Prince of Wales-Outer Ketchikan,5
Alaska,Sitka,19
Alaska,Skagway-Hoonah-Angoon,16
Alaska,Southeast Fairbanks,268
Alaska,Valdez-Cordova,10
Alaska,Wade Hampton,9
Alaska,Wrangell-Petersburg,3
Alaska,Yukon-Koyukuk,211
Arizona,4086,1139
Arizona,Apache,92
Arizona,Cochise,148
Arizona,Coconino,161
Arizona,Gila,1643
Arizona,Graham,543
Arizona,Greenlee,2130
